,sex,sat_v,sat_m,hs_gpa,fy_gpa
130,2,55,65,4.0,3.33
131,1,40,52,2.52,2.68
132,2,48,57,3.33,3.15
133,2,46,45,2.78,2.15
134,1,56,57,3.83,3.08
135,1,63,75,4.08,3.88
136,1,46,44,3.31,2.17
137,2,39,44,3.08,2.84
138,1,52,48,2.9,2.57
139,1,41,66,3.22,2.57
140,2,56,66,4.47,3.55
141,2,47,52,3.88,3.79
142,2,58,49,4.13,3.09
143,2,42,60,3.71,3.08
144,2,39,54,2.2,1.83
145,1,53,54,2.21,2.1
146,2,50,44,3.2,1.46
147,1,57,74,3.47,3.24
148,2,56,54,3.04,2.99
149,1,49,56,3.28,2.71
150,1,60,61,3.19,2.53
151,2,37,53,3.07,2.59
152,2,54,68,2.65,1.65
153,1,56,57,3.48,2.8
154,1,58,58,2.76,2.49
155,2,50,51,3.21,3.0
156,1,39,57,2.7,1.93
157,1,46,58,2.54,1.79
158,2,41,41,3.15,1.87
159,2,30,45,2.59,0.77
160,1,57,60,2.89,2.7
161,1,53,64,3.02,3.02
162,2,50,53,3.27,2.7
163,1,36,42,2.58,3.0
164,1,62,55,3.34,3.52
165,1,62,67,3.0,2.52
166,1,50,57,3.59,3.47
167,1,48,54,3.3,2.94
168,2,48,57,2.79,3.23
169,2,68,55,2.9,2.32
170,1,42,63,2.53,1.5
171,2,35,51,3.57,1.97
172,1,52,53,3.03,1.9
173,1,37,50,2.45,1.54
174,1,54,48,3.88,2.25
175,2,47,47,2.42,2.42
176,2,63,64,3.88,3.76
177,2,42,46,2.78,2.53
178,2,44,49,3.2,2.84
179,1,49,65,3.81,2.47
180,2,44,48,3.6,3.15
181,1,37,60,3.88,2.92
182,1,65,51,3.57,3.25
183,2,47,37,3.23,1.87
184,2,45,59,3.07,3.4
185,2,42,46,2.36,2.37
186,2,54,62,3.81,3.75
187,2,45,44,3.12,2.93
188,1,56,48,3.13,2.31
189,2,54,41,3.0,2.32
190,1,64,77,3.56,2.44
191,1,58,68,3.27,2.25
192,1,50,59,2.43,1.99
193,1,70,58,3.63,3.58
194,1,53,46,2.91,1.82
195,1,48,66,3.62,1.95
196,1,41,48,2.7,2.13
197,1,37,65,2.68,1.84
198,2,46,58,4.05,3.79
199,2,55,50,3.89,2.35
200,1,41,49,1.95,2.13
201,1,55,53,3.78,3.21
202,1,40,40,2.99,1.33
203,1,42,64,2.51,1.96
204,1,39,57,2.84,1.66
205,1,51,51,2.81,3.55
206,2,51,47,2.94,2.34
207,1,54,70,3.2,2.53
208,1,35,37,2.43,1.27
209,1,61,60,3.35,3.88
210,1,53,68,3.71,3.59
211,2,37,41,2.93,1.36
212,2,46,49,3.83,1.84
213,1,62,50,1.81,1.17
214,1,37,45,3.19,2.07
215,2,48,56,4.02,3.41
216,1,45,69,2.81,2.72
217,2,55,63,4.01,3.09
218,1,57,48,2.6,2.32
219,2,47,45,3.6,2.33
220,2,45,55,3.5,3.38
221,2,37,39,2.86,1.91
222,2,50,61,4.19,2.59
223,1,60,54,3.18,2.08
224,1,47,66,3.69,3.01
225,2,38,41,2.58,1.96
226,1,52,60,3.96,3.05
227,1,30,41,2.63,1.03
228,2,36,41,2.14,1.25
229,2,54,56,2.68,2.18
230,2,64,65,3.8,2.47
231,1,61,67,3.73,2.89
232,2,43,56,4.05,3.01
233,2,48,56,3.17,1.59
234,2,49,45,2.48,1.65
235,2,52,51,4.01,1.77
236,2,53,72,3.36,2.53
237,2,58,53,3.18,2.83
238,2,32,42,2.53,1.32
239,1,38,64,3.13,2.5
240,1,50,62,3.51,3.07
241,2,36,46,2.73,2.75
242,2,34,46,3.41,3.47
243,2,53,48,3.35,2.92
244,2,47,47,3.19,2.37
245,1,47,54,2.99,2.46
246,2,47,54,3.36,2.12
247,2,52,57,3.55,2.09
248,1,41,53,3.02,1.79
249,1,46,54,2.79,2.38
250,1,47,52,3.33,2.05
251,2,56,58,3.33,2.62
252,2,70,67,3.22,2.95
253,1,44,62,3.08,2.77
254,1,51,59,3.4,1.86
255,2,41,48,2.89,1.37
256,2,48,60,2.95,3.64
257,1,62,64,3.51,2.45
258,2,55,66,3.15,2.12
259,1,76,76,4.17,3.02
260,2,54,50,2.48,1.83
261,1,42,48,3.17,2.05
262,1,38,48,3.06,3.0
263,1,43,52,2.49,1.58
264,1,43,49,2.63,1.85
265,2,44,53,3.14,2.63
266,2,53,51,3.03,3.11
267,2,54,53,2.12,1.76
268,1,53,61,3.07,2.35
269,2,40,46,2.98,2.0
270,2,44,56,3.56,3.54
271,1,32,35,1.83,0.22
272,2,42,56,3.31,2.55
273,2,49,54,3.22,3.09
274,1,54,60,3.31,3.23
275,1,60,51,3.82,3.46
276,2,45,50,3.59,2.35
277,2,51,55,3.16,2.44
278,1,56,58,3.26,3.16
279,1,36,51,2.72,1.54
280,2,44,45,2.97,0.9
281,2,40,46,2.34,2.52
282,2,48,43,3.21,2.6
283,2,63,62,4.09,3.51
284,1,43,43,3.67,1.87
285,1,53,51,3.22,2.03
286,2,52,65,3.41,2.47
287,2,54,40,3.47,2.33
288,1,53,47,3.42,2.14
289,2,63,62,3.91,3.05
290,2,48,60,3.21,2.6
291,1,53,57,2.99,2.57
292,1,38,53,3.1,1.99
293,2,58,49,3.27,2.4
294,1,47,49,2.94,2.13
295,2,37,43,2.22,2.72
296,1,51,57,2.42,2.55
297,1,34,47,2.48,1.24
298,2,44,46,2.47,2.67
299,2,45,55,2.8,2.31
300,2,44,53,3.58,2.83
301,1,58,64,3.26,3.2
302,1,42,48,2.05,2.48
303,2,58,61,3.53,3.6
304,2,41,58,3.67,2.77
305,2,53,47,2.97,0.69
306,2,44,49,2.68,2.23
307,2,53,61,4.31,3.27
308,2,56,63,3.6,3.02
309,1,38,60,3.68,2.4
310,1,40,64,3.8,2.05
311,2,51,56,3.37,3.34
312,1,68,56,3.99,2.98
313,1,56,72,3.07,2.21
314,2,49,55,3.74,3.6
315,2,48,43,3.0,2.69
316,2,50,57,3.49,3.29
317,2,44,55,3.48,2.72
318,2,53,57,2.98,2.71
319,2,60,58,4.49,3.97
320,2,55,69,3.89,3.31
321,2,51,57,2.88,2.41
322,2,49,59,3.84,3.26
323,1,46,45,3.37,1.77
324,2,52,51,3.68,3.75
325,2,51,67,2.95,3.4
326,1,56,60,3.33,2.66
327,1,49,39,3.02,3.28
328,1,51,58,3.6,3.13
329,1,52,47,3.41,2.59
330,1,39,42,2.0,1.84
331,2,46,53,2.92,1.85
332,2,48,45,2.72,1.9
333,2,42,47,3.73,1.9
334,1,66,63,3.61,3.66
335,2,57,51,2.76,3.08
336,2,47,58,3.33,3.35
337,2,40,40,3.35,2.97
338,2,43,43,2.22,0.88
339,1,42,61,2.36,1.14
340,1,51,48,3.05,2.71
341,1,35,44,2.91,1.62
342,1,47,61,3.23,2.8
343,1,44,69,3.97,3.23
344,1,43,55,2.26,0.64
345,1,43,56,2.95,2.25
346,1,48,58,2.64,2.13
347,1,56,74,3.81,3.76
348,2,54,58,3.8,3.5
349,1,55,59,2.47,3.43
350,2,48,51,2.53,2.1
351,2,41,35,2.06,1.23
352,2,52,62,3.23,3.49
353,1,43,52,3.25,2.36
354,2,52,54,3.62,1.93
355,1,39,53,3.23,2.58
356,2,46,58,3.17,1.44
357,2,53,54,3.02,2.26
358,2,52,42,3.32,1.8
359,1,54,72,3.27,2.79
360,2,46,58,3.0,2.63
361,2,49,63,3.11,2.67
362,1,49,49,2.82,2.83
363,2,42,58,2.85,2.89
364,1,42,51,2.92,2.32
365,1,45,62,3.2,2.01
366,1,54,69,3.27,3.52
367,2,43,58,4.03,1.87
368,2,62,64,3.72,2.97
369,1,58,56,2.61,2.16
370,2,49,52,3.31,2.96
371,1,51,57,3.04,2.27
372,1,60,63,3.37,3.02
373,2,48,39,2.55,2.23
374,2,51,47,2.43,1.61
375,1,37,47,3.31,2.45
376,1,51,60,3.42,2.67
377,1,49,61,2.18,1.36
378,1,53,70,2.8,2.3
379,2,42,43,3.02,2.18
380,1,52,50,3.25,1.48
381,2,56,49,4.4,2.73
382,2,45,32,2.72,1.1
383,1,47,50,3.23,1.79
384,1,44,41,2.5,2.94
385,2,32,49,3.48,1.55
386,2,55,52,3.66,2.93
387,1,36,48,3.11,2.3
388,1,47,49,2.89,1.83
389,1,61,63,2.88,2.46
390,2,41,42,2.64,1.28
391,1,42,54,2.62,1.79
392,2,54,62,2.94,3.51
393,1,53,66,3.74,2.16
394,1,62,60,3.9,2.57
395,1,54,65,3.02,2.67
396,2,66,41,3.5,1.52
397,2,45,54,4.02,3.79
398,2,49,55,3.09,1.69
399,1,63,65,3.89,2.86
400,1,50,50,3.0,2.84
401,1,34,54,3.07,1.53
402,2,48,45,2.79,2.02
403,1,63,62,2.9,2.04
404,1,57,61,3.75,2.83
405,1,47,52,2.14,1.94
406,1,56,60,3.24,2.94
407,2,56,72,3.38,2.08
408,1,26,43,1.93,1.06
409,1,49,60,4.12,2.45
410,2,54,53,3.52,3.19
411,1,54,51,3.57,3.23
412,1,52,67,3.35,2.71
413,1,57,59,2.45,2.82
414,2,53,60,2.87,3.36
415,1,52,53,3.47,2.86
416,2,40,43,2.73,2.01
417,2,44,49,2.77,2.42
418,1,47,52,2.28,0.86
419,2,34,47,3.03,2.59
420,1,42,56,3.02,2.56
421,1,47,59,2.6,2.51
422,2,46,48,2.99,2.41
423,2,49,57,3.47,3.09
424,2,39,37,3.14,2.01
425,2,52,30,2.13,1.85
426,1,50,59,2.99,1.47
427,1,52,53,3.2,3.2
428,1,46,51,3.31,3.35
429,1,52,68,3.52,2.37
430,1,50,50,3.45,2.85
431,2,48,38,3.12,2.22
432,2,47,62,2.75,1.87
433,2,68,64,3.81,3.65
434,1,35,50,3.12,1.25
435,1,63,55,2.99,2.78
436,2,48,57,3.23,3.09
437,1,44,51,2.22,1.36
438,2,40,40,2.62,1.44
439,2,30,40,2.25,1.51
440,2,40,51,2.76,3.05
441,1,51,67,4.19,3.98
442,1,43,48,2.64,1.42
443,2,36,43,2.64,1.84
444,1,36,58,3.39,2.36
445,2,63,68,3.42,2.39
446,1,53,51,2.81,2.42
447,1,62,75,2.8,3.1
448,1,67,58,4.26,2.88
449,1,48,47,3.27,3.2
450,2,43,51,2.81,1.35
451,1,48,73,4.19,2.9
452,2,46,39,3.3,1.89
453,1,42,55,3.82,1.68
454,1,45,37,3.43,2.7
455,2,63,50,4.09,3.44
456,1,47,39,2.44,1.31
457,1,45,48,3.62,2.55
458,1,69,62,3.48,3.28
459,1,54,61,3.48,2.71
460,2,67,53,3.96,3.09
461,2,48,57,2.13,2.17
462,1,62,52,2.59,1.03
463,1,43,61,2.6,2.12
464,2,47,50,3.51,3.4
465,2,48,58,3.08,2.76
466,1,59,67,3.46,3.25
467,2,45,58,4.16,3.54
468,1,55,63,2.77,2.63
469,1,51,56,2.72,2.67
470,1,33,45,2.7,0.98
471,1,64,68,3.75,2.09
472,2,52,57,2.94,2.56
473,2,52,44,3.61,1.65
474,1,58,55,3.61,2.62
475,1,54,53,3.83,1.44
476,1,58,70,4.36,3.45
477,1,39,49,3.36,1.93
478,1,42,45,3.04,2.38
479,2,44,54,3.84,3.02
480,2,41,62,2.95,2.92
481,1,61,55,3.34,1.82
482,1,30,43,3.05,1.56
483,1,41,50,3.17,1.85
484,2,38,50,2.8,1.5
485,1,53,40,3.15,2.06
486,1,46,67,2.96,2.02
487,2,51,59,3.48,3.22
488,1,42,42,3.28,1.62
489,1,48,57,3.41,1.74
490,1,47,43,2.64,2.35
491,2,58,59,3.59,3.67
492,1,45,50,2.94,2.65
493,1,69,57,3.31,2.58
494,1,49,43,2.31,1.77
495,1,47,45,3.12,2.56
496,2,52,57,3.82,3.15
497,2,55,41,3.45,2.82
498,2,35,51,2.94,2.06
499,2,47,46,3.85,2.61
500,1,70,60,3.04,2.78
501,1,49,61,3.97,1.86
502,2,52,55,2.86,3.63
503,1,54,51,3.51,1.85
504,2,58,54,3.94,3.68
505,2,37,48,2.41,1.73
506,2,48,63,2.84,2.66
507,1,50,51,2.86,0.78
508,2,33,45,3.4,1.73
509,1,46,59,3.17,0.94
510,2,51,47,2.7,1.91
511,2,67,56,4.07,3.55
512,2,50,43,2.72,1.12
513,1,51,59,3.17,1.53
514,1,38,45,2.42,2.4
515,2,52,55,2.62,2.69
516,1,44,55,2.98,1.01
517,2,49,62,2.87,0.86
518,1,53,68,3.66,1.72
519,2,51,60,2.87,2.31
520,2,58,56,3.9,3.35
521,1,36,45,2.12,0.29
522,1,51,50,3.85,2.89
523,2,33,44,3.15,1.83
524,2,38,43,3.0,1.37
525,2,41,61,3.65,3.12
526,1,52,56,3.84,2.49
527,1,52,53,3.34,2.54
528,2,58,59,3.71,2.88
529,1,56,50,3.74,1.55
530,1,47,57,2.93,2.43
531,2,53,68,2.97,2.73
532,1,43,61,3.12,2.79
533,1,63,72,4.33,2.59
534,2,35,56,3.55,2.23
535,1,47,59,2.23,2.5
536,2,52,43,3.5,1.5
537,1,55,59,3.1,2.28
538,2,53,58,3.51,2.4
539,1,38,54,2.14,1.29
540,2,43,36,2.86,2.17
541,2,37,45,3.97,1.38
542,2,45,51,3.55,1.95
543,1,53,55,2.78,2.39
544,1,43,52,3.2,1.72
545,2,51,58,3.87,2.31
546,2,43,52,1.87,1.52
547,2,41,45,2.72,1.57
548,2,45,56,3.66,3.24
549,2,42,52,2.88,2.61
550,1,48,71,4.12,3.34
551,2,37,59,2.84,1.25
552,1,44,48,2.83,2.97
553,1,57,58,3.79,2.89
554,2,52,45,2.89,1.59
555,2,41,63,2.74,2.97
556,1,47,43,2.33,1.85
557,1,42,49,2.41,2.45
558,2,42,36,2.37,0.96
559,2,42,56,2.86,2.69
560,2,49,54,3.35,1.26
561,1,48,60,3.35,3.57
562,2,40,45,3.49,2.42
563,1,54,64,2.95,2.91
564,1,49,56,2.85,2.41
565,1,42,46,3.07,2.83
566,1,38,56,2.1,1.59
567,1,36,38,2.06,1.48
568,2,38,50,2.33,0.78
569,1,43,59,2.86,1.77
570,2,49,48,2.01,1.1
571,1,49,56,2.74,2.01
572,2,59,49,2.66,2.04
573,2,46,44,3.37,2.66
574,1,46,53,2.96,3.12
575,1,55,49,3.43,2.46
576,1,48,64,3.29,3.11
577,1,49,62,3.73,2.65
578,1,41,57,2.46,0.81
579,1,58,75,3.62,3.08
580,2,48,49,2.42,2.01
581,1,45,46,3.5,1.35
582,1,52,51,2.11,2.13
583,1,40,53,4.11,1.76
584,1,44,51,2.45,1.88
585,1,43,47,2.8,1.67
586,1,41,64,2.69,2.05
587,1,59,61,3.5,2.36
588,2,60,57,3.97,3.16
589,1,55,65,3.56,2.0
590,2,59,50,2.62,2.43
591,1,56,65,4.04,3.85
592,2,45,51,2.57,2.34
593,1,62,62,4.02,3.54
594,2,36,55,2.59,2.57
595,1,68,61,3.68,2.55
596,2,53,59,3.63,3.37
597,2,46,59,3.36,2.34
598,2,41,55,3.17,3.01
599,2,52,53,3.58,3.14
600,1,49,63,3.67,3.26
601,1,35,52,2.85,1.8
602,1,64,73,3.47,2.12
603,2,57,62,4.05,3.67
604,2,56,75,4.07,3.61
605,1,58,50,3.25,2.77
606,1,60,59,3.25,3.29
607,1,47,64,3.07,1.88
608,2,51,42,2.41,1.9
609,1,53,49,3.42,2.23
610,2,57,46,3.55,2.83
611,2,43,40,2.82,1.32
612,1,45,49,2.7,3.12
613,2,56,51,3.46,2.75
614,1,62,54,3.57,2.61
615,1,49,67,2.92,1.89
616,1,52,45,3.63,3.33
617,2,51,49,3.94,2.21
618,2,61,66,3.75,3.7
619,1,55,72,3.68,2.94
620,2,51,53,3.57,3.52
621,2,53,55,2.97,1.38
622,1,48,56,2.8,1.97
623,1,54,58,3.84,3.74
624,1,40,53,3.3,1.35
625,2,49,49,3.05,1.8
626,1,63,64,3.67,3.45
627,1,50,61,3.2,2.87
628,2,44,35,1.87,1.97
629,2,46,56,3.69,2.18
630,1,36,40,3.35,2.41
631,2,40,43,3.41,2.38
632,2,55,43,3.56,2.88
633,1,43,46,2.77,1.69
634,2,48,59,4.07,3.22
635,1,66,64,3.97,2.93
636,2,42,53,2.88,2.89
637,1,41,46,2.94,2.86
638,2,44,53,3.64,2.82
639,1,40,51,3.75,2.08
640,1,66,75,3.07,3.25
641,2,43,60,2.46,2.66
642,2,67,60,3.0,3.16
643,2,34,38,1.93,0.5
644,2,44,53,3.38,2.86
645,2,32,43,2.25,1.18
646,2,53,56,3.41,3.74
647,2,38,39,3.38,1.96
648,1,59,71,3.53,3.05
649,2,68,65,4.2,3.88
650,2,45,52,3.36,2.64
651,2,47,44,3.41,3.18
652,1,46,45,2.82,2.0
653,1,47,67,3.1,2.44
654,1,46,51,2.59,2.18
655,1,37,43,2.8,1.58
656,2,58,48,2.96,2.29
657,2,46,51,3.55,2.89
658,2,50,52,3.91,3.47
659,1,51,67,2.9,2.75
660,1,60,76,3.51,2.33
661,1,40,40,2.54,0.97
662,2,53,48,2.4,2.77
663,2,42,50,2.78,2.03
664,1,51,59,3.1,1.95
665,2,48,56,3.95,2.35
666,2,43,40,2.12,2.32
667,1,45,50,3.26,3.08
668,2,36,43,2.62,1.96
669,1,61,62,4.23,2.88
670,2,55,56,3.91,3.02
671,1,52,54,2.42,1.58
672,2,64,59,3.71,3.47
673,2,64,49,3.85,3.0
674,2,55,64,4.46,3.76
675,1,59,46,2.63,2.53
676,1,60,58,3.74,3.9
677,2,47,51,2.42,1.57
678,2,30,33,2.31,1.93
679,1,43,62,2.87,1.2
680,1,40,34,3.81,2.43
681,2,49,42,2.94,2.65
682,1,43,36,2.73,1.65
683,2,58,44,2.65,2.37
684,2,56,58,3.72,3.3
685,1,48,50,2.5,1.9
686,1,49,55,2.84,1.46
687,1,44,52,2.86,2.95
688,2,54,55,3.3,2.51
689,1,51,64,2.98,2.21
690,2,37,36,2.15,1.05
691,1,42,44,2.21,1.85
692,1,40,50,3.32,1.21
693,1,41,52,3.43,1.93
694,1,47,50,2.12,1.08
695,1,46,62,2.76,2.79
696,2,46,62,4.03,2.35
697,2,54,59,3.94,3.31
698,2,44,50,3.56,3.15
699,1,41,48,4.02,2.07
700,2,46,51,2.95,1.58
701,2,55,57,3.75,3.64
702,1,62,63,3.1,3.27
703,1,42,47,2.77,2.37
704,2,43,51,2.38,2.39
705,1,46,49,2.56,1.93
706,1,43,46,2.42,1.45
707,2,68,73,4.02,3.6
708,2,42,45,3.11,1.88
709,1,51,50,2.27,1.71
710,1,41,50,2.9,1.62
711,2,58,57,4.35,3.28
712,1,40,57,3.43,2.1
713,2,39,51,2.27,0.77
714,2,52,49,3.32,2.89
715,2,64,67,3.08,2.28
716,2,53,45,3.69,2.72
717,2,52,66,3.86,3.1
718,2,44,46,2.8,2.19
719,2,53,70,3.58,2.6
720,2,41,47,2.14,2.32
721,2,47,53,2.92,2.03
722,2,52,65,4.28,3.53
723,1,47,66,3.37,1.92
724,2,59,58,3.69,3.04
725,2,38,46,3.9,2.61
726,1,71,63,4.14,2.8
727,1,46,54,3.31,1.69
728,1,35,51,2.81,2.55
729,1,58,59,2.65,3.09
730,2,54,46,3.06,1.48
731,1,56,56,4.15,3.87
732,1,50,57,3.66,1.66
733,1,45,54,3.43,3.12
734,2,40,63,3.7,2.28
735,2,38,54,3.17,2.4
736,1,71,62,3.02,2.43
737,1,51,54,2.82,1.45
738,2,50,61,3.5,0.99
739,2,49,48,3.5,2.07
740,2,53,63,3.73,3.37
741,1,43,48,3.14,2.72
742,2,59,51,2.76,2.98
743,2,33,42,2.68,1.52
744,1,53,77,4.0,3.99
745,2,46,52,2.68,1.85
746,1,61,67,4.04,3.02
747,2,45,62,4.24,3.61
748,2,61,57,3.83,2.71
749,1,55,65,4.18,2.79
750,1,43,52,3.8,2.74
751,1,48,57,2.4,2.48
752,1,55,69,3.18,2.56
753,1,58,63,3.17,3.55
754,1,40,46,2.98,2.11
755,2,67,55,3.98,3.58
756,1,35,40,3.02,2.9
757,2,54,57,4.44,3.74
758,2,47,49,3.5,2.88
759,1,40,47,3.29,1.69
760,1,39,62,2.49,2.57
761,2,56,62,4.13,3.36
762,1,52,59,2.77,1.93
763,2,44,56,3.19,1.65
764,1,47,57,3.28,2.49
765,1,44,55,3.0,1.5
766,2,53,50,3.4,3.05
767,1,54,59,2.81,2.81
768,1,56,48,3.0,1.8
769,1,47,49,3.33,3.32
770,2,65,60,3.26,2.8
771,2,44,62,4.0,3.51
772,2,37,42,2.53,2.19
773,1,66,65,3.05,2.49
774,1,44,49,3.1,2.51
775,2,50,57,3.07,2.31
776,2,52,49,3.03,3.55
777,1,43,48,2.9,3.62
778,1,52,62,3.78,2.51
779,2,51,66,3.76,3.12
780,1,60,57,3.79,3.33
781,1,58,65,3.49,2.35
782,1,57,56,3.22,2.4
783,2,42,47,3.7,2.79
784,2,39,47,2.81,1.62
785,1,33,59,3.21,1.25
786,1,59,52,3.52,2.53
787,1,55,56,3.04,1.96
788,2,50,48,3.25,3.41
789,2,48,53,3.91,2.37
790,2,52,61,3.66,3.22
791,1,38,46,1.86,0.65
792,1,49,45,2.64,1.68
793,1,37,34,2.28,1.88
794,2,40,47,2.67,2.02
795,2,39,41,2.29,2.87
796,1,43,46,2.4,1.2
797,1,43,53,3.25,1.1
798,1,49,54,3.74,2.58
799,2,58,51,2.87,2.6
800,1,45,50,2.25,2.49
801,1,51,59,2.69,1.88
802,1,45,65,4.33,2.99
803,2,38,42,3.02,1.82
804,2,40,62,3.55,2.96
805,1,39,47,2.07,1.79
806,1,58,54,3.34,3.03
807,1,48,52,3.61,2.86
808,1,35,53,2.56,2.25
809,2,43,48,2.03,0.46
810,1,38,53,3.09,2.42
811,1,44,55,3.01,1.04
812,1,59,54,3.55,3.65
813,2,44,50,3.28,2.28
814,2,48,52,3.11,2.3
815,2,45,65,3.78,2.43
816,2,43,52,3.31,3.25
817,2,50,52,2.32,2.3
818,1,58,61,3.58,3.25
819,1,51,55,3.3,2.87
820,2,43,52,2.9,1.5
821,1,53,45,2.99,2.47
822,2,50,64,3.19,3.09
823,1,45,52,3.75,1.57
824,2,42,54,4.11,3.79
825,1,44,42,3.08,1.63
826,2,45,44,2.62,2.27
827,2,59,56,3.03,1.97
828,2,30,41,1.86,0.34
829,1,54,65,3.54,2.76
830,2,55,66,2.91,1.63
831,1,47,48,3.47,2.53
832,1,46,69,3.68,2.38
833,2,61,64,4.04,3.53
834,2,41,52,2.28,1.3
835,2,59,46,3.69,2.95
836,1,40,52,3.53,1.92
837,2,56,43,3.62,3.11
838,1,54,50,2.65,2.38
839,2,46,53,3.11,2.65
840,1,45,55,3.2,3.0
841,1,50,57,3.2,3.18
842,1,42,47,2.64,0.43
843,1,41,46,2.66,1.18
844,1,56,67,3.06,3.41
845,1,48,57,3.36,2.88
846,1,49,48,2.42,3.11
847,2,49,49,3.35,3.85
848,1,45,40,2.93,1.26
849,2,40,50,2.74,2.35
850,2,40,58,3.26,2.72
851,1,43,48,2.45,2.87
852,2,45,48,2.9,2.38
853,2,56,63,2.9,2.27
854,2,59,54,3.84,3.04
855,1,50,50,2.45,1.9
856,1,61,50,3.31,2.97
857,2,46,51,3.2,1.35
858,2,37,45,2.9,1.43
859,1,50,62,3.41,1.89
860,1,41,49,2.73,2.28
861,2,51,57,4.42,3.21
862,1,52,67,3.5,3.12
863,2,52,66,4.15,3.77
864,2,51,40,2.34,1.26
865,1,63,55,2.53,1.88
866,2,57,61,3.84,2.7
867,2,46,51,2.61,1.18
868,2,42,47,2.36,2.08
869,2,55,56,3.31,2.68
870,2,38,41,3.49,3.59
