,Unnamed: 0,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
10,391,17-2400,2012,45.0,1,55.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,1,2,2,5,3,3,1568,5710,0,183,4730,59,86,97,180115
11,258,39-1700,2012,108.0,1,148.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,14,2,2,3,2,5,3,3,654,4910,0,-254,1760,251,890,907,1091984
12,965,39-2000,2012,117.0,1,203.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,1,3,3,5,3,3,35994,29620,100,-238,32210,501,722,714,1096111
13,952,39-2800,2012,134.0,1,275.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4606,6220,0,-276,4570,302,30,13,1207478
14,535,39-4105,2012,70.0,1,76.0,1,21,6,1,0,0,3,2,2,2,1,1,5,2,22,1,1,2,2,3,2,3,7283,5510,0,915,4900,192,569,568,1108117
15,738,39-1700,2012,9.0,1,15.0,1,21,6,1,0,0,3,2,1,1,1,1,4,3,27,1,1,2,2,4,3,3,17361,12770,100,-675,15560,0,99,118,99502
16,415,17-1204,2012,117.0,1,152.0,1,21,6,1,0,0,3,2,2,1,1,1,6,2,18,2,2,3,2,5,3,3,2674,5250,0,-936,9500,16,1078,1084,482218
17,913,39-4603,2012,626.0,1,655.0,1,21,6,1,0,0,3,2,2,2,1,1,4,1,12,2,1,3,2,5,3,3,23143,23990,100,804,19050,501,1046,1060,1277791
18,835,17-1001,2012,82.0,1,85.0,1,21,6,1,0,0,3,2,1,1,1,1,7,2,18,2,2,4,3,5,3,3,9125,10030,100,-82,12990,238,0,0,9089
19,62,39-400,2012,82.0,1,119.0,1,21,6,1,0,0,3,1,2,1,1,1,4,1,10,2,3,4,3,5,3,3,14555,13880,200,460,17570,369,1123,1207,527930
20,121,39-2700,2012,107.0,1,268.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,26,1,1,2,2,3,2,3,1204,870,100,432,770,497,56,8,693088
21,95,39-5504,2012,115.0,1,132.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,25,1,2,4,3,5,3,3,3434,11340,100,-909,6790,121,730,759,525305
22,921,17-1205,2012,69.0,1,110.0,1,21,6,1,0,0,3,1,1,1,1,1,4,2,16,2,1,1,2,4,3,3,10585,3280,200,-127,3720,466,0,0,846982
23,221,17-401,2012,34.0,1,29.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,13,2,2,4,3,4,3,3,9251,17510,0,-1340,17210,32,1121,1135,969983
24,3,17-1900,2012,107.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,28,1,1,1,2,4,3,3,158,1840,0,-489,570,388,216,229,400899
25,6,17-1001,2012,30.0,1,33.0,1,21,5,1,0,0,3,1,1,1,1,1,5,3,29,1,1,1,1,4,3,3,7425,3850,100,-674,5290,272,0,20,5795
26,842,17-104,2012,255.0,1,413.0,1,21,6,1,0,0,3,1,1,1,2,1,7,1,14,2,2,2,2,5,3,3,16193,11070,0,201,13440,73,1131,1162,51233
27,502,39-2300,2012,81.0,1,74.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,2,5,3,3,30819,28840,300,-240,26470,437,1647,1710,23213
28,460,17-202,2012,74.0,1,61.0,1,21,6,1,0,0,3,2,2,2,1,1,5,1,10,2,2,4,3,5,3,3,10831,6440,0,16,8320,219,1510,1570,428658
29,5,17-1104,2012,67.0,1,82.0,1,21,6,1,0,0,3,2,2,1,1,1,6,2,17,2,2,2,2,5,3,3,17887,10980,200,-398,13860,143,891,906,42158
30,815,39-2800,2012,39.0,1,45.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,28,1,2,3,2,5,3,3,59,70,0,689,40,0,449,393,890244
31,753,39-2300,2012,350.0,1,414.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,13244,27580,0,-176,21710,0,1282,1309,1024620
32,636,39-5402,2012,81.0,1,83.0,1,21,6,1,0,0,3,1,1,1,1,1,4,2,16,2,2,2,3,5,3,3,13352,7370,400,-521,10220,0,841,840,1182090
33,703,39-3700,2012,27.0,1,17.0,1,21,6,1,0,0,3,2,2,1,1,1,7,2,19,2,1,1,1,4,3,3,3818,4690,200,299,3280,209,59,31,402543
34,122,17-104,2012,241.0,1,462.0,1,21,6,1,0,0,3,2,1,1,1,1,6,1,10,2,2,4,3,5,3,3,8320,8260,0,-836,7650,229,1391,1380,922059
35,191,17-1900,2012,41.0,1,46.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,27,1,1,2,1,4,3,3,377,1960,0,-450,630,191,284,315,239194
36,771,17-2100,2012,92.0,1,94.0,1,21,6,1,0,0,3,1,1,1,1,1,7,2,21,2,1,3,2,4,3,3,8408,7980,0,-189,7750,183,450,491,1217637
37,501,17-3409,2012,160.0,1,104.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,3,2,5,3,3,7472,7540,0,579,11320,289,989,1000,35678
38,552,17-1300,2012,103.0,1,141.0,1,21,5,1,0,0,3,2,2,2,1,1,7,2,21,1,3,2,2,5,3,3,2191,2750,0,-317,3740,501,235,243,62133
39,642,39-2700,2012,65.0,1,93.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,1,2,5,3,3,3865,2470,0,213,1780,240,75,62,124110
40,662,39-1803,2012,388.0,1,279.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,27405,13450,0,217,20280,435,2158,2196,584804
41,830,39-100,2012,25.0,1,62.0,1,21,4,1,0,0,3,2,1,1,1,1,6,1,10,2,2,4,3,5,3,3,19228,21090,200,527,26710,379,1104,1177,1237475
42,492,17-1900,2012,57.0,1,52.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,33445,27390,0,-874,30020,165,1688,1718,494266
43,102,17-104,2012,112.0,1,124.0,1,21,5,1,0,0,3,2,1,1,1,1,6,1,11,2,2,3,2,5,3,3,38527,32630,100,63,31940,76,1507,1550,10783
44,916,17-1104,2012,148.0,1,145.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,12,2,1,2,2,5,3,3,801,3470,0,-550,2190,312,560,547,1210858
45,725,17-1001,2012,74.0,1,88.0,1,21,6,1,0,0,3,1,1,1,1,1,7,2,17,2,1,3,2,5,3,3,9763,10000,100,515,12740,67,899,922,3326
46,685,39-2700,2012,89.0,1,147.0,1,21,6,1,0,0,3,1,1,2,1,1,6,1,13,2,2,3,3,4,3,3,15824,23510,200,-535,19450,281,0,0,251651
47,109,17-104,2012,96.0,1,122.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,34915,37420,0,495,39820,397,1547,1582,91938
48,500,39-2800,2012,41.0,1,45.0,1,21,6,1,0,0,3,2,1,1,1,1,6,3,25,1,2,2,2,4,3,3,26627,19890,0,572,26860,166,0,0,324583
49,107,17-1900,2012,69.0,1,75.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,4,3,3,12962,12120,0,-64,16110,124,1378,1373,32739
50,133,39-3500,2012,76.0,1,124.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,21,1,1,3,2,4,3,3,4989,8680,0,502,9900,418,339,358,622639
51,131,17-202,2012,42.0,1,66.0,1,21,6,1,0,0,3,1,1,1,1,1,7,2,16,2,1,2,2,5,3,3,3563,11030,0,113,7210,26,0,0,463902
52,58,17-1001,2012,81.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,1,4,2,5,3,3,16206,16280,0,-326,8660,501,819,815,59082
53,842,39-1000,2012,626.0,1,379.0,1,21,6,1,0,0,3,2,2,2,1,1,8,2,15,2,2,3,2,5,3,3,17255,20900,0,376,14830,410,669,693,928201
54,659,17-2300,2012,88.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,16,2,2,3,3,4,3,3,17080,24300,0,114,26250,127,0,0,786432
55,532,17-1900,2012,29.0,1,50.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,25,1,1,2,2,5,3,3,525,820,0,-566,1550,65,0,0,1106111
56,694,39-1700,2012,75.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,16,2,3,4,3,5,3,3,16677,23190,0,1007,21450,159,947,976,1208528
57,357,39-1700,2012,64.0,1,72.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,21,1,2,2,2,5,3,3,999,1990,0,333,1810,0,711,725,814908
58,318,17-1001,2012,71.0,1,86.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,4,3,3,205,350,0,114,130,29,0,0,71237
59,185,17-2100,2012,159.0,1,177.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,11,2,2,3,2,5,3,3,6596,6230,0,299,9930,264,712,760,7237
60,632,39-5403,2012,91.0,1,132.0,1,21,5,1,0,0,3,2,1,2,2,1,7,2,17,2,1,2,2,5,2,3,3202,3530,200,409,1840,0,1066,1102,1235689
61,616,39-4105,2012,294.0,1,219.0,1,21,6,1,0,0,3,2,1,2,1,1,7,3,28,1,1,1,1,5,2,3,21347,3690,200,603,5960,501,484,517,763885
62,693,39-2000,2012,150.0,1,105.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,22,1,2,2,2,5,3,3,2388,2960,0,-234,2710,175,20,0,447039
63,931,17-1300,2012,15.0,1,11.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,16,2,2,4,3,5,3,3,13110,15620,0,-292,13400,0,429,443,1049112
64,347,17-900,2012,100.0,1,184.0,1,21,6,1,0,0,3,1,2,2,1,1,7,1,10,2,3,4,3,5,3,3,9308,12620,0,554,13910,89,1345,1402,217288
65,877,39-4000,2012,117.0,1,227.0,1,21,5,1,0,0,3,1,1,1,1,1,6,1,10,2,2,2,2,5,2,3,24237,23250,100,728,20060,501,1635,1632,1078829
66,122,39-300,2012,56.0,1,53.0,1,21,5,1,0,0,3,1,1,1,1,1,6,3,27,1,2,3,2,5,3,3,13724,9570,200,-218,7290,0,0,0,56839
67,214,17-1001,2012,82.0,1,64.0,1,21,5,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,10612,33920,0,613,20880,501,1514,1517,3603
68,402,17-1001,2012,41.0,1,28.0,1,21,5,1,0,0,3,1,2,1,1,1,7,1,10,2,3,4,3,5,3,3,15788,18530,100,-68,19120,0,1227,1255,4309
69,43,17-2601,2012,100.0,1,130.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,12,2,1,4,3,5,3,3,8988,11150,100,-205,7120,177,892,912,304753
70,587,17-3202,2012,34.0,1,28.0,1,21,6,1,0,0,3,2,1,2,1,1,6,2,16,2,1,1,1,4,3,3,7673,4530,0,102,6160,322,0,0,163088
71,979,17-2100,2012,110.0,1,119.0,1,21,6,1,0,0,3,2,1,1,1,1,7,1,10,2,3,4,3,5,3,3,18744,24590,0,-269,16340,140,1180,1199,656791
72,696,17-1602,2012,105.0,1,145.0,1,21,6,1,0,0,3,2,1,1,1,1,4,2,18,2,1,2,2,5,3,3,6556,6080,200,-277,4790,52,0,0,557982
73,390,17-1001,2012,75.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,29,1,1,1,1,4,3,3,2425,2070,300,-445,2360,394,117,144,160877
74,119,17-1001,2012,49.0,1,70.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,21,2,1,1,2,5,3,3,16104,11240,200,368,11720,191,0,0,3056
75,875,17-104,2012,115.0,1,125.0,1,21,6,1,0,0,3,2,1,2,1,1,5,3,30,1,1,1,1,3,3,3,1341,1290,0,805,910,337,0,0,171178
76,607,17-3501,2012,219.0,1,145.0,1,21,6,1,0,1,3,2,2,1,1,1,8,1,10,2,3,4,3,5,3,3,7045,5670,0,203,7430,0,868,897,1179659
77,731,17-2501,2012,71.0,1,65.0,1,21,6,1,0,1,3,2,2,1,1,1,7,3,25,1,1,2,2,5,3,3,5064,5030,0,257,4560,474,307,291,475759
78,972,39-1700,2012,69.0,1,76.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,18,2,2,3,3,4,3,3,6633,14950,0,-832,9060,268,267,225,1149647
79,701,39-3600,2012,85.0,1,84.0,1,21,6,1,0,0,3,2,2,1,1,1,6,3,28,1,1,3,2,4,3,2,1223,50,0,-1212,260,43,0,0,828381
80,400,17-2100,2012,111.0,1,153.0,1,21,6,1,0,0,3,1,1,2,1,1,6,1,10,2,2,3,3,5,3,3,25041,23190,0,-516,22630,238,1033,1069,258490
81,901,39-2300,2012,40.0,1,32.0,1,21,5,1,0,0,3,2,1,2,1,1,5,1,10,2,2,4,3,5,3,3,31058,26930,0,296,28000,274,1119,1169,1222897
82,462,39-906,2012,264.0,1,655.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,26,1,2,3,2,5,3,3,22872,22560,0,218,17560,313,688,683,488023
83,715,17-3106,2012,182.0,1,236.0,1,21,6,1,0,0,3,2,1,1,1,1,6,1,10,2,2,4,3,5,3,3,14501,18840,100,-390,15970,252,1085,1084,544369
84,406,17-2100,2012,62.0,1,70.0,1,21,6,1,0,1,3,1,1,1,1,1,10,3,30,1,1,2,1,4,2,3,47,140,0,363,70,211,0,0,87469
85,836,39-2700,2012,73.0,1,129.0,1,21,6,1,0,0,3,1,2,2,1,1,6,1,10,2,2,4,3,5,3,3,32270,38390,0,-6,40250,381,1502,1558,549440
86,677,17-700,2012,110.0,1,110.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,15,2,2,3,2,4,3,3,18199,8210,100,307,11390,480,446,461,1126663
87,183,17-3501,2012,53.0,1,65.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,2,5,3,3,27315,24500,100,199,23950,397,1630,1666,398225
88,278,39-1700,2012,21.0,1,27.0,1,21,6,1,0,0,3,2,2,1,2,1,7,2,21,2,1,1,1,4,3,3,14371,7600,0,84,9760,0,0,0,725992
89,576,39-2800,2012,496.0,1,655.0,1,21,6,1,0,0,3,2,2,1,1,1,9,2,15,2,2,1,1,5,3,3,2214,1590,200,-35,1370,296,434,476,458867
90,639,39-3700,2012,26.0,1,21.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,33535,29370,0,663,23380,172,1872,1879,372024
91,846,17-1001,2012,39.0,1,38.0,1,21,6,1,0,0,3,2,2,2,1,1,5,2,16,2,2,3,2,5,3,3,14393,11740,200,-526,15350,14,655,654,26771
92,530,39-4105,2012,122.0,1,138.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,2,1,1,4,3,3,214,160,200,-791,170,0,95,26,614648
93,534,17-1205,2012,59.0,1,69.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,24,1,2,2,1,5,3,3,13314,19970,0,115,16770,446,1099,1137,505907
94,943,39-2800,2012,11.0,1,15.0,1,21,6,1,0,0,3,1,1,1,1,1,5,3,30,1,2,2,2,4,3,2,440,140,300,-495,140,0,76,80,1232081
95,516,39-300,2012,74.0,1,115.0,1,21,5,1,0,0,3,2,2,2,1,1,6,1,10,2,2,3,3,5,3,3,1185,720,400,-59,1460,501,1144,1167,455039
96,251,39-100,2012,96.0,1,161.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,3,3,3,5,2,3,15969,26130,100,655,28170,262,920,955,873571
97,547,39-1700,2012,48.0,1,67.0,1,21,6,1,0,0,3,2,1,1,2,1,7,3,27,1,2,2,2,5,3,3,9191,7740,0,-112,4780,12,350,354,574848
98,529,17-1001,2012,148.0,1,272.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,18,2,2,3,2,4,3,3,18041,15280,0,-149,19840,501,494,520,387207
99,310,17-104,2012,38.0,1,38.0,1,21,6,1,0,0,3,1,1,2,1,1,7,2,17,2,2,2,3,4,3,3,1121,2580,0,-71,1640,406,0,0,12868
100,693,17-1104,2012,386.0,1,416.0,1,21,6,1,0,0,3,2,2,2,1,1,5,1,12,2,1,2,2,4,3,3,8816,16000,0,381,12770,286,1290,1260,368824
101,512,17-501,2012,67.0,1,45.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,2,2,4,3,3,14005,7010,0,-58,12890,121,292,290,771183
102,327,39-2700,2012,171.0,1,263.0,1,21,6,1,0,0,3,2,1,1,1,1,6,2,22,2,2,3,3,5,3,3,7119,3200,0,-1260,4320,0,49,13,255442
103,132,17-202,2012,65.0,1,80.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,25766,30710,0,-689,34530,501,1837,1866,362435
104,917,17-401,2012,43.0,1,35.0,1,21,6,1,0,0,3,2,1,1,1,1,6,1,14,2,2,4,3,5,3,3,23875,21040,0,339,19930,211,517,552,1119207
105,333,17-1104,2012,136.0,1,136.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,2,4,3,5,3,3,15377,8730,100,510,9180,437,0,0,25523
106,707,39-2600,2012,35.0,1,34.0,1,21,6,1,0,0,3,2,1,1,1,1,6,2,20,2,1,2,2,4,2,3,1840,1920,300,351,1000,216,614,639,420170
107,650,17-2300,2012,255.0,1,492.0,1,21,5,1,0,0,3,2,2,2,1,1,6,2,19,2,2,2,2,5,3,3,6842,6970,0,-499,8570,423,665,676,785228
108,557,39-4105,2012,149.0,1,216.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,1,2,3,3,5,3,3,270,600,100,188,350,233,392,409,1222136
109,658,17-2000,2012,23.0,1,22.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,11,2,2,4,3,4,3,3,21223,28690,0,833,25220,256,1212,1271,347165
110,445,39-2700,2012,49.0,1,24.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,1,3,2,5,3,3,18500,21060,0,-1,20900,421,691,728,982993
111,769,39-1600,2012,77.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,22,2,1,2,2,5,3,3,1483,4400,0,-191,4920,308,0,0,957555
112,465,39-100,2012,63.0,1,103.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,2,2,4,3,3,3806,3810,0,-571,4640,501,428,446,704002
113,811,39-2300,2012,75.0,1,80.0,1,21,6,1,0,0,3,1,1,2,1,1,5,2,20,1,2,2,1,5,3,3,16850,16400,0,-231,14740,305,1203,1191,1277229
114,642,39-1805,2012,462.0,1,500.0,1,21,6,1,0,0,3,1,2,2,1,1,6,2,21,1,1,1,1,5,3,3,5721,7350,0,-716,7950,384,280,320,895294
115,646,39-2000,2012,81.0,1,105.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,7310,22200,0,-877,18540,151,457,479,351020
116,63,17-1001,2012,56.0,1,64.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,18,1,2,3,3,5,3,3,3505,5380,0,155,5750,158,793,830,356211
117,255,17-2100,2012,125.0,1,267.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,25,1,1,2,1,5,3,3,5435,10120,0,-749,8240,146,686,709,339379
118,406,17-1001,2012,75.0,1,97.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,2,3,16477,27300,100,61,23960,348,1712,1755,295626
119,98,17-2200,2012,144.0,1,198.0,1,21,6,1,0,0,3,2,1,1,1,1,7,1,10,2,2,3,3,4,3,3,2155,3460,0,-410,2220,121,369,353,777287
120,186,17-202,2012,4.0,1,8.0,1,21,6,1,0,0,3,2,2,2,2,1,6,2,20,1,2,3,2,5,3,3,10626,1150,200,-516,820,363,305,344,326107
121,304,39-1803,2012,574.0,1,655.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,19,1,1,1,2,5,3,3,1890,7350,0,-964,9280,263,1136,1165,987638
122,579,17-104,2012,286.0,1,250.0,1,21,5,1,0,0,3,1,1,1,1,1,6,1,10,2,1,3,2,5,3,3,46647,35650,100,-9,43470,69,839,862,30229
123,442,17-1204,2012,119.0,1,142.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,11,2,2,4,3,5,3,3,36601,34370,300,1079,33770,479,774,767,151831
124,564,17-1001,2012,113.0,1,104.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,13,2,2,4,3,5,3,3,13406,7160,0,-295,10670,317,1637,1656,801772
125,505,39-4000,2012,3.0,1,5.0,1,21,6,1,0,0,3,2,2,2,1,1,5,2,21,1,2,4,3,5,3,3,5426,4860,0,-287,6140,43,320,334,175105
126,68,17-3308,2012,80.0,1,86.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,27,1,1,3,2,4,3,3,14315,14070,0,762,9840,321,99,95,126936
127,687,17-1300,2012,128.0,1,171.0,1,21,5,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,4,3,3,21803,31620,0,72,33700,372,1173,1221,788198
128,875,39-2300,2012,72.0,1,84.0,1,21,6,1,0,0,3,2,1,2,2,1,6,2,22,2,1,3,3,4,3,3,262,2020,0,-125,1120,129,21,23,1197248
129,77,17-2200,2012,68.0,1,120.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,21,2,2,3,3,4,3,3,8266,8620,0,298,9530,0,4,0,253650
130,814,39-2200,2012,626.0,1,554.0,1,21,6,1,0,0,3,2,2,2,1,1,5,1,10,2,2,3,3,4,3,3,32231,36810,0,213,35560,264,1063,1099,1262283
131,739,39-300,2012,79.0,1,118.0,1,21,5,1,0,1,3,2,2,2,1,1,8,2,23,1,1,2,1,4,3,3,7071,10920,0,251,11830,96,416,461,1039689
132,549,17-2100,2012,335.0,1,354.0,1,21,6,1,0,0,3,2,2,1,1,1,7,2,23,1,2,3,2,5,3,3,508,1960,0,-857,1230,0,585,577,693349
133,152,17-3501,2012,163.0,1,459.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,4,3,3,21809,21890,0,587,22730,501,929,998,841833
134,436,39-2900,2012,74.0,1,88.0,1,21,5,1,0,0,3,1,1,1,1,1,6,2,18,2,2,3,2,4,3,3,1389,1000,100,-72,900,501,779,787,500179
135,286,39-2700,2012,47.0,1,31.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,19,2,1,1,2,4,3,3,2477,6190,0,-491,6550,297,0,0,69651
136,28,39-3700,2012,7.0,1,13.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,3,2,5,3,3,691,490,100,-468,920,0,0,0,937694
137,825,17-105,2012,75.0,1,65.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,19,2,1,2,2,5,3,3,1979,580,0,194,1260,445,951,958,692170
138,983,17-2100,2012,88.0,1,114.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,18,2,2,4,3,5,3,3,4989,10810,100,-442,8430,0,427,402,1162664
139,360,39-2700,2012,60.0,1,47.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,25,1,2,4,3,5,3,3,7223,3920,100,913,8640,0,147,174,118101
140,697,17-2601,2012,37.0,1,37.0,1,21,6,1,0,0,3,2,2,2,1,1,4,2,23,1,2,2,2,5,3,3,3870,4630,0,-46,2870,352,199,208,22754
141,560,17-1900,2012,116.0,1,269.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,15,2,2,4,3,5,3,3,37888,36540,100,337,36430,441,237,272,1147024
142,90,17-202,2012,204.0,1,347.0,1,21,5,1,0,0,3,2,1,1,1,1,7,2,24,1,1,2,1,5,3,3,2938,1330,0,96,1010,0,255,267,42134
143,903,39-2300,2012,44.0,1,69.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,11,2,2,4,3,4,3,3,6683,6850,0,-292,8780,135,700,708,781724
144,794,39-2300,2012,80.0,1,83.0,1,21,6,1,0,0,3,2,1,1,1,1,7,2,21,1,2,4,3,5,3,3,5715,6730,100,132,7580,175,523,536,1227764
145,170,17-1104,2012,82.0,1,91.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,13,2,2,4,2,5,3,3,11491,19730,0,442,17510,75,1797,1805,456366
146,201,17-2000,2012,112.0,1,165.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,21,1,1,2,2,5,3,3,6969,6780,0,76,5960,145,0,0,946709
147,430,39-4105,2012,21.0,1,30.0,1,21,6,1,0,0,3,2,1,1,1,1,6,1,10,2,2,3,3,5,3,3,5037,7030,0,63,7040,166,719,788,382410
148,992,17-600,2012,76.0,1,76.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,14,2,2,3,2,4,3,3,16622,14770,200,-15,14830,501,1090,1110,662254
149,90,17-2000,2012,44.0,1,60.0,1,21,6,1,0,0,3,1,1,1,1,1,4,2,22,1,2,3,2,4,3,3,10211,5360,0,-193,7660,137,380,424,892503
150,909,17-1001,2012,77.0,1,252.0,1,21,5,1,0,0,3,2,2,2,1,1,7,3,28,1,2,3,2,5,3,3,7407,7470,0,200,8850,0,45,33,383821
151,893,17-501,2012,65.0,1,97.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,15,2,1,3,2,5,3,3,12304,14210,200,-320,13620,237,490,505,642978
