,sex,sat_v,sat_m,hs_gpa,fy_gpa
130,1,46,56,3.14,2.88
131,1,50,57,3.67,2.76
132,1,43,56,3.18,2.3
133,2,38,60,3.54,3.84
134,2,60,49,3.08,2.27
135,2,39,58,3.33,3.22
136,1,56,65,3.88,2.03
137,1,33,57,3.29,3.47
138,2,58,49,3.56,3.23
139,1,44,58,3.82,3.93
140,1,64,60,2.95,1.92
141,2,49,53,4.04,2.81
142,2,35,51,3.61,3.24
143,2,63,57,3.52,1.82
144,1,37,37,2.41,2.27
145,1,49,54,3.83,1.78
146,1,65,65,3.57,2.68
147,2,50,44,3.58,2.56
148,1,46,62,3.47,3.34
149,1,52,58,2.65,3.35
150,1,61,61,3.31,3.96
151,1,45,58,3.47,3.48
152,2,54,54,3.75,1.88
153,1,66,68,3.86,3.35
154,2,58,51,3.99,3.57
155,1,36,46,3.68,2.96
156,1,53,55,3.39,2.62
157,1,44,50,3.1,1.99
158,2,53,60,2.71,3.23
159,1,56,54,2.91,3.59
160,1,35,45,2.8,1.61
161,1,57,43,3.11,1.9
162,1,45,55,2.47,2.75
163,1,43,43,2.85,2.59
164,1,51,66,2.47,3.59
165,2,58,55,3.82,3.09
166,1,49,52,3.14,2.82
167,1,35,49,3.52,2.75
168,2,47,47,3.07,1.7
169,1,56,52,3.09,2.92
170,1,39,50,3.51,2.49
171,2,40,58,3.22,3.96
172,1,48,59,3.39,2.19
173,1,57,61,4.03,3.48
174,2,62,59,2.84,2.42
175,2,57,61,3.68,3.4
176,1,56,55,2.75,2.48
177,1,44,62,3.74,3.58
178,2,60,55,3.19,3.27
179,2,47,58,3.67,2.95
180,1,40,41,3.51,3.49
181,2,62,48,3.08,2.75
182,1,37,39,3.05,3.2
183,1,50,51,4.02,3.01
184,1,40,47,2.27,2.31
185,1,50,65,3.52,3.92
186,1,52,58,3.25,3.57
187,2,43,51,3.9,3.52
188,2,56,50,3.76,2.3
189,2,44,56,3.21,1.82
190,2,38,52,3.79,2.11
191,2,38,55,3.63,1.83
192,1,55,75,3.7,2.41
193,2,48,48,3.48,2.92
194,1,62,57,2.65,3.42
195,1,43,50,2.99,3.67
196,2,37,46,2.84,2.82
197,1,55,47,3.82,3.28
198,1,53,40,2.61,2.32
199,1,44,57,3.23,2.89
200,2,57,47,3.89,3.25
201,1,41,60,3.34,1.23
202,2,54,49,3.55,2.66
203,2,35,49,3.69,3.01
204,1,47,61,3.81,3.78
205,1,64,52,3.05,2.38
206,1,59,60,2.59,2.31
207,2,66,58,3.52,3.63
208,2,43,53,3.96,3.09
209,1,41,62,3.77,2.43
210,1,38,48,3.47,1.83
211,1,38,63,4.03,2.92
212,2,52,41,2.8,3.28
213,1,57,60,3.29,2.13
214,1,37,62,3.46,3.78
215,1,44,47,3.68,2.49
216,2,41,57,4.11,2.92
217,2,54,58,3.0,2.66
218,1,64,54,3.62,2.06
219,2,62,57,3.73,4.0
220,2,51,51,2.88,1.9
221,1,41,48,2.53,1.94
222,1,58,55,3.13,3.33
223,1,44,55,2.9,2.83
224,1,47,61,4.12,3.64
225,2,50,61,3.02,2.44
226,1,48,53,3.59,0.78
227,1,41,64,3.44,2.55
228,2,52,48,2.92,2.56
229,2,49,46,3.72,2.47
230,2,49,50,4.09,2.84
231,1,54,59,3.27,2.33
232,1,46,57,3.74,3.43
233,1,55,60,2.77,3.84
234,1,62,45,3.89,2.93
235,2,38,53,3.96,3.64
236,1,53,53,3.74,2.23
237,1,57,48,3.11,3.57
238,1,45,54,3.14,3.04
239,1,35,61,4.02,2.54
240,2,35,49,3.48,3.13
241,2,49,56,3.44,2.54
242,1,55,62,4.19,3.85
243,2,54,60,2.72,1.66
244,1,54,66,3.14,3.14
245,2,53,49,3.24,3.5
246,1,61,57,2.91,3.7
247,2,62,56,3.88,3.06
248,2,46,62,3.56,3.3
249,2,56,42,3.66,2.48
250,2,42,62,2.71,2.59
251,2,43,66,2.92,2.75
252,2,40,55,3.22,2.28
253,1,66,58,3.3,2.64
254,2,54,34,3.33,2.7
255,1,53,50,3.39,3.28
256,2,42,50,3.32,2.38
257,1,57,51,4.1,3.54
258,2,34,56,3.43,2.76
259,1,62,52,3.65,3.86
260,2,41,56,3.69,3.07
261,1,52,54,3.89,3.66
262,2,55,58,3.52,2.86
263,1,48,55,2.76,1.61
264,1,65,46,3.6,2.85
265,1,61,60,3.44,3.15
266,1,56,53,3.93,2.02
267,1,45,63,3.73,3.26
268,2,45,63,3.67,3.9
269,1,57,46,3.68,3.66
270,1,30,49,3.54,3.18
271,2,47,54,3.69,3.24
272,2,67,66,2.85,3.94
273,1,50,59,3.46,3.01
274,1,48,56,3.25,2.51
275,1,44,54,3.53,3.08
276,1,48,53,3.77,2.22
277,1,65,56,3.31,3.02
278,1,43,59,3.32,2.95
279,1,51,60,3.79,1.82
280,2,33,60,3.42,3.47
281,2,55,59,3.47,2.52
282,1,62,59,3.76,3.71
283,1,64,65,3.86,3.27
284,1,32,57,3.61,2.79
285,2,42,49,2.89,2.38
286,1,34,45,3.41,2.45
287,1,52,60,3.97,3.94
288,2,32,38,2.08,2.81
289,1,40,57,3.76,2.16
290,1,52,58,2.44,3.1
291,1,50,54,3.21,3.34
292,1,41,62,3.14,3.27
293,1,53,44,2.56,2.78
294,2,36,52,3.3,3.09
295,1,42,62,3.73,2.34
296,2,35,54,3.64,2.83
297,2,66,48,2.3,3.47
298,2,40,49,3.33,1.73
299,1,51,61,4.01,3.95
300,1,51,60,4.08,3.73
301,1,40,55,3.63,3.54
302,2,57,52,4.1,3.92
303,1,55,49,2.69,2.89
304,1,50,51,2.58,2.36
305,1,40,59,3.99,2.95
306,1,57,64,2.96,3.33
307,1,44,47,3.74,3.0
308,2,36,57,2.57,2.51
309,1,50,37,2.51,2.49
310,1,53,43,3.41,3.04
311,1,58,56,2.77,3.16
312,1,67,56,3.42,3.65
313,1,51,60,3.31,2.17
314,2,61,54,4.21,3.15
315,1,60,57,3.97,2.95
316,2,42,50,3.68,2.47
317,1,36,60,3.06,2.95
318,1,46,54,3.6,3.07
319,1,44,54,3.6,2.84
320,1,49,59,3.7,3.01
321,1,53,61,3.38,3.16
322,1,51,51,3.51,3.39
323,2,51,63,3.68,4.0
324,2,49,41,2.39,3.25
325,2,57,52,3.41,2.98
326,1,65,56,3.83,2.24
327,1,54,47,2.94,2.13
328,1,40,65,2.7,2.89
329,2,45,62,3.52,2.28
330,1,28,49,3.11,3.36
331,1,49,59,3.05,2.91
332,1,37,52,3.71,1.53
333,1,63,54,2.94,3.64
334,2,41,47,2.53,2.51
335,2,71,61,3.85,3.38
336,2,37,46,3.18,2.37
337,1,45,53,3.52,3.34
338,2,44,51,3.14,3.37
339,1,48,66,3.66,2.73
340,1,61,58,3.6,2.8
341,1,39,58,3.78,3.36
342,1,61,65,4.1,3.46
343,1,46,60,3.89,1.71
344,2,59,59,3.82,3.44
345,2,60,31,3.22,2.95
346,2,40,67,3.94,3.01
347,2,62,56,3.55,2.32
348,2,50,49,3.27,3.48
349,1,33,52,3.23,3.01
350,2,60,63,3.29,3.66
351,1,38,35,3.57,2.38
352,1,34,53,3.7,1.93
353,1,28,49,2.87,1.7
354,1,58,55,3.0,2.82
355,2,47,39,3.04,2.68
356,1,38,40,2.76,2.56
357,2,56,55,3.52,3.18
358,1,53,56,3.38,2.66
359,1,51,54,3.42,2.09
360,1,55,60,2.94,3.02
361,1,55,54,3.8,2.23
362,1,55,54,2.78,3.4
363,1,49,53,3.54,2.76
364,1,71,47,3.01,3.73
365,1,55,57,3.41,3.26
366,1,38,55,3.35,1.9
367,2,44,58,3.6,3.03
368,1,43,49,3.74,2.42
369,1,55,55,3.43,3.21
370,1,30,44,2.7,2.82
371,2,45,47,3.36,2.88
372,2,46,53,2.73,2.18
373,1,39,51,2.58,2.23
374,1,51,51,2.63,2.52
375,1,49,47,2.84,3.24
376,2,55,55,3.89,2.8
377,1,50,54,3.45,2.35
378,1,38,56,2.74,2.83
379,1,59,55,3.85,3.77
380,1,42,59,3.18,3.22
381,1,59,56,2.53,3.82
382,1,58,58,3.91,2.41
383,2,61,62,3.97,3.52
384,1,57,52,3.3,3.77
385,1,40,49,3.15,2.07
386,1,48,63,3.57,3.13
387,1,58,54,3.14,2.11
388,1,70,51,3.8,2.77
389,1,41,59,3.88,2.83
390,1,59,53,3.19,3.16
391,2,53,59,3.55,2.26
392,2,52,50,3.05,2.23
393,1,42,64,3.46,3.51
394,1,49,52,3.5,2.06
395,1,55,52,3.73,3.76
396,1,57,49,3.23,2.42
397,1,50,59,2.81,3.19
398,1,45,52,3.25,2.74
399,1,48,60,3.58,2.07
400,1,57,61,4.17,4.0
401,2,47,47,3.73,4.0
402,1,40,59,3.54,2.64
403,2,36,54,3.34,2.61
404,1,63,63,2.78,3.35
405,2,50,55,3.39,1.83
406,1,44,61,2.93,2.48
407,1,60,54,3.82,2.89
408,2,48,49,3.24,2.76
409,2,57,63,3.86,3.02
410,1,54,57,4.12,2.98
411,1,46,63,4.09,2.97
412,2,44,46,2.79,1.92
413,1,47,37,3.19,3.13
414,2,51,62,2.94,2.66
415,1,65,44,3.07,2.41
416,2,45,56,3.89,3.12
417,1,36,45,3.95,3.92
418,2,44,49,2.82,3.06
419,1,53,60,3.42,2.43
420,1,37,55,3.3,2.86
421,1,35,60,3.17,3.08
422,1,48,63,4.13,1.66
423,2,43,49,4.03,2.28
424,1,52,61,2.78,2.37
425,1,48,65,3.06,3.07
426,1,39,54,3.36,1.97
427,1,48,59,3.89,3.35
428,1,50,47,3.16,3.35
429,2,33,59,2.73,2.17
430,1,46,55,3.09,1.72
431,2,41,46,2.5,2.62
432,1,58,58,4.12,2.96
433,2,52,51,3.34,1.66
434,1,56,54,3.68,3.28
435,2,55,66,3.65,3.11
436,1,54,53,3.18,1.92
437,2,44,50,2.92,3.37
438,2,48,59,3.4,2.95
439,2,55,60,3.09,1.96
440,2,65,63,3.14,2.49
441,2,55,50,2.59,2.65
442,1,52,62,3.63,3.22
443,2,52,45,3.85,2.91
444,2,54,56,3.62,2.67
445,1,36,52,3.49,3.53
446,2,44,48,3.4,3.45
447,1,51,61,3.02,2.34
448,2,46,49,3.33,3.04
449,1,59,64,2.95,3.3
450,2,45,61,2.9,3.12
451,2,63,47,3.4,2.91
452,1,45,59,3.09,3.83
453,1,50,56,3.49,3.6
454,1,39,58,3.44,2.86
455,2,47,56,2.88,3.1
456,2,55,53,3.76,3.2
457,1,61,50,2.87,1.44
458,2,53,49,3.89,3.3
459,1,37,58,2.97,2.67
460,1,38,54,2.63,1.97
461,1,48,53,4.05,2.96
462,2,66,65,2.98,3.77
463,2,46,60,4.02,3.77
464,2,55,59,2.94,3.23
465,1,62,60,2.77,3.01
466,2,45,46,3.87,3.3
467,1,53,73,3.45,3.36
468,1,44,46,3.43,1.9
469,2,46,61,3.13,3.36
470,2,47,54,2.59,3.22
471,1,55,54,2.95,2.35
472,1,60,54,3.69,3.39
473,1,51,54,2.65,3.35
474,2,54,49,3.18,3.45
475,1,49,55,3.36,2.71
476,1,51,56,2.54,1.62
477,2,43,48,3.45,3.22
478,1,53,64,3.28,2.11
479,1,55,62,2.76,1.84
480,2,32,56,4.03,3.48
481,2,56,53,3.29,2.83
482,2,45,57,3.41,1.7
483,1,36,63,3.09,2.82
484,1,52,45,3.2,3.17
485,2,56,51,3.42,3.68
486,1,51,52,3.12,3.04
487,2,49,51,3.06,3.56
488,2,53,54,3.29,2.87
489,1,45,43,3.08,2.83
490,1,44,65,2.38,2.67
491,1,46,56,3.81,3.97
492,1,72,62,2.73,4.0
493,2,31,49,2.28,2.7
494,1,31,52,3.7,1.68
495,1,60,61,3.91,3.03
496,1,65,69,3.94,3.77
497,1,51,54,4.01,2.06
498,2,54,66,3.45,3.35
499,1,58,46,2.73,2.94
500,1,35,55,3.63,2.5
501,1,39,49,2.5,2.05
502,1,52,47,2.92,3.71
503,1,53,47,3.6,2.22
504,1,51,63,3.78,2.88
505,1,55,53,3.46,3.46
506,1,51,51,3.73,1.78
507,1,67,68,3.91,3.94
508,1,52,55,3.75,2.0
509,1,59,56,4.03,3.9
510,1,40,54,3.92,2.3
511,1,36,57,3.94,2.1
512,2,47,45,3.31,3.1
513,2,46,52,3.54,2.05
514,1,43,49,2.72,2.61
515,2,53,58,3.24,1.79
516,1,54,59,3.4,2.84
517,1,58,52,3.86,1.65
518,1,57,63,2.73,2.11
519,1,58,57,2.78,3.82
520,1,44,60,2.84,2.67
521,2,58,43,3.87,2.93
522,2,55,54,3.15,1.18
523,2,34,52,2.87,2.59
524,1,62,46,3.27,3.45
525,2,47,50,3.3,1.7
526,1,41,63,3.59,3.32
527,2,45,31,3.22,3.52
528,1,63,53,3.4,2.68
529,1,59,68,3.96,3.82
530,1,55,43,3.23,3.06
531,2,42,48,3.97,2.37
532,1,39,56,3.16,2.5
533,1,43,55,3.64,2.24
534,1,53,46,3.19,2.63
535,1,53,57,3.7,2.84
536,1,40,59,3.41,3.36
537,1,50,60,3.72,3.54
538,2,56,57,3.35,3.07
539,2,64,59,3.19,3.52
540,2,48,35,3.87,2.6
541,1,54,53,4.1,3.37
542,2,42,65,3.78,2.87
543,1,44,47,3.89,3.51
544,2,59,56,3.01,3.7
545,1,51,45,3.52,3.2
546,1,28,43,3.28,2.58
547,1,46,46,3.58,2.98
548,1,42,51,3.1,2.09
549,1,58,64,3.95,2.86
550,2,37,60,3.92,3.28
551,1,40,55,3.88,2.88
552,2,61,58,3.43,3.61
553,2,38,57,3.92,2.87
554,2,61,58,3.59,3.64
555,1,49,52,3.69,1.1
556,1,60,52,3.5,2.25
557,1,44,53,2.56,3.44
558,1,57,51,3.58,3.85
559,1,57,62,3.99,3.54
560,2,58,41,3.2,2.62
561,1,45,59,3.56,3.62
562,1,49,63,2.96,3.05
563,2,70,56,2.93,3.41
564,2,59,55,3.37,3.29
565,1,50,67,3.65,2.45
566,1,40,50,4.09,2.46
567,1,64,52,3.77,2.44
568,1,46,53,3.11,1.73
569,1,44,61,3.44,3.48
570,2,60,51,3.3,2.42
571,2,38,56,3.64,2.99
572,1,45,62,2.85,2.76
573,2,67,49,3.37,3.61
574,2,49,55,2.92,3.37
575,2,46,45,3.17,2.25
576,2,48,55,3.1,2.72
577,1,53,53,2.52,3.12
578,1,42,55,3.19,1.74
579,2,46,50,3.85,3.03
580,1,56,49,3.8,2.69
581,1,44,47,2.99,3.11
582,2,59,52,3.71,2.49
583,2,53,51,2.43,1.28
584,2,55,52,4.07,3.6
585,1,46,58,3.6,3.12
586,1,51,63,3.25,3.38
587,2,42,51,3.77,3.17
588,2,59,55,2.87,2.91
589,1,51,59,3.78,3.45
590,1,45,54,3.61,2.12
591,2,54,46,3.66,4.0
592,2,61,53,3.25,2.5
593,1,53,58,2.86,2.69
594,2,49,51,3.47,2.46
595,1,46,58,3.3,3.26
596,1,47,57,3.53,3.01
597,1,49,59,3.04,2.78
598,1,38,44,2.95,2.01
599,2,37,64,4.01,3.65
600,1,48,56,3.67,3.21
601,1,43,49,2.84,2.26
602,1,42,40,3.66,2.39
603,1,43,60,3.22,2.34
604,1,49,51,3.46,2.37
605,1,59,62,3.8,2.9
606,1,57,54,2.7,2.92
607,1,59,57,3.01,3.59
608,1,51,60,3.31,2.25
609,1,59,55,3.67,3.11
610,1,39,52,3.82,2.3
611,1,66,47,3.15,2.71
612,2,69,50,3.8,2.44
613,2,59,46,3.78,3.4
614,1,42,59,2.99,2.76
615,2,42,65,3.47,2.8
616,1,45,54,3.65,2.99
617,1,45,48,3.96,2.65
618,1,37,58,3.76,3.47
619,1,50,46,3.88,3.39
620,2,63,57,3.41,2.87
621,2,45,66,3.56,3.66
622,2,39,48,3.73,2.29
623,2,52,46,3.55,2.97
624,1,49,54,3.69,3.16
625,1,47,44,2.9,2.94
626,1,59,50,3.57,1.99
627,1,46,40,3.34,1.93
628,2,66,56,3.84,2.0
629,1,49,51,3.48,2.48
630,1,42,56,3.36,2.88
631,1,62,62,3.9,2.8
632,1,38,61,3.81,3.31
633,2,48,55,3.22,3.01
634,1,56,41,3.65,2.18
635,1,44,51,3.94,3.54
636,2,50,51,3.14,2.5
637,2,51,64,3.62,2.57
638,1,31,55,3.17,3.55
639,1,49,64,3.84,3.23
640,1,49,57,3.8,3.88
641,1,62,62,3.38,2.42
642,1,65,57,2.97,2.37
643,1,48,57,2.88,3.28
644,1,50,65,2.7,3.53
645,1,54,53,4.07,3.11
646,1,49,67,3.72,3.37
647,1,51,54,3.19,2.09
648,2,47,46,3.12,3.13
649,1,60,48,4.14,2.17
650,1,40,50,3.1,2.97
651,1,43,59,2.96,4.0
652,1,58,67,3.7,3.62
653,1,50,48,2.91,2.23
654,2,58,62,3.89,3.19
655,1,36,52,3.65,3.56
656,1,33,52,2.99,1.79
657,1,60,59,3.83,3.27
658,1,51,56,3.43,3.8
659,2,55,55,3.44,3.05
660,2,42,49,3.6,3.14
661,1,51,59,3.55,3.44
662,1,41,32,3.65,2.95
663,2,42,63,3.69,3.07
664,1,44,60,3.29,2.13
665,1,43,58,2.9,1.19
666,2,31,50,3.67,2.38
667,1,57,53,3.41,2.95
668,2,45,48,3.74,2.55
669,1,59,53,3.11,2.32
670,2,57,42,3.68,2.76
671,2,46,54,3.45,3.42
672,1,59,58,2.75,3.24
673,1,59,47,2.81,1.77
674,1,60,54,3.42,2.79
675,2,53,60,3.94,2.4
676,1,55,61,4.15,2.84
677,1,34,57,3.57,1.88
678,2,42,51,3.15,3.72
679,1,50,66,3.44,3.78
680,1,55,57,2.97,2.53
681,1,46,65,4.09,2.52
682,1,44,61,4.06,3.86
683,2,36,58,3.17,2.51
684,2,54,36,3.41,2.39
685,2,62,53,3.43,2.63
686,1,44,44,2.95,1.52
687,1,65,58,3.16,3.99
688,1,56,42,3.63,3.07
689,1,58,48,3.95,2.75
690,2,57,57,2.8,3.78
691,2,38,47,3.42,3.63
692,1,62,61,2.77,2.33
693,2,59,62,3.54,3.32
694,1,48,60,3.66,3.41
695,1,51,57,3.56,2.3
696,1,55,64,3.36,1.28
697,1,49,52,2.7,2.93
698,1,49,68,2.96,2.57
699,1,66,70,3.72,3.53
700,2,62,67,3.09,3.81
701,1,41,48,3.27,3.7
702,1,59,51,3.31,2.66
703,1,37,44,3.28,2.88
704,1,58,54,3.67,3.38
705,2,45,52,3.47,2.31
706,1,41,59,3.73,4.0
707,2,49,50,3.94,3.5
708,2,43,63,2.85,2.29
709,1,50,50,3.62,2.99
710,1,56,53,3.42,3.45
711,2,43,54,3.49,1.81
712,1,62,50,2.46,2.56
713,2,58,37,2.88,2.61
714,2,53,57,3.25,2.11
715,1,50,60,3.25,3.41
716,2,44,55,3.75,0.64
717,1,58,55,3.2,3.34
718,2,46,54,2.97,3.23
719,1,52,43,4.05,2.6
720,1,56,51,3.18,3.94
721,1,44,61,3.56,3.81
722,2,43,49,2.92,3.42
723,1,48,45,3.5,2.44
724,2,47,46,4.0,2.05
725,1,47,65,3.19,3.05
726,1,54,57,3.25,1.74
727,1,47,49,3.68,3.39
728,1,60,59,3.99,3.18
729,1,58,66,3.77,4.0
730,1,39,48,2.78,3.02
731,2,38,50,2.95,2.9
732,1,45,60,3.61,2.32
733,2,55,49,3.62,2.42
734,1,50,52,3.75,2.95
735,1,48,62,3.14,3.19
736,1,33,52,3.39,2.71
737,1,59,50,3.24,3.77
738,2,47,56,3.35,2.36
739,1,56,57,3.25,2.89
740,1,39,63,2.55,3.22
741,1,50,46,3.65,1.87
742,1,54,54,3.25,2.7
743,2,54,70,3.9,3.22
744,1,66,52,3.62,3.12
745,1,50,66,3.65,4.0
746,1,42,52,2.74,1.84
747,2,46,51,2.49,3.0
748,1,65,36,3.16,2.88
749,2,40,56,3.55,2.9
750,1,56,60,3.56,3.41
751,2,48,52,3.81,1.86
752,2,44,48,4.01,2.76
753,2,42,61,4.11,3.27
754,1,59,56,3.56,2.3
755,1,45,54,3.85,2.5
756,1,57,54,2.85,1.66
757,2,57,62,3.63,3.35
758,2,56,68,2.71,3.03
759,1,51,64,3.69,2.78
760,1,54,62,3.21,2.21
761,2,48,64,3.8,3.91
762,2,59,55,3.22,4.0
763,2,36,54,3.29,2.8
764,2,65,58,3.78,3.25
765,1,37,47,3.14,1.93
766,1,64,69,4.18,3.65
767,1,41,53,3.4,2.85
768,1,43,66,2.51,3.46
769,1,35,54,3.53,2.81
770,1,46,61,3.83,2.75
771,1,48,56,3.22,3.05
772,2,57,44,3.01,2.92
773,2,37,50,2.65,3.25
774,2,34,45,4.02,3.24
775,1,39,49,3.48,2.58
776,2,45,51,3.09,3.39
777,1,46,56,4.05,3.01
778,1,49,61,3.9,3.5
779,2,68,56,3.21,2.97
780,2,49,57,3.69,3.28
781,2,46,46,3.24,2.86
782,1,36,60,2.53,2.72
783,1,41,51,3.87,3.32
784,1,47,52,3.68,3.6
785,1,43,57,3.64,2.7
786,1,49,58,2.86,2.61
787,2,38,42,3.48,2.07
788,2,50,54,3.64,3.38
789,1,39,64,4.05,2.99
790,1,66,65,3.24,3.49
791,1,49,48,3.26,1.66
792,2,38,51,2.56,3.45
793,2,62,54,3.57,2.89
794,2,50,60,4.01,2.9
795,1,55,44,3.5,2.38
796,1,52,60,2.76,3.43
797,2,40,55,3.78,2.98
798,1,52,57,4.07,2.52
799,2,39,46,3.01,2.35
800,1,61,71,3.83,3.67
801,1,46,60,3.61,2.91
802,1,53,59,3.69,1.91
803,1,51,62,2.98,2.42
804,2,65,50,2.53,2.79
805,2,34,53,2.66,3.07
806,1,30,48,3.18,3.5
807,1,44,55,3.57,3.26
808,2,48,55,4.09,2.65
809,1,47,52,3.7,3.83
810,2,39,61,4.1,3.62
811,2,53,49,3.77,3.25
812,1,49,61,3.66,3.26
813,1,58,65,3.91,2.85
814,2,39,49,3.47,1.79
815,1,39,54,3.79,2.37
816,1,28,42,3.51,3.22
817,2,46,45,3.79,2.4
818,2,68,51,3.23,3.44
819,2,58,33,3.42,3.72
820,2,67,59,3.34,3.64
821,1,51,56,3.65,4.0
822,1,49,55,3.29,3.12
823,2,64,62,3.21,2.25
824,1,53,56,3.57,3.33
825,1,41,52,3.26,1.66
826,1,59,62,3.17,3.44
827,1,38,64,2.76,3.12
828,2,54,55,3.82,2.95
829,1,61,55,3.12,2.95
830,2,47,54,3.24,1.56
831,1,65,61,3.9,3.74
832,2,36,49,3.93,2.93
833,1,69,63,3.93,2.49
834,2,43,43,3.32,2.11
835,1,57,58,2.63,3.97
836,1,47,53,3.82,2.9
837,1,61,60,3.13,1.07
838,2,63,56,3.56,2.08
839,1,50,52,3.36,2.81
840,1,39,54,2.88,2.3
841,1,42,56,3.11,2.18
842,1,56,49,3.62,2.56
843,2,45,38,3.61,1.76
844,1,53,53,3.49,3.84
845,2,46,47,2.64,2.71
846,1,50,64,3.01,2.62
847,2,54,49,3.33,2.88
848,1,55,56,3.63,2.67
849,1,48,51,3.38,3.25
850,1,38,53,2.5,3.27
851,2,59,47,3.41,2.59
852,1,54,56,3.27,2.85
853,1,57,47,3.76,3.22
854,2,66,53,3.02,2.59
855,1,49,55,3.78,3.4
856,2,62,56,3.7,3.34
857,1,58,66,4.06,3.47
858,1,54,40,3.9,3.73
859,1,43,53,2.76,2.98
860,1,47,59,2.98,1.93
861,1,66,57,3.17,3.34
862,2,38,47,2.55,1.97
863,1,39,55,3.63,2.12
864,1,38,58,2.5,3.0
865,1,46,64,2.94,1.52
866,1,43,57,3.5,1.74
867,2,57,56,2.86,2.91
868,1,49,61,2.85,4.0
869,2,44,51,2.48,1.89
870,1,55,61,3.78,3.55
