,sex,sat_v,sat_m,hs_gpa,fy_gpa
108,1,30,59,3.61,2.49
109,1,57,67,3.76,3.74
110,1,43,68,3.69,2.33
111,1,67,67,2.76,1.35
112,1,61,72,3.79,2.39
113,1,51,71,3.74,3.22
114,1,48,57,3.78,3.49
115,1,58,72,3.72,2.62
116,1,39,47,3.4,2.31
117,1,36,50,2.64,2.29
118,2,35,60,1.92,2.66
119,1,38,54,2.61,2.29
120,1,64,70,3.76,3.25
121,1,54,51,2.84,3.29
122,1,58,68,2.69,2.45
123,1,46,62,2.82,2.68
124,1,55,49,2.9,2.07
125,1,37,56,3.1,2.63
126,1,36,61,2.42,2.65
127,1,40,44,2.44,1.35
128,1,44,65,3.8,2.11
129,1,60,59,3.05,3.57
130,1,57,60,2.99,2.28
131,2,33,41,2.78,2.62
132,1,44,59,3.66,2.7
133,1,49,57,2.35,2.75
134,1,40,65,3.8,1.85
135,1,49,49,2.94,2.52
136,1,43,58,3.47,2.21
137,1,43,33,2.37,0.75
138,1,62,58,3.64,2.73
139,1,47,54,2.41,2.07
140,1,67,65,2.34,2.32
141,1,41,41,2.84,2.21
142,1,44,60,3.92,2.65
143,1,47,59,2.79,2.19
144,2,42,61,3.73,3.17
145,1,36,45,2.56,2.86
146,1,41,36,2.61,2.41
147,1,53,58,2.91,2.36
148,1,33,58,2.57,2.82
149,1,45,36,2.87,1.73
150,1,51,74,3.76,3.39
151,1,46,45,2.17,2.14
152,1,36,35,1.98,2.18
153,1,43,57,2.78,1.34
154,1,46,59,3.33,3.55
155,1,40,59,2.39,0.96
156,1,55,53,2.95,1.85
157,1,41,62,3.98,3.16
158,1,60,64,3.0,1.57
159,1,59,67,3.67,3.0
160,1,35,53,2.68,1.9
161,1,44,68,3.83,2.43
162,1,58,66,2.4,3.57
163,1,53,37,2.21,2.43
164,1,55,43,2.55,2.75
165,1,66,72,3.51,3.53
166,1,62,59,3.84,3.21
167,1,40,66,3.59,1.98
168,1,53,66,3.91,3.47
169,1,39,36,2.53,1.13
170,1,42,69,3.79,3.3
171,1,48,52,2.51,3.15
172,1,42,59,2.51,2.56
173,1,40,70,3.12,2.74
174,1,32,58,2.82,3.5
175,1,49,60,3.1,2.14
176,1,54,61,3.81,2.41
177,1,39,36,2.09,0.86
178,1,49,51,2.55,1.73
179,1,39,56,2.88,2.59
180,1,46,52,2.92,2.04
181,1,49,55,2.5,1.51
182,1,53,57,3.88,2.85
183,2,41,50,2.46,1.97
184,1,35,39,1.89,1.75
185,1,62,64,3.65,2.14
186,1,51,56,3.12,2.41
187,1,49,66,2.28,2.84
188,1,57,40,2.44,2.25
189,1,53,63,3.26,2.36
190,1,50,59,2.63,2.53
191,1,43,58,2.48,2.43
192,1,36,42,2.15,1.97
193,1,53,51,3.17,2.84
194,1,41,30,2.52,1.65
195,2,49,60,3.77,3.13
196,1,40,44,1.98,2.9
197,1,52,77,4.06,3.34
198,1,43,64,2.97,2.66
199,2,53,45,2.36,0.85
200,1,42,54,2.01,1.99
201,1,43,52,3.27,2.2
202,1,60,58,3.84,2.96
203,1,51,71,3.73,3.16
204,1,38,41,2.44,2.85
205,1,56,53,2.74,2.72
206,2,44,64,2.57,3.54
207,1,47,58,2.95,2.21
208,1,41,55,3.5,2.64
209,1,47,50,2.49,2.52
210,1,50,65,3.82,3.54
211,1,46,60,2.7,3.06
212,2,35,54,3.23,2.17
213,1,44,72,3.82,2.07
214,1,46,57,2.22,2.23
215,1,55,58,3.74,3.11
216,1,43,53,2.28,1.73
217,1,45,45,1.86,1.98
218,1,35,52,2.14,1.57
219,1,48,49,3.1,2.39
220,1,34,68,2.71,2.08
221,1,52,57,2.96,2.1
222,1,48,57,2.99,2.38
223,1,50,57,3.91,3.87
224,1,50,64,3.54,2.92
225,1,46,53,2.81,1.81
226,1,36,55,3.21,2.23
227,1,28,58,2.6,0.65
228,1,60,74,4.13,2.8
229,1,45,39,2.37,2.49
230,2,28,34,2.19,3.29
231,1,38,46,2.42,2.38
232,1,41,55,3.85,1.69
233,1,49,72,3.54,2.85
234,1,34,64,3.12,2.69
235,1,41,65,3.25,1.95
236,1,67,62,3.85,1.95
237,1,35,60,2.56,1.58
238,1,48,57,2.91,2.46
239,1,70,72,3.83,2.27
240,1,43,38,2.51,1.8
241,1,44,50,3.04,1.2
242,1,35,55,1.95,2.39
243,1,69,75,4.08,3.04
244,2,48,36,2.3,2.99
245,1,50,58,2.7,2.94
246,1,56,65,3.99,3.46
247,2,44,53,3.27,1.3
248,2,40,35,3.27,1.79
249,1,53,59,3.1,3.64
250,1,44,50,3.03,2.37
251,2,53,50,2.36,2.46
252,1,39,52,3.08,1.9
253,1,62,72,3.69,3.86
254,1,43,52,3.49,2.95
255,1,62,56,3.85,3.33
256,1,53,55,3.5,3.01
257,2,49,36,2.04,2.5
258,1,35,48,2.76,2.37
259,2,57,62,3.55,1.89
260,1,43,48,3.68,1.91
261,1,48,55,3.15,1.64
262,1,41,68,3.65,2.29
263,1,53,48,2.77,1.79
264,1,53,41,2.22,3.58
265,1,45,49,2.39,1.92
266,1,46,59,2.6,2.17
267,1,46,72,2.92,3.33
268,1,63,56,3.97,3.16
269,1,48,58,2.76,2.56
270,2,39,45,3.08,2.18
271,1,49,39,3.65,2.31
272,1,42,55,2.8,2.42
273,2,59,74,4.01,2.99
274,1,66,64,3.64,3.01
275,1,55,66,2.51,3.33
276,1,41,65,3.41,2.16
277,1,55,57,3.97,3.78
278,1,53,51,3.0,0.66
279,1,35,55,2.66,2.66
280,1,45,57,2.25,2.26
281,1,51,53,3.89,3.02
282,1,61,55,3.72,2.5
283,1,49,57,1.8,2.75
284,1,44,50,3.18,2.24
285,1,43,52,3.16,2.06
286,1,38,45,2.15,0.58
287,1,42,45,3.52,3.24
288,1,63,71,3.76,3.15
289,1,57,64,2.29,1.75
290,1,33,46,2.34,1.87
291,1,43,62,3.09,1.92
292,1,68,62,3.88,3.38
293,1,62,70,3.59,3.5
294,1,46,57,2.21,1.96
295,1,54,67,2.87,2.68
296,2,53,61,3.93,2.58
297,1,48,63,3.51,3.04
298,1,58,40,2.9,2.38
299,1,27,46,2.37,1.98
300,1,31,49,3.68,2.57
301,1,63,68,3.8,3.03
302,1,47,58,2.47,2.74
303,1,40,57,2.92,2.19
304,1,48,55,2.42,1.72
305,1,40,44,2.02,3.37
306,1,36,52,2.86,2.73
307,2,29,49,2.96,2.28
308,1,70,74,3.69,3.6
309,1,38,52,2.91,2.71
310,1,32,36,3.16,0.8
311,1,62,63,3.89,3.19
312,1,42,58,3.0,2.14
313,1,45,65,3.15,0.08
314,1,44,42,2.24,2.2
315,1,51,56,3.08,1.36
316,1,34,60,2.8,2.06
317,1,35,57,1.87,2.74
318,1,52,58,3.49,2.04
319,1,51,55,2.43,1.78
320,1,50,58,2.48,2.15
321,2,42,33,3.5,2.92
322,1,40,55,3.4,2.69
323,1,50,66,2.55,3.07
324,1,43,71,3.75,2.82
325,1,37,56,2.81,2.31
326,1,64,49,2.71,2.04
327,1,61,70,3.52,3.56
328,1,63,56,3.26,1.57
329,1,57,60,3.03,3.08
330,1,40,48,3.54,2.18
331,1,36,58,2.79,2.81
332,2,52,49,2.0,1.84
333,1,55,59,3.85,2.16
334,1,51,69,3.13,1.59
335,1,34,40,2.37,2.44
336,1,48,54,2.33,1.34
337,1,51,65,3.85,3.1
338,1,55,44,2.62,3.13
339,1,50,46,2.9,1.99
340,2,47,52,2.68,2.45
341,1,46,60,2.19,2.0
342,1,57,66,2.34,1.94
343,1,47,59,3.26,1.63
344,1,44,47,3.42,2.4
345,1,41,61,2.68,2.17
346,1,51,70,2.6,3.64
347,1,48,51,2.49,2.81
348,1,55,65,3.99,2.88
349,1,59,64,3.73,2.78
350,1,44,54,3.99,2.98
351,1,55,50,2.99,0.96
352,1,68,72,3.85,3.81
353,1,47,57,2.32,1.97
354,1,26,51,2.38,1.71
355,1,47,64,2.83,3.2
356,1,46,59,2.31,2.62
357,1,41,69,3.35,3.13
358,1,60,74,3.67,3.81
359,1,55,71,2.64,2.79
360,2,46,59,3.32,2.15
361,1,59,70,3.72,3.25
362,1,56,30,2.07,1.69
363,1,36,60,2.93,2.04
364,1,71,69,3.74,3.39
365,1,50,55,3.58,2.29
366,1,45,53,3.99,2.19
367,1,57,52,2.66,1.67
368,1,39,50,2.28,2.5
369,1,30,36,2.07,2.4
370,1,58,52,3.03,2.4
371,2,49,34,2.67,1.09
372,1,57,62,3.59,2.04
373,2,57,53,3.74,2.36
374,1,42,60,3.37,2.43
375,1,53,70,3.88,2.81
376,1,62,60,2.4,2.67
377,1,56,62,2.62,2.3
378,1,43,49,1.96,2.2
379,1,67,64,3.76,3.45
380,1,48,55,3.7,2.43
381,1,41,58,2.18,3.27
382,1,38,62,3.42,1.95
383,1,63,54,3.4,2.16
384,1,53,70,3.73,3.01
385,1,66,63,3.68,3.07
386,1,34,46,2.52,1.57
387,1,39,62,2.53,1.91
388,1,36,41,2.78,2.45
389,1,47,51,2.99,1.7
390,1,49,45,2.66,2.37
391,1,55,70,3.97,3.25
392,1,50,54,2.53,2.79
393,1,46,58,3.78,1.98
394,1,48,51,2.99,2.45
395,1,41,66,2.69,3.06
396,1,42,57,3.44,1.42
397,1,48,47,3.36,2.97
398,1,59,66,3.85,3.14
399,1,49,64,3.78,3.31
400,1,50,63,3.82,2.92
401,1,59,70,3.99,3.26
402,1,42,59,3.32,1.7
403,1,32,39,1.84,2.66
404,1,45,55,2.93,3.55
405,2,40,50,3.15,3.06
406,1,39,57,2.51,2.95
407,1,37,51,2.94,0.79
408,1,49,39,2.41,2.61
409,1,51,57,3.02,2.19
410,1,41,39,2.86,2.83
411,1,47,50,3.51,2.46
412,1,52,36,2.66,2.0
413,1,60,69,3.78,3.54
414,2,55,52,2.63,1.45
415,1,56,62,3.89,2.78
416,1,44,35,2.03,2.12
417,1,52,65,3.32,2.68
418,1,52,52,2.06,2.66
419,2,54,39,2.59,3.34
420,1,44,46,2.94,2.2
421,1,53,52,1.96,2.26
422,1,55,54,3.77,3.04
423,1,40,57,2.69,2.49
424,1,45,73,3.87,2.72
425,1,42,56,3.65,2.57
426,1,44,62,3.72,3.29
427,1,43,39,2.83,1.99
428,1,43,39,2.54,1.95
429,1,70,76,3.87,3.0
430,1,48,56,3.87,2.75
431,1,46,59,2.3,1.99
432,1,43,53,2.23,1.97
433,1,58,50,1.83,2.45
434,1,56,56,4.0,3.33
435,1,64,61,3.92,4.0
436,1,44,51,2.69,2.0
437,1,45,54,2.42,2.3
438,1,32,43,2.52,2.61
439,1,51,59,2.9,1.91
440,1,54,60,3.79,2.67
441,1,65,70,3.3,3.24
442,2,38,44,2.45,2.82
443,2,49,48,3.26,2.6
444,1,42,63,3.14,3.07
445,1,52,54,3.1,2.17
446,1,44,55,3.06,2.08
447,1,62,65,3.72,3.15
448,1,58,59,4.0,2.14
449,1,47,47,2.6,2.64
450,1,47,58,3.09,2.05
451,1,42,52,3.26,2.25
452,1,38,61,2.88,3.17
453,1,30,40,2.09,2.4
454,1,39,48,1.8,2.46
455,1,34,53,3.24,3.03
456,1,36,51,2.26,2.17
457,1,45,69,3.91,3.47
458,1,45,47,2.81,2.68
459,1,32,42,2.07,1.82
460,1,43,61,3.37,2.36
461,2,56,63,3.54,3.49
462,1,53,64,3.74,2.73
463,1,48,73,3.96,2.88
464,1,54,55,3.13,0.28
465,1,53,60,2.66,1.72
466,1,29,44,2.33,1.73
467,1,50,64,3.76,3.38
468,2,32,50,3.18,2.38
469,1,30,45,2.69,2.16
470,1,32,56,2.85,2.99
471,1,42,45,2.32,1.39
472,1,43,63,3.08,1.96
473,1,59,71,3.66,2.86
474,1,41,57,3.07,2.57
475,1,53,57,2.55,3.1
476,1,39,51,3.78,1.61
477,1,51,56,2.69,2.77
478,1,44,64,3.44,2.08
479,1,56,53,3.27,3.45
480,1,33,57,2.84,2.54
481,2,45,52,2.71,2.34
482,1,42,53,3.23,2.24
483,1,57,52,2.65,2.13
484,1,43,53,2.12,1.71
485,1,54,72,3.74,3.67
486,1,56,60,3.77,3.8
487,1,53,43,3.09,2.35
488,1,71,75,3.7,3.66
489,2,39,35,2.0,2.06
490,1,46,50,3.04,2.99
491,1,45,61,3.62,2.61
492,1,56,62,3.95,2.6
493,1,53,57,3.14,2.21
494,1,57,68,3.85,2.83
495,1,33,58,2.77,1.93
496,1,39,51,2.22,1.72
497,1,62,56,3.68,2.83
498,1,52,63,3.63,3.85
499,1,39,49,3.84,2.64
500,1,47,53,2.91,2.52
501,1,40,53,3.38,2.48
502,1,48,46,3.64,3.07
503,1,27,57,3.94,2.98
504,1,46,53,3.11,2.38
505,1,47,39,2.44,1.2
506,2,49,47,2.04,2.6
507,1,49,58,2.79,3.71
508,1,36,56,3.11,2.59
509,2,60,46,3.61,3.26
510,2,26,41,2.57,0.98
511,1,58,55,3.61,2.15
512,1,45,60,2.85,2.79
513,1,52,61,3.71,3.12
514,1,30,56,2.9,2.38
515,1,41,76,3.78,2.93
516,1,63,64,3.42,2.96
517,1,47,55,2.61,2.53
518,1,42,59,2.87,2.55
519,1,58,59,3.67,1.65
520,1,54,48,2.36,1.73
521,1,53,58,3.95,2.66
522,1,30,50,3.77,2.36
523,1,49,56,2.43,2.41
524,1,37,31,3.16,2.86
525,1,46,47,3.04,2.7
526,1,67,49,2.25,2.76
527,1,56,63,3.73,3.52
528,1,74,74,3.77,2.77
529,1,45,55,2.66,2.63
530,1,42,51,2.37,1.58
531,1,55,68,4.12,2.18
532,1,38,59,3.87,3.26
533,1,50,53,2.89,2.72
534,1,67,68,3.98,3.23
535,1,46,53,2.93,2.14
536,1,58,65,4.08,3.38
537,1,44,54,2.86,2.0
538,2,48,58,3.11,2.44
539,1,54,51,2.64,2.51
540,1,57,60,3.93,3.55
541,1,43,44,2.7,2.23
542,1,56,68,3.64,2.25
543,1,54,55,1.9,2.72
544,1,73,66,3.57,3.52
545,1,44,46,3.58,0.49
546,1,60,61,4.0,3.06
547,1,43,58,2.65,1.75
548,1,57,62,3.1,1.51
549,2,54,53,3.73,3.41
550,1,33,51,2.67,2.97
551,1,63,59,3.62,1.84
552,1,42,39,2.12,1.63
553,1,39,54,3.17,2.06
554,1,46,45,2.67,2.37
555,1,42,63,2.78,2.87
556,1,46,54,2.37,2.84
557,1,35,54,3.27,1.04
558,1,47,66,3.02,2.36
559,1,45,57,2.91,2.59
560,1,37,40,3.69,2.66
561,1,46,62,2.79,2.98
562,1,45,51,2.04,3.14
563,1,37,49,2.44,1.97
564,1,49,64,4.0,3.23
565,1,42,61,3.25,2.63
566,1,47,61,2.75,3.39
567,1,65,62,3.72,3.81
568,1,36,50,2.3,1.65
569,1,52,53,3.57,2.59
570,1,49,65,2.66,3.27
571,1,57,62,2.47,3.3
572,1,37,38,2.14,2.74
573,1,36,53,2.6,1.74
574,1,49,62,2.31,2.16
575,1,55,70,2.64,3.25
576,1,30,49,3.0,1.08
577,1,34,36,2.46,1.73
578,1,40,31,2.01,2.36
579,1,39,54,2.33,2.12
580,1,48,53,1.97,2.6
581,1,54,69,3.81,2.93
582,1,46,53,3.57,2.73
583,1,47,59,3.74,2.03
584,1,45,55,1.8,1.91
585,1,56,51,2.48,1.99
586,1,52,68,3.15,2.33
587,1,47,40,2.62,1.41
588,1,47,46,2.56,2.28
589,2,42,48,3.06,2.12
590,1,49,65,3.76,2.93
591,1,39,57,3.13,3.29
592,1,66,57,3.5,2.19
593,1,51,64,3.83,2.05
594,1,50,67,4.02,3.27
595,1,66,74,3.77,3.45
596,1,47,35,3.07,2.64
597,2,43,55,3.66,2.44
598,1,53,62,3.33,1.63
599,1,49,39,2.55,2.1
600,1,36,43,2.86,2.44
601,1,53,46,2.25,2.4
602,1,47,72,3.48,2.5
603,1,54,73,3.98,2.91
604,2,36,56,2.76,2.47
605,1,41,58,2.52,2.88
606,1,67,40,3.92,2.91
607,1,72,71,3.98,3.65
608,1,47,62,3.18,2.33
609,1,46,39,2.01,1.4
610,1,42,62,3.39,1.05
611,1,40,64,3.49,2.71
612,1,50,44,2.2,1.86
613,1,38,41,1.88,1.91
614,1,38,56,3.03,2.71
615,1,47,56,2.77,2.4
616,1,56,58,3.66,3.07
617,1,35,67,3.08,0.57
618,1,51,76,3.12,2.54
619,1,57,63,2.26,1.58
620,1,59,55,1.98,1.53
621,2,53,61,2.63,2.12
622,2,36,47,3.64,2.29
623,1,51,52,2.52,2.31
624,1,41,57,3.39,2.0
625,2,37,53,2.53,2.37
626,1,47,51,2.13,1.29
627,1,53,60,2.94,2.17
628,1,33,48,2.35,2.77
629,1,31,57,2.64,3.01
630,1,46,50,2.81,2.52
631,1,47,44,3.45,2.52
632,1,40,53,2.72,1.45
633,1,38,53,2.46,1.86
634,1,52,51,2.29,3.25
635,1,42,45,2.29,1.09
636,1,50,61,2.34,1.7
637,1,45,59,3.07,2.59
638,1,43,73,3.41,2.52
639,1,42,53,2.65,2.43
640,1,75,71,4.01,3.76
641,2,32,52,3.36,2.21
642,1,56,62,2.46,3.07
643,1,46,29,2.0,2.5
644,1,65,53,3.69,3.12
645,1,43,58,3.81,3.35
646,1,34,55,3.22,3.05
647,1,54,70,3.48,3.04
648,1,43,50,1.82,1.15
649,1,51,55,3.66,2.97
650,1,52,46,2.42,2.24
651,1,43,56,2.45,2.79
652,2,34,38,3.35,2.27
653,1,45,62,3.47,1.7
654,1,43,31,2.28,1.22
655,1,36,54,2.28,2.87
656,1,49,60,3.65,3.6
657,1,34,50,3.81,2.06
658,1,56,62,3.73,2.28
659,1,57,65,3.85,2.42
660,1,51,55,2.46,1.0
661,1,47,49,2.59,2.27
662,1,30,54,2.89,0.62
663,1,45,46,2.95,2.39
664,1,62,64,3.6,3.42
665,2,43,46,2.32,1.3
666,1,61,72,3.18,2.99
667,2,48,44,3.84,3.28
668,1,45,38,2.33,2.8
669,1,65,65,4.04,3.35
670,1,41,60,3.35,3.19
671,1,34,33,2.04,1.38
672,1,49,61,2.74,2.45
673,1,39,59,3.94,2.49
674,1,57,66,3.66,3.84
675,1,46,68,3.67,3.52
676,1,44,57,2.9,2.07
677,1,53,65,3.16,3.31
678,1,43,45,2.89,1.66
679,2,54,58,3.43,1.98
680,1,43,61,3.02,2.06
681,1,48,48,3.15,2.53
682,1,49,66,3.1,2.19
683,1,43,58,3.14,3.06
684,1,58,55,3.2,2.2
685,1,42,57,3.75,3.12
686,1,35,51,2.39,1.52
687,1,69,68,3.62,2.95
688,1,52,66,3.93,2.78
689,1,64,62,3.95,2.96
690,1,37,61,3.69,2.34
691,1,51,66,3.97,3.35
692,1,49,63,2.65,2.5
693,1,39,47,3.36,2.16
694,1,48,60,2.79,1.2
695,1,41,58,3.36,2.14
696,1,44,54,3.25,2.55
697,1,55,63,3.15,2.56
698,1,29,50,3.43,2.46
699,1,65,57,3.65,3.62
700,1,45,36,2.82,2.87
701,1,57,66,2.83,2.63
702,1,42,72,3.52,2.38
703,1,48,56,2.3,1.87
704,1,31,46,2.35,2.5
705,2,40,48,2.44,0.02
706,1,42,57,3.66,2.67
707,2,45,50,2.79,1.73
708,1,49,49,2.58,1.85
709,1,57,69,4.03,3.25
710,1,42,66,3.9,2.84
711,1,36,55,2.35,1.76
712,1,48,46,3.44,1.69
713,2,50,47,2.69,1.3
714,1,45,63,2.42,2.59
715,1,34,44,2.31,2.25
716,1,51,54,2.77,2.55
717,1,42,53,3.26,2.88
718,1,54,69,3.73,3.58
719,1,40,56,3.34,2.16
720,2,61,54,3.71,2.37
721,1,62,56,3.73,3.41
722,1,58,49,3.74,1.24
723,1,46,59,3.05,3.16
724,1,52,71,3.86,1.7
725,1,41,55,2.51,0.92
726,1,65,64,3.77,2.24
727,1,35,59,3.17,2.79
728,1,43,76,3.03,1.93
729,1,45,68,3.61,1.91
730,1,52,70,2.44,3.14
731,1,31,45,1.8,2.35
732,1,45,55,3.84,2.19
733,1,41,42,2.53,1.61
734,1,40,54,3.28,1.69
735,1,33,54,2.53,1.24
736,1,63,64,3.95,3.12
737,1,52,52,2.79,1.69
738,1,44,52,1.82,2.09
739,1,65,55,3.76,3.21
740,1,46,54,3.46,3.61
741,2,56,62,2.93,3.96
742,1,58,46,2.21,3.03
743,1,60,68,3.75,3.57
744,1,52,56,3.64,2.44
745,2,45,61,3.99,3.12
746,1,43,62,2.83,2.54
747,1,38,52,2.44,1.53
748,1,40,40,2.2,1.81
749,1,53,64,3.77,2.34
750,1,60,73,3.98,2.55
751,1,38,66,3.15,2.09
752,1,41,51,2.13,2.63
753,1,29,40,2.08,2.72
754,1,42,38,1.8,1.89
755,2,42,37,2.47,1.84
756,1,50,45,1.84,2.69
757,1,53,57,3.02,2.33
758,1,49,59,2.5,2.46
759,1,36,39,2.38,2.47
760,1,46,52,2.13,2.19
761,1,59,55,2.81,2.25
762,1,46,58,2.45,3.01
763,1,34,51,3.42,2.23
764,1,41,59,3.73,3.31
765,1,47,52,3.93,3.58
766,1,65,62,3.94,3.05
767,1,45,47,3.65,3.11
768,1,39,45,3.69,2.29
769,1,55,60,2.95,2.17
770,1,54,59,3.75,2.35
771,1,40,51,2.98,1.98
772,1,59,68,3.83,3.25
773,1,43,42,3.03,1.34
774,1,37,61,3.16,1.34
775,1,58,54,4.0,3.43
776,1,62,64,3.76,3.41
777,1,49,61,3.0,2.31
778,1,45,50,2.36,2.43
779,1,35,53,2.74,2.04
780,1,56,58,3.86,3.17
781,1,52,66,2.83,2.54
782,1,52,70,3.75,3.3
783,1,55,39,2.73,2.48
784,1,59,64,3.4,1.51
785,1,39,61,3.42,1.97
786,1,55,71,4.04,1.98
787,1,57,61,3.65,1.46
788,1,42,57,3.32,1.78
789,1,43,58,3.03,2.29
790,1,56,67,3.7,2.79
791,1,54,48,2.26,2.7
792,2,42,62,2.62,2.85
793,1,60,48,2.71,2.12
794,1,57,56,3.16,2.46
795,1,43,51,1.99,2.34
796,1,30,59,2.31,2.27
797,1,43,54,3.19,2.86
798,2,48,35,2.69,1.91
799,1,47,50,3.33,2.83
800,2,56,51,2.77,2.44
801,1,46,54,2.29,2.86
802,1,41,59,3.32,3.56
803,1,49,68,3.56,2.89
804,2,54,58,3.03,2.37
805,1,49,54,2.45,3.18
806,1,45,59,3.3,3.38
807,1,38,63,2.46,2.41
808,2,28,42,2.89,2.15
809,1,46,49,2.59,1.7
810,1,42,31,2.82,1.77
811,1,50,51,2.6,1.99
812,1,47,74,3.85,1.58
813,1,71,66,3.79,3.27
814,1,56,67,3.83,2.9
815,1,46,60,3.0,2.47
816,1,44,57,3.79,3.44
817,1,54,30,2.46,1.63
818,1,59,73,3.93,3.8
819,2,61,54,2.64,2.01
820,1,43,41,2.13,1.43
821,1,52,66,3.54,2.6
822,1,66,50,3.64,2.54
823,1,53,69,3.1,1.95
824,2,45,58,2.65,2.2
825,1,52,56,3.74,2.66
826,1,48,67,3.57,3.68
827,1,59,56,3.59,2.66
828,1,50,50,3.66,3.57
829,1,29,34,2.89,2.29
830,1,49,62,3.41,1.86
831,1,54,57,3.8,1.5
832,1,36,58,2.96,2.04
833,1,37,53,2.27,1.93
834,1,40,65,3.56,3.42
835,1,45,54,2.52,1.15
836,2,48,53,2.32,2.19
837,1,39,67,3.01,2.64
838,1,64,59,2.64,2.28
839,1,43,51,1.94,2.55
840,1,48,50,3.1,2.22
841,1,47,59,2.71,3.39
842,1,48,61,2.5,2.4
843,1,50,54,2.62,2.71
844,1,30,55,2.1,3.52
845,1,51,72,2.59,2.5
846,1,45,58,3.61,3.07
847,2,37,43,2.07,2.41
848,1,57,58,3.94,1.8
849,1,46,47,3.8,1.47
850,1,50,61,3.24,3.46
851,1,44,50,3.1,1.76
852,1,45,48,3.57,2.04
853,1,42,49,2.51,2.46
854,1,58,65,3.78,3.37
855,1,41,42,2.96,2.8
856,1,49,67,2.08,2.04
857,1,42,54,2.2,2.12
858,1,49,59,3.22,3.43
859,1,46,51,2.57,2.1
860,1,29,47,2.54,3.14
861,1,49,61,3.62,2.29
862,1,42,50,3.9,3.14
863,1,48,42,2.2,1.95
864,1,44,62,3.38,2.3
865,1,29,59,2.24,1.99
866,1,55,58,2.66,2.24
867,2,44,54,2.16,2.54
868,1,31,64,3.7,2.99
869,1,52,56,3.84,3.5
870,1,44,31,1.87,1.13
