,CHIAVE_NUM_CHIAMANTE,DATA_CHIAMATA,ORA_MIN_CHIAMATA,COD_CELLA_CHIAMATA
71,1.461534274756027e+16,20170208,11343,12
72,1.461534274756027e+16,20170208,11431,12
73,1.461534274756027e+16,20170125,25700,12
74,1.461534274756027e+16,20170122,31208,12
75,1.461534274756027e+16,20170122,31302,12
76,1.461534274756027e+16,20170120,34929,12
77,1.461534274756027e+16,20170120,40611,12
78,1.461520963808882e+16,20170123,80331,12
79,1.461534274756027e+16,20170206,101937,12
80,1.461534274756027e+16,20170128,140256,12
81,1.461534274756027e+16,20170204,181733,12
82,1.461534274756027e+16,20170205,192249,12
83,1.461534274756027e+16,20170206,194411,12
84,1.461534274756027e+16,20170128,194949,12
85,1.461534274756027e+16,20170128,195036,12
86,1.461534274756027e+16,20170125,195107,12
87,1.461534274756027e+16,20170121,195840,12
88,1.461534274756027e+16,20170208,200218,12
89,1.461534274756027e+16,20170125,215238,12
90,1.461534274756027e+16,20170131,221404,12
91,1.461534274756027e+16,20170121,221743,12
92,1.461534274756027e+16,20170207,234641,12
93,1.461534274756027e+16,20170121,12852,12
94,1.461534274756027e+16,20170120,183852,12
95,1.461534274756027e+16,20170121,5452,12
96,1.461534274756027e+16,20170120,180619,12
97,1.461534274756027e+16,20170122,190605,12
98,1.461534274756027e+16,20170126,2525,12
99,1.461520963808882e+16,20170102,74555,13
100,1.461520963808882e+16,20170103,105432,13
101,1.461520963808882e+16,20170206,122614,13
102,1.461520963808882e+16,20170204,125158,13
103,1.461520963808882e+16,20170203,135516,13
104,1.461536291549621e+16,20170128,60532,14
105,1.461536291549621e+16,20170104,75308,14
106,1.461539644637824e+16,20170108,102855,14
107,1.461520963808882e+16,20170207,130445,14
108,1.461536291549621e+16,20170129,132120,14
109,1.461534274756027e+16,20170123,143243,14
110,1.461541406133834e+16,20170118,160726,14
111,1.461536291549621e+16,20170113,205545,14
112,1.461536291549621e+16,20170114,221617,14
113,1.461534274756027e+16,20170208,134,15
114,1.461534274756027e+16,20170208,338,15
115,1.461534274756027e+16,20170208,1325,15
116,1.461534274756027e+16,20170208,1326,15
117,1.461534274756027e+16,20170208,1353,15
118,1.461534274756027e+16,20170208,3242,15
119,1.461534274756027e+16,20170208,3244,15
120,1.461534274756027e+16,20170208,3315,15
121,1.461534274756027e+16,20170208,3439,15
122,1.461534274756027e+16,20170208,4106,15
123,1.461534274756027e+16,20170208,4552,15
124,1.461534274756027e+16,20170208,5941,15
125,1.461534274756027e+16,20170208,10805,15
126,1.461534274756027e+16,20170208,10809,15
127,1.461534274756027e+16,20170208,11053,15
128,1.461534274756027e+16,20170125,11515,15
129,1.461534274756027e+16,20170125,11519,15
130,1.461534274756027e+16,20170208,11627,15
131,1.461534274756027e+16,20170208,11725,15
132,1.461534274756027e+16,20170208,11901,15
133,1.461534274756027e+16,20170125,12128,15
134,1.461534274756027e+16,20170208,13437,15
135,1.461534274756027e+16,20170208,13622,15
136,1.461534274756027e+16,20170208,14338,15
137,1.461534274756027e+16,20170123,21325,15
138,1.461534274756027e+16,20170122,22728,15
139,1.461534274756027e+16,20170125,23551,15
140,1.461534274756027e+16,20170125,23559,15
141,1.461534274756027e+16,20170122,24943,15
142,1.461534274756027e+16,20170122,25043,15
143,1.461534274756027e+16,20170122,25319,15
144,1.461534274756027e+16,20170122,25331,15
145,1.461534274756027e+16,20170122,25346,15
146,1.461534274756027e+16,20170122,25602,15
147,1.461534274756027e+16,20170125,25745,15
148,1.461534274756027e+16,20170122,25748,15
149,1.461534274756027e+16,20170125,31048,15
150,1.461534274756027e+16,20170125,31050,15
151,1.461534274756027e+16,20170125,31404,15
152,1.461534274756027e+16,20170125,31442,15
153,1.461534274756027e+16,20170122,31657,15
154,1.461534274756027e+16,20170122,32952,15
155,1.461534274756027e+16,20170120,41621,15
156,1.461534274756027e+16,20170120,41950,15
157,1.461534274756027e+16,20170120,42111,15
158,1.461534274756027e+16,20170120,42155,15
159,1.461534274756027e+16,20170120,42247,15
160,1.461534274756027e+16,20170120,42300,15
161,1.461534274756027e+16,20170120,42444,15
162,1.461534274756027e+16,20170202,84722,15
163,1.461534274756027e+16,20170202,84723,15
164,1.461534274756027e+16,20170205,90335,15
165,1.461534274756027e+16,20170208,100533,15
166,1.461534274756027e+16,20170206,101803,15
167,1.461534274756027e+16,20170119,102258,15
168,1.461536291549621e+16,20170204,105006,15
169,1.461534274756027e+16,20170207,114132,15
170,1.461534274756027e+16,20170208,121732,15
171,1.461534274756027e+16,20170128,140226,15
172,1.461534274756027e+16,20170123,140335,15
173,1.461534274756027e+16,20170123,140505,15
174,1.461534274756027e+16,20170123,140507,15
175,1.461534274756027e+16,20170131,154718,15
176,1.461534274756027e+16,20170209,154836,15
177,1.461534274756027e+16,20170131,170536,15
178,1.461534274756027e+16,20170130,171840,15
179,1.461534274756027e+16,20170125,173828,15
180,1.461534274756027e+16,20170125,173829,15
181,1.461534274756027e+16,20170125,174526,15
182,1.461534274756027e+16,20170125,175418,15
183,1.461534274756027e+16,20170130,181145,15
184,1.461534274756027e+16,20170205,183240,15
185,1.461534274756027e+16,20170205,193754,15
186,1.461534274756027e+16,20170128,195017,15
187,1.461534274756027e+16,20170210,195121,15
188,1.461534274756027e+16,20170211,195213,15
189,1.461534274756027e+16,20170121,200337,15
190,1.461534274756027e+16,20170121,200547,15
191,1.461534274756027e+16,20170121,200740,15
192,1.461534274756027e+16,20170207,202530,15
193,1.461536291549621e+16,20170123,203242,15
194,1.461534274756027e+16,20170205,213047,15
195,1.461534274756027e+16,20170211,214722,15
196,1.461534274756027e+16,20170124,215952,15
197,1.461534274756027e+16,20170121,221639,15
198,1.461534274756027e+16,20170121,221901,15
199,1.461534274756027e+16,20170123,231354,15
200,1.461534274756027e+16,20170121,233030,15
201,1.461534274756027e+16,20170123,233708,15
202,1.461534274756027e+16,20170207,234310,15
203,1.461534274756027e+16,20170130,5852,15
204,1.461534274756027e+16,20170130,12852,15
205,1.461534274756027e+16,20170130,15852,15
206,1.461534274756027e+16,20170130,22852,15
207,1.461534274756027e+16,20170130,25852,15
208,1.461534274756027e+16,20170130,32852,15
209,1.461534274756027e+16,20170130,35852,15
210,1.461534274756027e+16,20170125,161352,15
211,1.461534274756027e+16,20170207,102312,15
212,1.46152578702489e+16,20170209,210802,15
213,1.461534274756027e+16,20170130,2717,15
214,1.461534274756027e+16,20170125,154132,15
215,1.461536291549621e+16,20170111,72953,16
216,1.461536291549621e+16,20170120,74357,16
217,1.461520963808882e+16,20170123,95558,16
218,1.461520963808882e+16,20170130,112631,16
219,1.461520963808882e+16,20170125,113730,16
220,1.461520963808882e+16,20170202,115039,16
221,1.461520963808882e+16,20170123,121048,16
222,1.461520963808882e+16,20170206,121837,16
223,1.461520963808882e+16,20170125,122618,16
224,1.461520963808882e+16,20170124,124822,16
225,1.461520963808882e+16,20170125,125658,16
226,1.461520963808882e+16,20170207,130949,16
227,1.461520963808882e+16,20170203,140704,16
228,1.461520963808882e+16,20170202,144105,16
229,1.461520963808882e+16,20170204,154410,16
230,1.461536291549621e+16,20170128,60256,17
231,1.461536291549621e+16,20170128,60317,17
232,1.461536291549621e+16,20170204,91558,17
233,1.461536291549621e+16,20170204,114827,17
234,1.461536291549621e+16,20170204,114847,17
235,1.461536291549621e+16,20170114,221441,17
236,1.461536291549621e+16,20170114,222743,17
237,1.461534274756027e+16,20170208,728,18
238,1.461534274756027e+16,20170208,1141,18
239,1.461534274756027e+16,20170208,1212,18
240,1.461534274756027e+16,20170208,1739,18
241,1.461534274756027e+16,20170208,1916,18
242,1.461534274756027e+16,20170208,1918,18
243,1.461534274756027e+16,20170208,1938,18
244,1.461534274756027e+16,20170208,2622,18
245,1.461534274756027e+16,20170208,2623,18
246,1.461534274756027e+16,20170208,2758,18
247,1.461534274756027e+16,20170208,2800,18
248,1.461534274756027e+16,20170208,2817,18
249,1.461534274756027e+16,20170208,3003,18
250,1.461534274756027e+16,20170208,3005,18
251,1.461534274756027e+16,20170208,3034,18
252,1.461534274756027e+16,20170208,3734,18
253,1.461534274756027e+16,20170208,3736,18
254,1.461534274756027e+16,20170208,3858,18
255,1.461534274756027e+16,20170208,4827,18
256,1.461534274756027e+16,20170208,4956,18
257,1.461534274756027e+16,20170208,5015,18
258,1.461534274756027e+16,20170208,5047,18
259,1.461534274756027e+16,20170208,5145,18
260,1.461534274756027e+16,20170208,5313,18
261,1.461534274756027e+16,20170208,5433,18
262,1.461534274756027e+16,20170208,5459,18
263,1.461534274756027e+16,20170208,5854,18
264,1.461534274756027e+16,20170208,12029,18
265,1.461534274756027e+16,20170208,12649,18
266,1.461534274756027e+16,20170208,12706,18
267,1.461534274756027e+16,20170208,13838,18
268,1.461534274756027e+16,20170208,14719,18
269,1.461534274756027e+16,20170208,15209,18
270,1.461534274756027e+16,20170208,20753,18
271,1.461534274756027e+16,20170208,20808,18
272,1.461534274756027e+16,20170208,20918,18
273,1.461534274756027e+16,20170208,20934,18
274,1.461534274756027e+16,20170125,23006,18
275,1.461534274756027e+16,20170125,23345,18
276,1.461534274756027e+16,20170122,24317,18
277,1.461534274756027e+16,20170125,25539,18
278,1.461534274756027e+16,20170122,30220,18
279,1.461534274756027e+16,20170122,30238,18
280,1.461534274756027e+16,20170122,30818,18
281,1.461534274756027e+16,20170125,32424,18
282,1.461534274756027e+16,20170122,32524,18
283,1.461534274756027e+16,20170122,32705,18
284,1.461534274756027e+16,20170125,32759,18
285,1.461534274756027e+16,20170125,32803,18
286,1.461534274756027e+16,20170120,34342,18
287,1.461534274756027e+16,20170205,85532,18
288,1.461534274756027e+16,20170205,85710,18
289,1.461534274756027e+16,20170205,85730,18
290,1.461534274756027e+16,20170206,94950,18
291,1.461534274756027e+16,20170119,103011,18
292,1.461534274756027e+16,20170208,110737,18
293,1.461534274756027e+16,20170126,113426,18
294,1.461534274756027e+16,20170206,114218,18
295,1.461534274756027e+16,20170207,114354,18
296,1.461534274756027e+16,20170208,114532,18
297,1.461534274756027e+16,20170207,114648,18
298,1.461534274756027e+16,20170120,125815,18
299,1.461534274756027e+16,20170120,125849,18
300,1.461534274756027e+16,20170202,132244,18
301,1.461534274756027e+16,20170203,133728,18
302,1.461534274756027e+16,20170123,140537,18
303,1.461534274756027e+16,20170123,143000,18
304,1.461534274756027e+16,20170123,143014,18
305,1.461534274756027e+16,20170123,143102,18
306,1.461534274756027e+16,20170123,143145,18
307,1.461534274756027e+16,20170123,143327,18
308,1.461534274756027e+16,20170127,145416,18
309,1.461534274756027e+16,20170203,145446,18
310,1.461534274756027e+16,20170127,150622,18
311,1.461534274756027e+16,20170127,150805,18
312,1.461534274756027e+16,20170212,151547,18
313,1.461534274756027e+16,20170128,153636,18
314,1.461534274756027e+16,20170208,154512,18
315,1.461534274756027e+16,20170212,154549,18
316,1.461534274756027e+16,20170123,154931,18
317,1.461534274756027e+16,20170120,170632,18
318,1.461534274756027e+16,20170121,171142,18
319,1.461534274756027e+16,20170130,181007,18
320,1.461534274756027e+16,20170205,183328,18
321,1.461534274756027e+16,20170205,183558,18
322,1.461534274756027e+16,20170205,183819,18
323,1.461534274756027e+16,20170205,184918,18
324,1.461534274756027e+16,20170205,185004,18
325,1.461534274756027e+16,20170204,194257,18
326,1.461534274756027e+16,20170204,194311,18
327,1.461534274756027e+16,20170201,194615,18
328,1.461534274756027e+16,20170203,195247,18
329,1.461534274756027e+16,20170211,195324,18
330,1.461534274756027e+16,20170203,195337,18
331,1.461534274756027e+16,20170211,195437,18
332,1.461534274756027e+16,20170203,195513,18
333,1.461534274756027e+16,20170203,195609,18
334,1.461534274756027e+16,20170211,195817,18
335,1.461534274756027e+16,20170208,195842,18
336,1.461534274756027e+16,20170125,201157,18
337,1.461536291549621e+16,20170105,203122,18
338,1.461534274756027e+16,20170205,213851,18
339,1.461534274756027e+16,20170121,233450,18
340,1.461534274756027e+16,20170122,234354,18
341,1.461534274756027e+16,20170207,235406,18
342,1.461534274756027e+16,20170207,235428,18
343,1.461534274756027e+16,20170207,235450,18
344,1.461534274756027e+16,20170207,235557,18
345,1.461534274756027e+16,20170207,235615,18
346,1.461534274756027e+16,20170207,235624,18
347,1.461534274756027e+16,20170207,235705,18
348,1.461534274756027e+16,20170207,235759,18
349,1.461534274756027e+16,20170121,142630,18
350,1.461534274756027e+16,20170123,235009,18
351,1511450097286867.0,20170202,91522,19
352,1511450097286867.0,20170202,91742,19
353,1.461521591316509e+16,20170120,190955,19
354,1.461523080621146e+16,20170127,102040,20
355,1.461523080621146e+16,20170124,102442,20
356,1.461523080621146e+16,20170114,104449,20
357,1.461523080621146e+16,20170112,104606,20
358,1.461523080621146e+16,20170112,104607,20
359,1.461523080621146e+16,20170126,105008,20
360,1.461523080621146e+16,20170112,105049,20
361,1.461523080621146e+16,20170109,105932,20
362,1.461523080621146e+16,20170124,110455,20
363,1.461523080621146e+16,20170117,110644,20
364,1.461523080621146e+16,20170117,110912,20
365,1.461523080621146e+16,20170118,111042,20
366,1.461523080621146e+16,20170118,111044,20
367,1.461523080621146e+16,20170103,115335,20
368,1.461523080621146e+16,20170130,115624,20
369,1.461523080621146e+16,20170114,115746,20
370,1.461523080621146e+16,20170107,120259,20
371,1.461523080621146e+16,20170130,120450,20
372,1.461523080621146e+16,20170119,121035,20
373,1.461523080621146e+16,20170202,121038,20
374,1.461523080621146e+16,20170202,121132,20
375,1.461523080621146e+16,20170202,121542,20
376,1.461523080621146e+16,20170103,125218,20
377,1.461523080621146e+16,20170102,165800,20
378,1.461523080621146e+16,20170130,170239,20
379,1.461523080621146e+16,20170113,172217,20
380,1.461523080621146e+16,20170103,172358,20
381,1.461523080621146e+16,20170130,174241,20
382,1.461523080621146e+16,20170202,200030,20
383,1511541336849403.0,20170121,183640,20
384,1.461539644637824e+16,20170115,1832,21
385,1.461523080621146e+16,20170113,100419,21
386,1.4615345629319e+16,20170130,162955,21
387,1.461539644637824e+16,20170114,223005,21
388,1.461697097926412e+16,20170123,108,21
389,1.461697097926412e+16,20170208,4523,21
390,1.461536328542777e+16,20170202,150612,22
391,1.4615345629319e+16,20170130,152735,22
392,1.461536328542777e+16,20170130,111637,23
393,1.461536328542777e+16,20170130,111707,23
394,1.461523080621146e+16,20170113,100049,24
395,1.461523080621146e+16,20170110,101753,24
396,1.461536291549621e+16,20170204,111547,24
397,1.461523080621146e+16,20170131,124834,24
398,1.461539644637824e+16,20170114,210934,24
399,1.461536328542777e+16,20170115,223746,24
400,1.461536291549621e+16,20170204,93054,25
401,1.461542133202974e+16,20170122,123522,25
402,1.461523080621146e+16,20170113,100457,26
403,1.461523080621146e+16,20170202,121008,26
404,1.461523080621146e+16,20170131,163558,26
405,1.461523080621146e+16,20170103,163804,26
406,1.461536291549621e+16,20170106,153852,27
407,1.461541406133834e+16,20170117,205237,28
408,1.461541406133834e+16,20170117,205240,28
409,1511450097286867.0,20170202,91605,29
410,1.461536328542777e+16,20170130,121154,30
411,1.461536328542777e+16,20170202,143452,30
412,1.461533980642597e+16,20170131,165845,30
413,1.461533980642597e+16,20170131,165847,30
414,1.461533980642597e+16,20170117,214633,30
415,1.461533980642597e+16,20170209,4314,31
416,1.461533980642597e+16,20170210,94437,31
417,1511450097286867.0,20170210,102117,31
418,1.461536328542777e+16,20170202,142711,31
419,1.461536328542777e+16,20170202,143041,31
420,1.461536328542777e+16,20170103,160540,31
421,1.461536328542777e+16,20170103,161023,31
422,1.461536328542777e+16,20170103,161031,31
423,1.461536328542777e+16,20170112,181304,31
424,1.461533980642597e+16,20170117,203037,31
425,1511450097286867.0,20170210,104007,32
426,1511450097286867.0,20170210,104008,32
427,1.461536328542777e+16,20170202,135923,32
428,1.461536328542777e+16,20170202,140911,32
429,1.461536328542777e+16,20170202,142309,32
430,1.461536328542777e+16,20170202,142617,32
431,1.461536328542777e+16,20170202,142620,32
432,1.461536328542777e+16,20170202,143205,32
433,1.461536328542777e+16,20170103,152554,32
434,1.461536328542777e+16,20170103,153957,32
435,1.461536328542777e+16,20170103,154000,32
436,1.461536328542777e+16,20170103,154003,32
437,1.461536328542777e+16,20170103,154007,32
438,1.461536328542777e+16,20170103,154009,32
439,1.461536328542777e+16,20170103,154912,32
440,1.461536328542777e+16,20170103,154913,32
441,1.461536328542777e+16,20170103,155029,32
442,1.461536328542777e+16,20170103,161015,32
443,1.461533980642597e+16,20170117,202959,32
444,1.461521591316509e+16,20170130,155951,33
445,1.461521591316509e+16,20170130,160005,33
446,1.461534011698654e+16,20170108,153336,34
447,1.461534011698654e+16,20170130,194544,34
448,1.461536328542777e+16,20170202,165844,35
449,1.461536328542777e+16,20170202,171032,35
450,1.461534011698654e+16,20170118,93236,36
451,1.461534011698654e+16,20170202,223443,36
452,1.461536328542777e+16,20170202,165852,37
453,1.461534011698654e+16,20170101,15324,38
454,1.461533980642597e+16,20170208,220052,39
455,1.461523080621146e+16,20170105,95755,40
456,1.461533980642597e+16,20170107,223252,41
457,1.461544233564447e+16,20170117,172042,42
458,1.461544233564447e+16,20170115,204619,42
459,1.461544233564447e+16,20170208,211057,42
460,1.461523080621146e+16,20170109,161329,43
461,1.461536328542777e+16,20170129,214949,44
462,1.461523080621146e+16,20170109,161112,45
463,1.461536328542777e+16,20170129,205124,46
464,1.461523080621146e+16,20170109,161200,47
465,1.461523080621146e+16,20170109,161230,47
466,1.461523080621146e+16,20170109,161454,47
467,1.461544233564447e+16,20170121,195614,48
468,1.461544233564447e+16,20170115,204714,48
469,1511461610794341.0,20170206,95339,49
470,1511461610794341.0,20170206,95342,49
471,1511461610794341.0,20170206,100317,49
472,1.461536328542777e+16,20170130,111544,49
473,1.461536328542777e+16,20170130,101805,50
474,1.461536328542777e+16,20170130,111035,50
475,1.461536328542777e+16,20170127,124523,50
476,1.461536328542777e+16,20170127,124525,50
477,1.461536328542777e+16,20170127,130528,50
478,1.461536328542777e+16,20170127,130530,50
479,1.461536328542777e+16,20170127,130532,50
480,1.461536328542777e+16,20170127,130533,50
481,1.461536328542777e+16,20170127,130535,50
482,1.461534274756027e+16,20170119,85729,51
483,1.461534274756027e+16,20170119,90507,52
484,1.461536291549621e+16,20170120,201309,52
485,1.461544233564447e+16,20170129,155809,53
486,1511461610794341.0,20170103,111526,54
487,1.4615345629319e+16,20170130,162304,55
488,1.461536328542777e+16,20170127,131027,56
489,1.461536328542777e+16,20170127,131028,56
490,1.461536328542777e+16,20170127,131253,56
491,1.461536291549621e+16,20170204,91133,57
492,1.461536291549621e+16,20170204,91357,57
493,1.461536328542777e+16,20170130,111626,58
494,1.4615345629319e+16,20170130,162418,59
495,1.461536291549621e+16,20170203,75613,60
496,1.461520963808882e+16,20170210,145045,61
497,1.461522048473209e+16,20170113,225911,62
498,1.461537909178737e+16,20170206,10131,63
499,1.461537909178737e+16,20170206,10133,63
500,1.461537909178737e+16,20170206,10134,63
501,1.461536328542777e+16,20170117,111108,64
502,1.461536328542777e+16,20170117,124111,64
503,1.461538984709064e+16,20170104,155620,64
504,1.461538984709064e+16,20170104,155621,64
505,1.461538984709064e+16,20170104,155622,64
506,1.461538984709064e+16,20170125,201355,64
507,1.461538984709064e+16,20170125,201357,64
508,1.461538984709064e+16,20170125,201358,64
509,1.461536328542777e+16,20170117,123443,65
510,1.461533980642597e+16,20170202,160321,65
511,1.461538984709064e+16,20170104,165831,65
512,1.461538984709064e+16,20170125,202122,65
513,1.461538984709064e+16,20170125,202640,66
514,1.461538984709064e+16,20170125,202642,66
515,1.461544233564447e+16,20170119,135351,67
516,1511450097286867.0,20170208,204426,67
517,1511450097286867.0,20170208,204600,67
518,1511450097286867.0,20170208,200342,68
519,1511450097286867.0,20170208,202228,68
520,1511450097286867.0,20170208,202633,68
521,1511450097286867.0,20170208,203427,68
522,1.461516600494799e+16,20170125,180945,69
523,1.461701039250152e+16,20170102,132932,70
524,1.461701039250152e+16,20170102,193048,70
525,1511450097286867.0,20170208,202412,70
526,1511450097286867.0,20170208,202708,70
527,1511450097286867.0,20170208,202732,70
528,1511450097286867.0,20170208,203735,70
529,1511450097286867.0,20170208,204706,70
530,1511450097286867.0,20170208,210426,70
531,1.461533835867327e+16,20170210,75956,71
532,1.461533835867327e+16,20170119,203210,71
533,1.461533835867327e+16,20170110,83930,71
534,1.461533835867327e+16,20170119,200210,71
535,1.461533835867327e+16,20170119,210546,71
536,1.461533835867327e+16,20170126,193338,71
537,1.461533835867327e+16,20170205,212333,71
538,1.461533835867327e+16,20170120,184243,71
539,1.461701039250152e+16,20170102,130922,72
540,1.461701039250152e+16,20170102,170710,72
541,1.461701039250152e+16,20170102,181639,72
542,1.461533980642597e+16,20170201,183539,72
543,1.461533980642597e+16,20170201,183543,72
544,1.461533980642597e+16,20170201,183545,72
545,1511450097286867.0,20170208,204310,72
546,1.461533835867327e+16,20170108,5249,73
547,1.461533835867327e+16,20170123,200621,73
548,1.461533835867327e+16,20170112,195152,73
549,1.461533835867327e+16,20170121,105144,73
550,1511450097286867.0,20170208,202051,74
551,1.461533835867327e+16,20170116,85757,75
552,1.461533835867327e+16,20170116,85800,75
553,1.461521591316509e+16,20170205,184130,76
554,1.461521591316509e+16,20170128,190554,76
555,1.461521591316509e+16,20170205,193144,76
556,1.461521591316509e+16,20170210,175654,77
557,1.461521591316509e+16,20170210,180208,77
558,1.461521591316509e+16,20170210,180212,77
559,1.461520963808882e+16,20170203,92143,78
560,1.461536291549621e+16,20170204,110451,79
561,1.461534011698654e+16,20170121,190931,79
562,1.461536291549621e+16,20170111,72840,80
563,1.461536291549621e+16,20170110,73140,81
564,1.461536291549621e+16,20170110,73151,81
565,1.461520963808882e+16,20170124,132349,81
566,1.461536291549621e+16,20170106,135937,82
567,1.461536291549621e+16,20170116,72906,83
568,1.461539644637824e+16,20170114,200522,83
569,1.461536291549621e+16,20170111,203338,83
570,1.461536291549621e+16,20170111,203539,83
571,1.461536291549621e+16,20170116,120426,84
572,1.461541406133834e+16,20170118,154337,85
573,1.461536291549621e+16,20170111,72932,86
574,1511450097286867.0,20170128,104849,87
575,1511351423050227.0,20170117,102112,88
576,1511351423050227.0,20170117,102440,88
577,1511351423050227.0,20170117,102638,88
578,1.461538168130377e+16,20170127,190329,88
579,1.461536291549621e+16,20170101,215915,89
580,1.461535052058057e+16,20170123,183914,90
581,1511351423050227.0,20170202,111453,91
582,1511351423050227.0,20170202,124912,91
583,1511351423050227.0,20170202,124917,91
584,1511351423050227.0,20170202,185824,91
585,1511351423050227.0,20170202,185829,91
586,1511351423050227.0,20170201,204538,92
587,1511351423050227.0,20170201,204627,92
588,1511351423050227.0,20170201,204649,92
589,1511351423050227.0,20170201,204700,92
590,1511351423050227.0,20170201,204728,92
591,1511351423050227.0,20170201,205231,92
592,1511351423050227.0,20170201,205429,92
593,1511351423050227.0,20170201,205700,92
594,1511351423050227.0,20170201,210138,92
595,1511351423050227.0,20170201,210139,92
596,1511351423050227.0,20170201,210141,92
597,1511351423050227.0,20170201,210146,92
598,1511351423050227.0,20170117,92928,93
599,1511351423050227.0,20170117,93015,93
600,1511351423050227.0,20170202,132136,93
601,1511351423050227.0,20170202,145355,93
602,1511351423050227.0,20170117,105422,94
603,1511351423050227.0,20170117,84251,95
604,1.461533835867327e+16,20170122,120832,95
605,1.461538813444737e+16,20170130,92558,96
606,1.461538813444737e+16,20170207,133926,96
607,1511351423050227.0,20170201,204752,96
608,1511351423050227.0,20170201,204818,96
609,1.461536771998021e+16,20170203,131435,97
610,1.461539644637824e+16,20170109,110221,98
611,1.461539644637824e+16,20170109,110224,98
612,1.461523080621146e+16,20170111,142035,99
613,1.461523080621146e+16,20170111,142341,99
614,1.461523080621146e+16,20170109,154652,99
615,1.461536291549621e+16,20170106,135200,100
616,1.461523080621146e+16,20170111,201743,101
617,1.461523080621146e+16,20170123,222815,101
618,1.461523080621146e+16,20170110,230540,101
619,1.461536291549621e+16,20170204,164255,102
620,1.461536291549621e+16,20170103,204129,102
621,1.461536291549621e+16,20170103,204138,102
622,1.461536291549621e+16,20170114,224246,102
623,1.461536291549621e+16,20170114,224250,102
624,1.461535073979657e+16,20170112,185650,103
625,1.461523080621146e+16,20170212,172002,104
626,1.461544233564447e+16,20170131,140538,105
627,1.461537705036577e+16,20170203,115850,106
628,1.461537705036577e+16,20170203,115925,106
629,1.461699177736386e+16,20170208,164823,107
630,1.461533980642597e+16,20170128,11338,108
631,1.461533980642597e+16,20170128,11341,108
632,1.461521591316509e+16,20170127,123110,109
633,1.461521591316509e+16,20170119,205253,109
634,1.461533980642597e+16,20170202,105730,110
