,NUM_CALLER_KEY,CALL_DATE,TIME_MIN_CALL,CELL_CALL_CODE
65,1508338528891430,2017-01-17 00:00:00,2022-05-25 11:06:24,116
66,14615330398405970,2017-02-01 00:00:00,2022-05-25 20:51:23,654
67,14615362915496210,2017-02-03 00:00:00,2022-05-25 21:20:44,682
68,14615407585359740,2017-01-22 00:00:00,2022-05-25 14:08:10,37
69,14615400278086670,2017-01-11 00:00:00,2022-05-25 10:45:29,39
70,14615342747560270,2017-01-08 00:00:00,2022-05-25 18:44:23,190
71,14615372369190770,2017-01-02 00:00:00,2022-05-25 08:06:59,481
72,14615224339316630,2017-01-11 00:00:00,2022-05-25 14:07:02,303
73,14615362915496210,2017-01-05 00:00:00,2022-05-25 23:58:13,14
74,14615224339316630,2017-01-05 00:00:00,2022-05-25 09:40:58,528
75,14615396980726370,2017-01-10 00:00:00,2022-05-25 18:17:27,270
76,14615362915496210,2017-01-02 00:00:00,2022-05-25 19:34:00,585
77,14615227001859360,2017-01-09 00:00:00,2022-05-25 18:48:30,325
78,14616970979264120,2017-01-26 00:00:00,2022-05-25 23:18:09,779
79,14615424524349040,2017-01-14 00:00:00,2022-05-25 13:29:26,592
80,14615366820272070,2017-02-10 00:00:00,2022-05-25 23:29:07,272
81,14615414061338340,2017-01-21 00:00:00,2022-05-25 21:58:47,83
82,14615194667453690,2017-01-08 00:00:00,2022-05-25 17:31:51,352
83,14615230806211460,2017-01-26 00:00:00,2022-05-25 11:02:38,283
84,14616970979264120,2017-01-18 00:00:00,2022-05-25 19:40:11,289
85,14617010392501520,2017-01-09 00:00:00,2022-05-25 08:16:24,352
86,14615169567198860,2017-01-10 00:00:00,2022-05-25 19:35:28,270
87,1508316675572647,2017-01-13 00:00:00,2022-05-25 21:52:16,660
88,14615205906858960,2017-02-09 00:00:00,2022-05-25 23:58:39,644
89,14615396446378240,2017-01-25 00:00:00,2022-05-25 22:58:43,261
90,14615432776908910,2017-01-06 00:00:00,2022-05-25 23:06:11,229
91,14615286875279600,2017-01-08 00:00:00,2022-05-25 20:12:35,396
92,14615224293646630,2017-01-11 00:00:00,2022-05-25 10:24:11,849
93,14615366820272070,2017-01-21 00:00:00,2022-05-25 12:38:14,91
94,14615362915496210,2017-01-11 00:00:00,2022-05-25 17:12:38,175
95,14616970979264120,2017-01-05 00:00:00,2022-05-25 09:52:07,31
96,14615238277805200,2017-01-20 00:00:00,2022-05-25 22:11:13,203
97,14615372369190770,2017-02-10 00:00:00,2022-05-25 15:18:12,275
98,14616970979264120,2017-01-24 00:00:00,2022-05-25 19:35:30,332
99,14615396980726370,2017-01-10 00:00:00,2022-05-25 11:46:46,188
100,14615442335644470,2017-02-06 00:00:00,2022-05-25 23:51:59,513
101,14615442335644470,2017-01-31 00:00:00,2022-05-25 22:16:22,691
102,14615345483175000,2017-01-31 00:00:00,2022-05-25 21:04:10,540
103,14616970979264120,2017-01-17 00:00:00,2022-05-25 15:14:20,23
104,14615194667453690,2017-01-27 00:00:00,2022-05-25 23:09:23,299
105,14615166466219560,2017-01-12 00:00:00,2022-05-25 14:21:14,304
106,14615395354901770,2017-02-02 00:00:00,2022-05-25 20:28:02,18
107,14615220005192520,2017-02-08 00:00:00,2022-05-25 13:42:35,190
108,14615220005192520,2017-01-09 00:00:00,2022-05-25 10:34:47,730
109,1511351423050227,2017-01-13 00:00:00,2022-05-25 09:59:47,0
110,14615169567198860,2017-01-05 00:00:00,2022-05-25 17:58:19,231
111,14615224339316630,2017-01-18 00:00:00,2022-05-25 19:51:20,23
112,14615421332029740,2017-01-04 00:00:00,2022-05-25 13:04:31,183
113,14615224339316630,2017-01-12 00:00:00,2022-05-25 14:59:22,283
114,14615166466219560,2017-01-03 00:00:00,2022-05-25 22:49:38,143
115,14615377050365770,2017-01-08 00:00:00,2022-05-25 17:18:48,23
116,14615362915496210,2017-01-18 00:00:00,2022-05-25 13:26:37,270
117,14615424428442040,2017-02-06 00:00:00,2022-05-25 19:57:31,94
118,14616991777363860,2017-01-10 00:00:00,2022-05-25 14:43:39,297
119,14615362915496210,2017-01-05 00:00:00,2022-05-25 12:46:04,9
120,14615336477051000,2017-01-04 00:00:00,2022-05-25 20:59:39,59
121,14615166004947990,2017-02-06 00:00:00,2022-05-25 18:35:50,175
122,14615230806211460,2017-01-07 00:00:00,2022-05-25 10:54:25,859
123,14615178436353960,2017-01-11 00:00:00,2022-05-25 09:08:07,351
124,14616947523101890,2017-01-04 00:00:00,2022-05-25 14:05:49,164
125,14615262724974460,2017-01-08 00:00:00,2022-05-25 21:49:41,278
126,14615440495170880,2017-01-10 00:00:00,2022-05-25 15:20:41,250
127,14615362915496210,2017-01-14 00:00:00,2022-05-25 18:36:56,308
128,14615418322390440,2017-01-29 00:00:00,2022-05-25 23:27:32,219
129,14615424428442040,2017-01-05 00:00:00,2022-05-25 10:09:29,849
130,14615362915496210,2017-01-16 00:00:00,2022-05-25 08:35:03,233
131,14615169567198860,2017-01-05 00:00:00,2022-05-25 19:40:28,343
132,14615194667453690,2017-02-11 00:00:00,2022-05-25 18:55:11,197
133,14615368752090240,2017-01-07 00:00:00,2022-05-25 23:37:44,173
134,14615363285427770,2017-01-26 00:00:00,2022-05-25 14:50:21,540
135,14615442335644470,2017-01-25 00:00:00,2022-05-25 16:39:16,351
136,14615383750131940,2017-01-15 00:00:00,2022-05-25 21:29:25,22
137,14615397907836500,2017-02-05 00:00:00,2022-05-25 17:43:45,188
138,14615166004947990,2017-01-12 00:00:00,2022-05-25 14:01:58,570
139,14616970979264120,2017-01-19 00:00:00,2022-05-25 15:00:30,348
140,14615342747560270,2017-01-30 00:00:00,2022-05-25 17:11:35,206
141,1511450097286867,2017-01-23 00:00:00,2022-05-25 10:52:03,682
142,1508338528891430,2017-01-17 00:00:00,2022-05-25 23:07:44,21
143,14616947523101890,2017-01-28 00:00:00,2022-05-25 20:38:48,660
144,14615194667453690,2017-01-02 00:00:00,2022-05-25 19:55:43,229
145,14615362915496210,2017-01-09 00:00:00,2022-05-25 16:11:26,11
146,14615341249566000,2017-01-27 00:00:00,2022-05-25 12:16:37,385
147,14615362915496210,2017-01-09 00:00:00,2022-05-25 09:03:55,267
148,14615194667453690,2017-01-15 00:00:00,2022-05-25 16:11:37,229
149,14615362915496210,2017-01-10 00:00:00,2022-05-25 22:33:26,254
150,14615169567198860,2017-01-29 00:00:00,2022-05-25 11:26:44,185
151,14615220005192520,2017-01-27 00:00:00,2022-05-25 17:48:02,71
152,14615379863619500,2017-01-11 00:00:00,2022-05-25 09:33:19,97
153,14615362915496210,2017-01-21 00:00:00,2022-05-25 11:52:43,297
154,14617010392501520,2017-01-06 00:00:00,2022-05-25 14:16:36,100
155,1511450097286867,2017-01-07 00:00:00,2022-05-25 22:13:33,252
156,14615422734112440,2017-02-03 00:00:00,2022-05-25 19:38:42,283
157,14615202088856090,2017-01-05 00:00:00,2022-05-25 12:02:01,103
158,14615340116986540,2017-01-29 00:00:00,2022-05-25 20:10:11,834
159,14616947523101890,2017-01-09 00:00:00,2022-05-25 17:44:25,351
160,14615228723636630,2017-01-07 00:00:00,2022-05-25 13:57:37,309
161,14615362915496210,2017-01-02 00:00:00,2022-05-25 21:00:04,201
162,14615385618053210,2017-01-02 00:00:00,2022-05-25 17:37:08,476
163,14615169567198860,2017-02-03 00:00:00,2022-05-25 23:26:41,350
164,14616947669245890,2017-01-02 00:00:00,2022-05-25 22:28:24,65
165,14615362915496210,2017-01-17 00:00:00,2022-05-25 14:06:46,479
166,14615362915496210,2017-01-07 00:00:00,2022-05-25 14:49:18,106
167,14615371186324070,2017-01-11 00:00:00,2022-05-25 14:58:55,269
168,14616947523101890,2017-01-30 00:00:00,2022-05-25 13:32:36,32
169,14615442335644470,2017-01-10 00:00:00,2022-05-25 19:31:23,32
170,14615194667453690,2017-01-15 00:00:00,2022-05-25 09:25:00,434
171,14615372369190770,2017-01-08 00:00:00,2022-05-25 23:57:41,30
172,14615396446378240,2017-01-08 00:00:00,2022-05-25 14:20:21,540
173,14616935434220920,2017-01-07 00:00:00,2022-05-25 18:04:22,291
174,14615339806425970,2017-01-09 00:00:00,2022-05-25 09:31:49,155
175,14615224339316630,2017-01-01 00:00:00,2022-05-25 15:36:05,9
176,14615362915496210,2017-01-02 00:00:00,2022-05-25 08:48:16,540
177,14615396446378240,2017-01-11 00:00:00,2022-05-25 19:02:14,70
178,14615330147216400,2017-01-05 00:00:00,2022-05-25 16:06:39,3
179,14615363285427770,2017-01-14 00:00:00,2022-05-25 13:47:47,264
180,14617008615920260,2017-02-01 00:00:00,2022-05-25 22:49:13,175
181,14615230806211460,2017-01-06 00:00:00,2022-05-25 11:26:57,18
182,14615345898776570,2017-01-19 00:00:00,2022-05-25 23:54:51,644
183,14615169567198860,2017-01-18 00:00:00,2022-05-25 17:28:16,662
184,1511450097286867,2017-01-20 00:00:00,2022-05-25 23:16:33,660
185,14615362915496210,2017-02-01 00:00:00,2022-05-25 20:38:31,160
186,14615362915496210,2017-01-07 00:00:00,2022-05-25 17:35:46,1
187,14615362915496210,2017-01-08 00:00:00,2022-05-25 13:14:39,291
188,14615337422429130,2017-01-29 00:00:00,2022-05-25 15:13:41,861
189,1511450097286867,2017-01-06 00:00:00,2022-05-25 19:27:07,8
190,14615414362764910,2017-01-09 00:00:00,2022-05-25 21:25:52,190
191,14615388134447370,2017-01-11 00:00:00,2022-05-25 06:36:19,255
192,14615341249566000,2017-01-28 00:00:00,2022-05-25 14:39:26,259
193,14615362915496210,2017-01-08 00:00:00,2022-05-25 17:20:00,513
194,14615362915496210,2017-01-17 00:00:00,2022-05-25 21:05:33,663
195,14615341249566000,2017-02-09 00:00:00,2022-05-25 17:33:57,266
196,14615238277805200,2017-01-08 00:00:00,2022-05-25 23:56:08,494
197,1508348000516039,2017-01-26 00:00:00,2022-05-25 16:06:20,645
198,14615338358673270,2017-01-20 00:00:00,2022-05-25 17:30:11,547
199,14615220484732090,2017-01-05 00:00:00,2022-05-25 09:11:51,30
200,14615169567198860,2017-01-08 00:00:00,2022-05-25 19:22:34,12
201,14615440495170880,2017-01-15 00:00:00,2022-05-25 14:19:57,756
202,14616970979264120,2017-01-08 00:00:00,2022-05-25 22:30:54,16
203,1508316675572647,2017-01-07 00:00:00,2022-05-25 17:26:49,340
204,14615396446378240,2017-01-11 00:00:00,2022-05-25 11:30:45,101
205,14615362915496210,2017-01-07 00:00:00,2022-05-25 16:09:16,254
206,14616972901943720,2017-01-18 00:00:00,2022-05-25 07:47:58,47
207,14615169567198860,2017-01-10 00:00:00,2022-05-25 10:56:37,92
208,14615339806425970,2017-01-04 00:00:00,2022-05-25 09:54:12,205
209,14615362915496210,2017-01-30 00:00:00,2022-05-25 17:22:24,681
210,14616991777363860,2017-01-10 00:00:00,2022-05-25 11:35:53,654
211,14615279243840860,2017-01-03 00:00:00,2022-05-25 13:52:40,100
212,14615366751767070,2017-01-07 00:00:00,2022-05-25 09:27:07,388
213,14615341249566000,2017-01-07 00:00:00,2022-05-25 09:55:02,250
214,14615426104544740,2017-02-05 00:00:00,2022-05-25 09:46:27,661
215,14615169567198860,2017-02-02 00:00:00,2022-05-25 21:32:17,660
216,14615440495170880,2017-01-25 00:00:00,2022-05-25 19:25:06,170
217,14617008108978690,2017-02-10 00:00:00,2022-05-25 16:49:50,249
218,14615443733160180,2017-01-19 00:00:00,2022-05-25 15:39:14,126
219,14615381681303770,2017-01-24 00:00:00,2022-05-25 01:48:32,270
220,14615230806211460,2017-02-10 00:00:00,2022-05-25 18:09:03,15
221,14615388586584940,2017-01-22 00:00:00,2022-05-25 17:05:42,238
222,14616935434220920,2017-01-13 00:00:00,2022-05-25 19:12:54,45
223,14615443025266040,2017-01-12 00:00:00,2022-05-25 08:07:37,829
224,14616970979264120,2017-01-28 00:00:00,2022-05-25 13:49:40,255
225,14615205906858960,2017-01-02 00:00:00,2022-05-25 20:20:54,34
226,14615228723636630,2017-02-08 00:00:00,2022-05-25 15:07:13,643
227,14615388641388940,2017-01-02 00:00:00,2022-05-25 07:22:26,32
228,1508316675572647,2017-01-11 00:00:00,2022-05-25 08:53:17,284
229,14615228723636630,2017-01-24 00:00:00,2022-05-25 12:18:33,92
230,1511183507398538,2017-01-23 00:00:00,2022-05-25 16:39:49,101
231,14615366820272070,2017-01-18 00:00:00,2022-05-25 18:16:04,682
232,14615443459135610,2017-01-18 00:00:00,2022-05-25 17:47:41,60
233,14615230806211460,2017-01-27 00:00:00,2022-05-25 21:07:09,348
234,14615362915496210,2017-01-07 00:00:00,2022-05-25 22:15:30,830
235,14615336577525000,2017-01-16 00:00:00,2022-05-25 09:48:50,84
236,1511449234128434,2017-01-13 00:00:00,2022-05-25 14:44:55,663
237,14615443760562180,2017-01-22 00:00:00,2022-05-25 23:46:45,114
238,14615213693580260,2017-01-30 00:00:00,2022-05-25 23:55:27,662
239,14615400278086670,2017-01-11 00:00:00,2022-05-25 16:11:09,87
240,14615342747560270,2017-01-26 00:00:00,2022-05-25 14:25:09,192
241,14615362915496210,2017-01-05 00:00:00,2022-05-25 09:43:47,849
242,14615238277805200,2017-01-10 00:00:00,2022-05-25 09:47:49,779
243,14615443459135610,2017-01-13 00:00:00,2022-05-25 10:33:52,492
244,14615330681559970,2017-01-26 00:00:00,2022-05-25 23:32:04,779
245,14615426104544740,2017-01-19 00:00:00,2022-05-25 21:33:21,64
246,14615418322390440,2017-01-09 00:00:00,2022-05-25 18:16:27,8
247,14615362915496210,2017-02-08 00:00:00,2022-05-25 10:44:19,102
248,14615443737727180,2017-01-10 00:00:00,2022-05-25 14:14:10,308
249,1508316675572647,2017-01-17 00:00:00,2022-05-25 18:39:49,73
250,14615395354901770,2017-01-09 00:00:00,2022-05-25 11:02:47,18
251,14615442335644470,2017-01-28 00:00:00,2022-05-25 10:56:18,63
252,14615220009759520,2017-01-10 00:00:00,2022-05-25 19:12:50,260
253,14615194667453690,2017-01-11 00:00:00,2022-05-25 07:40:10,434
254,14615169567198860,2017-01-13 00:00:00,2022-05-25 17:52:42,188
255,14615215913165090,2017-01-25 00:00:00,2022-05-25 09:14:09,758
256,1511070392230259,2017-01-12 00:00:00,2022-05-25 07:42:29,144
257,14615379863619500,2017-01-07 00:00:00,2022-05-25 23:20:28,91
258,14615340116986540,2017-01-10 00:00:00,2022-05-25 23:55:22,155
259,14615374693770940,2017-01-28 00:00:00,2022-05-25 15:55:52,306
260,14615357316299400,2017-01-11 00:00:00,2022-05-25 09:30:15,684
261,14615341249566000,2017-02-08 00:00:00,2022-05-25 17:07:42,14
262,14615169567198860,2017-01-24 00:00:00,2022-05-25 15:04:38,87
263,14615366751767070,2017-02-07 00:00:00,2022-05-25 13:41:34,38
264,14615426209590310,2017-02-05 00:00:00,2022-05-25 12:51:52,272
265,14615169567198860,2017-01-01 00:00:00,2022-05-25 23:01:44,513
266,1511450097286867,2017-01-15 00:00:00,2022-05-25 17:24:08,255
267,14615206459470520,2017-01-17 00:00:00,2022-05-25 22:46:13,10
268,14615342747560270,2017-01-09 00:00:00,2022-05-25 14:15:19,265
269,14615431854411440,2017-01-13 00:00:00,2022-05-25 10:43:25,187
270,14616972901943720,2017-01-25 00:00:00,2022-05-25 07:50:09,231
271,1508316675572647,2017-01-07 00:00:00,2022-05-25 23:50:07,15
272,14615335979289100,2017-01-25 00:00:00,2022-05-25 23:57:34,18
273,14615287455297730,2017-01-18 00:00:00,2022-05-25 09:29:28,1
274,14615362915496210,2017-01-09 00:00:00,2022-05-25 22:03:11,779
275,14615336477051000,2017-01-04 00:00:00,2022-05-25 18:30:03,414
276,14615214716597390,2017-01-15 00:00:00,2022-05-25 18:28:36,348
277,14615230806211460,2017-01-10 00:00:00,2022-05-25 14:05:05,118
278,14615220484732090,2017-01-27 00:00:00,2022-05-25 22:24:56,42
279,14615415171128470,2017-01-28 00:00:00,2022-05-25 21:12:24,63
280,14615224339316630,2017-01-13 00:00:00,2022-05-25 11:15:51,6
281,14615442335644470,2017-01-17 00:00:00,2022-05-25 20:54:03,451
282,14615430050428180,2017-01-22 00:00:00,2022-05-25 16:30:35,55
283,14615286875279600,2017-01-24 00:00:00,2022-05-25 23:40:57,257
284,14615330147216400,2017-02-05 00:00:00,2022-05-25 10:34:42,641
285,1511450097286867,2017-01-12 00:00:00,2022-05-25 12:21:55,297
286,14615224293646630,2017-01-31 00:00:00,2022-05-25 18:00:03,36
287,14615220009759520,2017-01-10 00:00:00,2022-05-25 22:44:15,270
288,14615385618053210,2017-01-07 00:00:00,2022-05-25 16:10:39,20
289,14615194667453690,2017-02-11 00:00:00,2022-05-25 12:53:15,287
290,14615362915496210,2017-01-11 00:00:00,2022-05-25 23:52:20,231
291,14615343172295840,2017-01-20 00:00:00,2022-05-25 15:25:36,18
292,14615362915496210,2017-01-09 00:00:00,2022-05-25 18:16:07,358
293,14615223521819060,2017-01-10 00:00:00,2022-05-25 14:17:46,149
294,14615339806425970,2017-01-10 00:00:00,2022-05-25 19:01:35,311
295,14615362915496210,2017-01-31 00:00:00,2022-05-25 10:27:09,305
296,14615178436353960,2017-01-10 00:00:00,2022-05-25 10:41:42,13
297,14615286875279600,2017-02-09 00:00:00,2022-05-25 09:05:03,861
298,14615224311914630,2017-01-10 00:00:00,2022-05-25 11:10:18,303
299,14615220005192520,2017-01-29 00:00:00,2022-05-25 09:29:02,673
300,14615169567198860,2017-02-09 00:00:00,2022-05-25 07:31:40,246
301,14615331585835100,2017-01-06 00:00:00,2022-05-25 15:14:50,434
302,14616970979264120,2017-01-01 00:00:00,2022-05-25 10:01:11,71
303,14615169567198860,2017-02-02 00:00:00,2022-05-25 10:58:36,681
304,14615342747560270,2017-01-20 00:00:00,2022-05-25 23:56:14,64
305,1511450097286867,2017-01-10 00:00:00,2022-05-25 09:20:04,155
306,14615169567198860,2017-01-13 00:00:00,2022-05-25 17:44:09,205
307,1511541336849403,2017-02-11 00:00:00,2022-05-25 09:06:47,187
308,14615362915496210,2017-01-17 00:00:00,2022-05-25 09:32:37,352
309,14615169567198860,2017-01-04 00:00:00,2022-05-25 19:32:45,268
310,14615362915496210,2017-02-04 00:00:00,2022-05-25 14:12:34,15
311,14615224339316630,2017-01-13 00:00:00,2022-05-25 14:38:42,644
312,14616970979264120,2017-01-23 00:00:00,2022-05-25 17:46:57,188
313,14615220484732090,2017-01-13 00:00:00,2022-05-25 13:17:31,37
314,14615342747560270,2017-01-10 00:00:00,2022-05-25 07:43:07,249
315,14615368752090240,2017-01-17 00:00:00,2022-05-25 16:06:02,253
316,14615209638088820,2017-01-06 00:00:00,2022-05-25 08:54:42,523
317,14615426104544740,2017-01-02 00:00:00,2022-05-25 15:35:12,254
318,14615169567198860,2017-01-07 00:00:00,2022-05-25 21:27:02,699
319,14615367852427770,2017-02-10 00:00:00,2022-05-25 22:22:46,1
320,14615349785330100,2017-01-29 00:00:00,2022-05-25 18:58:12,118
321,14617010392501520,2017-01-14 00:00:00,2022-05-25 13:46:57,185
322,1511070392230259,2017-01-04 00:00:00,2022-05-25 15:30:25,346
323,14615426104544740,2017-01-18 00:00:00,2022-05-25 08:41:16,769
324,14615362915496210,2017-01-15 00:00:00,2022-05-25 22:35:05,254
325,14615169567198860,2017-01-05 00:00:00,2022-05-25 10:47:21,20
326,1508338528891430,2017-01-09 00:00:00,2022-05-25 18:25:33,255
327,14615362915496210,2017-01-13 00:00:00,2022-05-25 12:08:07,34
328,14615389847090640,2017-01-14 00:00:00,2022-05-25 19:31:29,348
329,14615238277805200,2017-01-05 00:00:00,2022-05-25 13:42:02,43
330,14615213615941260,2017-01-10 00:00:00,2022-05-25 21:30:43,681
331,1511583111586598,2017-01-11 00:00:00,2022-05-25 00:44:37,152
332,14615166004947990,2017-01-10 00:00:00,2022-05-25 13:51:33,355
333,14615388134447370,2017-01-31 00:00:00,2022-05-25 07:19:56,352
334,14615220009759520,2017-01-05 00:00:00,2022-05-25 18:23:07,861
335,14615213615941260,2017-01-19 00:00:00,2022-05-25 15:22:33,229
336,14615342747560270,2017-01-21 00:00:00,2022-05-25 18:12:31,10
337,14615194667453690,2017-01-13 00:00:00,2022-05-25 10:37:04,24
338,14616991777363860,2017-02-03 00:00:00,2022-05-25 21:52:32,348
339,14615362915496210,2017-01-12 00:00:00,2022-05-25 21:06:35,99
340,14615330681559970,2017-02-05 00:00:00,2022-05-25 11:09:40,239
341,14615341249566000,2017-02-03 00:00:00,2022-05-25 20:01:43,93
342,14615213615941260,2017-01-18 00:00:00,2022-05-25 06:23:35,249
343,14616970979264120,2017-01-14 00:00:00,2022-05-25 14:07:51,99
344,14615280550016570,2017-01-25 00:00:00,2022-05-25 19:01:06,540
345,14615396980726370,2017-02-11 00:00:00,2022-05-25 11:11:56,559
346,14615362915496210,2017-01-08 00:00:00,2022-05-25 18:37:00,267
347,14615424524349040,2017-01-15 00:00:00,2022-05-25 10:27:31,779
348,14615424428442040,2017-01-08 00:00:00,2022-05-25 09:59:26,15
349,14615362915496210,2017-01-18 00:00:00,2022-05-25 23:57:51,99
350,14615415193963470,2017-01-14 00:00:00,2022-05-25 18:35:41,26
351,14615390824437770,2017-01-02 00:00:00,2022-05-25 09:16:21,267
352,14615194667453690,2017-02-03 00:00:00,2022-05-25 22:19:11,16
353,14615426104544740,2017-01-14 00:00:00,2022-05-25 13:00:59,230
354,14615212830453790,2017-01-20 00:00:00,2022-05-25 11:49:47,645
355,1508316675572647,2017-01-09 00:00:00,2022-05-25 19:59:24,258
356,14615442335644470,2017-01-29 00:00:00,2022-05-25 10:31:11,91
357,14615418322390440,2017-01-06 00:00:00,2022-05-25 16:00:18,758
358,14615362915496210,2017-02-07 00:00:00,2022-05-25 22:08:12,308
359,14615362915496210,2017-01-23 00:00:00,2022-05-25 19:31:25,485
360,14615223521819060,2017-01-30 00:00:00,2022-05-25 14:03:10,253
361,14615330681559970,2017-01-12 00:00:00,2022-05-25 13:51:42,252
362,14615230806211460,2017-01-06 00:00:00,2022-05-25 12:23:08,169
363,14615228723636630,2017-01-06 00:00:00,2022-05-25 11:27:55,21
364,14615336477051000,2017-01-02 00:00:00,2022-05-25 19:57:01,170
365,14615241447289490,2017-01-02 00:00:00,2022-05-25 10:04:36,24
366,1511450097286867,2017-01-04 00:00:00,2022-05-25 10:08:12,305
367,14615443760562180,2017-01-29 00:00:00,2022-05-25 16:46:32,5
368,14615362915496210,2017-01-21 00:00:00,2022-05-25 16:09:54,660
369,14615350474910570,2017-01-13 00:00:00,2022-05-25 09:28:45,45
370,14616935434220920,2017-01-14 00:00:00,2022-05-25 23:38:29,480
371,14615426104544740,2017-01-15 00:00:00,2022-05-25 13:17:43,596
372,14616947523101890,2017-01-12 00:00:00,2022-05-25 08:32:35,716
373,14615426104544740,2017-01-18 00:00:00,2022-05-25 19:05:06,73
374,14615442335644470,2017-02-11 00:00:00,2022-05-25 18:50:57,114
