	Unnamed: 0	PUMA	YEAR	HHWT	GQ	PERWT	SEX	AGE	MARST	RACE	HISPAN	CITIZEN	SPEAKENG	HCOVANY	HCOVPRIV	HINSEMP	HINSCAID	HINSCARE	EDUC	EMPSTAT	EMPSTATD	LABFORCE	WRKLSTWK	ABSENT	LOOKING	AVAILBLE	WRKRECAL	WORKEDYR	INCTOT	INCWAGE	INCWELFR	INCINVST	INCEARN	POVERTY	DEPARTS	ARRIVES	sim_individual_id
12	93	17-2700	2012	294.0	1	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	25	2	1	4	2	4	3	3	429	0	0	14	0	130	72	717	186410
13	199	17-2501	2012	258.0	1	54.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	2	4	1	4	2	3	651	0	0	9	10100	0	1763	898	143728
14	166	17-2000	2012	2.0	2	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	2	1	4	1	4	3	3	1711	14060	0	2	0	0	892	0	83665
15	160	17-2100	2012	66.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	6	1	28	2	1	1	2	3	3	3	0	0	0	0	1000	305	1029	0	118063
16	90	17-2601	2012	70.0	1	67.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	2	4	2	4	2	2	0	0	0	0	30150	61	896	1313	199417
17	132	17-2100	2012	28.0	3	11.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	10	1	1	4	1	4	3	2	4592	0	0	15	9110	0	1003	801	146331
18	88	17-2000	2012	106.0	1	3.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	10	1	2	1	1	4	2	3	0	2860	0	0	0	159	154	446	199417
19	83	17-2300	2012	173.0	1	10.0	1	21	5	1	0	0	3	2	1	2	1	1	6	1	23	2	1	4	1	4	3	3	31399	0	0	1	0	205	155	611	164127
20	155	17-2400	2012	6.0	4	76.0	1	21	6	1	0	0	3	2	1	1	1	1	7	1	10	1	1	4	1	4	2	2	6701	2740	0	0	10500	55	1131	0	113033
21	19	17-2501	2012	180.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	22	1	2	2	1	4	3	3	1836	0	0	12	0	23	1122	0	138542
22	2	17-105	2012	65.0	1	33.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	10	1	2	4	1	4	3	2	0	0	0	0	8540	1	86	0	176827
23	0	17-1300	2012	2.0	1	78.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	24	1	1	4	1	4	3	3	0	0	0	9	5880	233	1166	0	199417
24	54	17-1001	2012	146.0	1	77.0	1	21	5	1	0	0	3	2	1	2	1	1	5	1	27	1	1	4	2	5	2	3	35073	0	0	0	5310	434	935	462	190014
25	46	17-1205	2012	2.0	1	15.0	1	21	6	1	0	0	3	1	1	2	1	1	6	2	10	1	1	1	1	4	3	3	1902	0	0	9	10440	62	1021	0	194911
26	155	17-1001	2012	78.0	2	42.0	1	21	5	1	0	0	3	2	2	1	1	1	5	3	30	2	2	4	1	4	2	3	5247	0	0	10	0	0	218	42	199417
27	88	17-202	2012	2.0	1	42.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	2	1	4	2	2	3	3	63161	0	0	15	12480	64	817	541	150681
28	142	17-202	2012	37.0	3	2.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	1	2	1	2	4	3	3	51529	0	0	9	8160	501	97	0	97954
29	125	17-2100	2012	2.0	3	343.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	1	4	3	2	1594	20	0	3	0	12	753	0	177492
30	186	17-2801	2012	123.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	1	2	4	3	1	0	0	0	6	0	6	711	0	109459
31	94	17-1900	2012	2.0	2	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	30	1	1	1	2	4	3	3	76000	1850	0	3	2330	501	169	883	117634
32	1	17-2300	2012	43.0	1	29.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	10	2	2	4	2	4	3	2	2504	0	0	13	5000	314	74	378	199417
33	53	17-2100	2012	29.0	4	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	2	4	2	4	3	3	9214	0	0	9	6120	37	271	0	163164
34	199	17-2801	2012	327.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	2	2	1	4	3	2	9460	0	0	14	1620	88	4	401	199417
35	189	17-1602	2012	144.0	4	2.0	1	21	6	1	0	0	3	2	1	2	1	1	8	2	24	1	2	4	1	4	2	3	0	0	0	13	0	135	1030	641	129788
36	49	17-2700	2012	53.0	1	7.0	1	21	6	1	0	0	3	1	1	1	1	1	6	1	25	2	1	1	2	4	2	3	5690	0	0	19	7750	0	177	617	166439
37	199	17-2000	2012	2.0	3	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	30	2	1	1	1	4	3	2	7847	0	0	16	0	62	186	0	199417
38	145	17-2501	2012	2.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	1	1	4	1	4	2	3	1443	0	0	8	3680	0	1889	363	125894
39	67	17-2000	2012	2.0	1	2.0	1	21	6	1	0	0	3	1	1	2	1	1	6	2	10	1	2	1	3	5	3	3	0	4600	0	7	4250	116	11	793	100134
40	199	17-1701	2012	83.0	4	88.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	1	2	4	1	4	2	3	2998	8500	0	16	0	331	296	0	157507
41	5	17-2300	2012	400.0	3	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	29	1	2	4	1	3	2	3	52689	0	0	8	21160	473	1024	331	181595
42	0	17-1001	2012	92.0	3	84.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	1	1	4	1	4	2	2	0	0	0	17	0	0	186	2254	199417
43	149	17-2801	2012	83.0	1	45.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	22	1	2	4	1	4	2	2	3819	15590	0	11	0	132	1060	264	199417
44	95	17-2501	2012	410.0	1	100.0	1	21	5	1	0	0	3	1	1	2	1	1	6	2	10	1	1	4	2	4	3	3	1414	0	0	17	12410	0	971	435	199417
45	104	17-2100	2012	91.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	1	1	1	5	3	3	74351	6110	0	11	18750	0	148	974	155966
46	123	17-104	2012	2.0	1	294.0	1	21	5	1	0	0	3	2	1	2	2	1	5	1	22	1	2	4	2	4	2	3	7	0	0	9	33010	187	104	352	199417
47	144	17-2200	2012	46.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	29	2	2	1	3	5	2	3	17788	0	0	0	20420	149	724	953	140030
48	148	17-1001	2012	244.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	1	2	2	2	2	58981	0	0	15	5890	0	1162	279	45217
49	89	17-1001	2012	330.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	1	2	2	1	4	1	2	35678	0	0	3	0	0	273	0	199417
50	85	17-2000	2012	127.0	3	8.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	10	2	1	4	1	4	2	2	7379	0	0	5	0	131	849	0	187565
51	29	17-2501	2012	2.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	2	29	2	2	4	2	5	3	3	0	13390	0	0	0	65	142	580	101727
52	199	17-104	2012	2.0	3	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	2	4	3	3	1199	0	0	0	0	323	705	1678	116678
53	124	17-2100	2012	95.0	4	2.0	1	21	6	1	0	0	3	2	1	1	1	1	5	3	29	1	1	4	2	4	3	3	0	0	0	16	120	0	1129	448	160827
54	168	17-1701	2012	56.0	1	136.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	11	1	1	4	2	3	2	3	27206	63420	0	10	4290	46	1009	364	197746
55	96	17-1602	2012	477.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	6	2	10	1	2	4	1	4	2	2	0	0	0	0	51970	138	984	264	199417
56	188	17-2501	2012	99.0	4	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	2	4	3	2	9825	12800	0	13	8020	0	882	427	182855
57	156	17-202	2012	2.0	4	136.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	25	1	2	1	1	5	2	1	60784	0	0	0	1990	0	827	322	199417
58	83	17-1300	2012	170.0	3	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	1	1	5	2	2	5951	0	0	8	30790	276	74	0	140305
59	115	17-1602	2012	85.0	4	68.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	2	2	3	3	1088	0	0	18	0	39	1093	645	177109
60	156	17-1602	2012	64.0	4	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	25	1	2	1	1	4	2	3	958	0	0	0	19430	0	954	422	12
61	157	17-2601	2012	23.0	1	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	10	1	2	4	2	4	3	3	0	0	0	12	0	501	0	0	199417
62	122	17-2601	2012	2.0	1	205.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	26	1	2	4	1	4	1	2	40941	0	0	4	33710	76	839	0	130520
63	70	17-105	2012	67.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	6	1	29	1	1	1	1	4	3	1	4961	0	0	0	9640	107	1002	452	178915
64	26	17-2200	2012	22.0	4	59.0	1	21	5	1	0	0	3	2	1	1	1	1	6	2	10	1	1	1	2	4	2	1	0	0	0	13	64050	497	1139	0	182198
65	147	17-1205	2012	2.0	1	61.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	1	2	4	2	4	3	2	2132	0	0	11	13500	44	187	228	165985
66	174	17-2000	2012	536.0	3	15.0	1	21	6	1	0	0	3	1	1	1	1	1	7	2	10	1	2	4	3	4	3	2	13516	0	0	0	0	36	1010	0	178849
67	81	17-1205	2012	2.0	2	4.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	30	2	1	1	2	4	3	2	8111	0	0	18	3590	158	0	0	162768
68	172	17-1001	2012	2.0	1	2.0	1	21	5	1	0	0	3	2	1	2	1	1	6	2	23	1	1	4	1	4	3	2	5560	0	0	5	6070	308	1212	269	151387
69	138	17-2601	2012	30.0	4	57.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	30	1	2	1	2	4	2	3	3519	0	0	7	1880	70	517	345	105476
70	48	17-1500	2012	17.0	2	11.0	1	21	5	1	0	0	3	1	1	1	1	1	6	1	28	1	2	4	2	4	3	2	10214	0	0	5	7100	110	1107	0	86194
71	199	17-2200	2012	263.0	1	2.0	1	21	5	1	0	0	3	2	1	2	1	1	6	1	27	2	2	4	2	5	3	3	13831	0	0	17	7640	501	771	329	145352
72	170	17-104	2012	2.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	23	1	2	1	2	4	3	2	6388	0	0	0	1020	104	634	414	181459
73	149	17-2000	2012	81.0	3	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	23	1	2	1	2	4	3	3	92	0	0	17	0	0	196	0	126453
74	187	17-2000	2012	2.0	3	114.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	1	4	1	4	3	2	23215	7680	0	10	0	402	258	58	134492
75	30	17-2601	2012	58.0	4	14.0	1	21	6	1	0	0	3	1	1	2	1	1	7	1	30	1	2	1	3	3	3	2	0	0	0	7	27310	180	420	0	150702
76	199	17-2200	2012	2.0	4	131.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	1	2	1	2	5	2	2	6238	0	0	13	0	0	843	238	170083
77	59	17-1900	2012	2.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	2	2	4	1	4	2	1	26084	4010	0	0	21320	137	55	0	103109
78	0	17-2601	2012	104.0	3	29.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	28	1	1	4	1	4	3	3	18454	0	0	11	9580	228	435	0	199417
79	76	17-1500	2012	71.0	4	54.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	24	2	1	1	1	4	2	2	5538	0	0	9	12690	474	980	0	180721
80	143	17-1500	2012	2.0	1	110.0	1	21	6	1	0	0	3	2	1	1	1	1	5	2	24	2	2	4	2	4	2	2	2182	8740	0	7	0	99	819	483	148571
81	81	17-105	2012	22.0	4	87.0	1	21	6	1	0	0	3	1	1	2	1	1	5	2	10	1	1	1	2	5	2	3	4583	0	0	4	39580	333	1142	0	199417
82	199	17-2200	2012	2.0	3	2.0	1	21	5	1	0	0	3	2	1	2	1	1	5	1	10	2	1	1	1	4	3	3	20332	34810	0	4	0	229	284	234	176960
83	199	17-2801	2012	71.0	2	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	29	2	2	1	2	4	3	3	5353	9920	0	21	0	99	145	106	159749
84	48	17-2200	2012	2.0	2	106.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	24	1	2	2	1	2	1	3	6821	0	0	5	0	71	2235	0	199417
85	0	17-1701	2012	108.0	3	137.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	2	1	4	1	4	2	2	76000	39730	0	20	11000	21	2164	899	190899
86	90	17-2000	2012	27.0	1	126.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	1	1	4	1	4	3	3	0	17480	0	13	0	501	954	0	199417
87	199	17-202	2012	204.0	3	13.0	1	21	6	1	0	0	3	1	1	1	1	1	6	1	11	1	1	4	2	4	3	3	5472	0	0	16	10660	94	254	0	199417
88	150	17-1001	2012	2.0	1	67.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	10	2	2	1	1	5	2	1	10451	0	0	10	0	276	235	845	102400
89	55	17-1701	2012	370.0	4	95.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	2	5	2	3	9951	0	0	18	6410	70	117	1144	199417
90	178	17-2601	2012	56.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	3	1	27	1	1	2	2	4	3	3	0	3780	0	10	0	160	1064	506	199417
91	121	17-2300	2012	49.0	1	14.0	1	21	6	1	0	0	3	2	2	1	1	1	5	1	26	1	1	2	1	4	3	2	0	0	0	1	0	415	1070	0	109278
92	121	17-2000	2012	37.0	2	2.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	29	1	1	1	3	4	3	3	0	17780	0	5	2010	257	2235	589	131223
93	0	17-2700	2012	272.0	3	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	23	1	1	3	1	5	3	3	268	1040	0	16	0	340	183	751	178307
94	76	17-202	2012	77.0	1	118.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	1	1	5	3	3	7774	60	0	11	7230	0	1062	417	191196
95	185	17-2100	2012	73.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	8	1	30	1	2	4	2	4	3	2	0	0	0	13	8990	349	907	0	199417
96	168	17-2400	2012	18.0	3	31.0	1	21	5	1	0	0	3	1	1	2	1	1	5	1	10	2	1	1	1	4	2	3	56655	0	0	0	35910	98	1023	0	199417
97	82	17-2300	2012	26.0	3	26.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	26	2	1	4	1	4	2	3	12822	0	0	15	4800	302	218	0	120471
98	63	17-2000	2012	28.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	6	1	27	2	1	4	1	4	2	3	2651	0	0	12	4990	84	1019	542	175324
99	46	17-2501	2012	26.0	4	359.0	1	21	6	1	0	0	3	2	1	2	1	1	6	2	10	1	2	4	1	4	2	3	14265	1040	0	3	29860	23	236	653	87854
100	79	17-2300	2012	90.0	2	2.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	22	1	2	4	1	4	2	3	0	0	0	10	23370	126	2235	701	134142
101	144	17-2000	2012	245.0	2	224.0	1	21	6	1	0	0	3	1	2	2	1	1	5	1	10	2	1	4	1	4	3	3	3580	0	0	17	0	122	1181	507	199417
102	199	17-1701	2012	318.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	11	1	1	1	1	4	2	3	0	0	0	19	3520	26	1028	892	174655
103	134	17-2601	2012	108.0	1	38.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	1	1	4	1	4	2	2	0	0	0	14	7670	501	973	0	199417
104	198	17-202	2012	267.0	1	110.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	27	1	1	4	1	4	3	3	7104	0	0	1	4180	0	612	0	146771
105	198	17-2601	2012	36.0	3	48.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	27	2	1	1	1	4	3	3	7174	4760	0	8	4210	144	1126	0	145842
106	78	17-2200	2012	72.0	2	31.0	1	21	5	1	0	0	3	2	1	2	1	1	6	1	10	1	1	4	2	5	2	2	0	0	0	18	27890	31	2235	280	149436
107	50	17-2000	2012	73.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	19	1	1	4	1	4	3	2	20759	0	0	8	0	45	259	0	199417
108	99	17-2000	2012	2.0	3	41.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	26	1	1	4	1	4	2	3	0	0	0	8	0	107	985	630	93729
109	146	17-202	2012	130.0	4	2.0	1	21	5	1	0	0	3	1	1	2	1	1	5	1	25	1	1	4	1	4	3	3	2879	0	0	14	24140	87	69	651	111605
110	88	17-2300	2012	38.0	1	32.0	1	21	6	1	0	0	3	2	2	2	1	1	7	1	25	1	1	4	1	4	3	3	18294	0	0	11	1670	189	1174	0	121696
111	108	17-2100	2012	37.0	1	54.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	10	1	1	4	2	4	3	3	5840	0	0	13	9800	0	1000	455	119780
112	20	17-2300	2012	201.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	22	1	2	1	1	4	3	3	0	3900	0	17	0	318	292	0	180798
113	89	17-2100	2012	48.0	1	2.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	30	2	1	4	2	5	2	2	42853	0	0	6	18200	0	675	344	170174
114	64	17-1500	2012	2.0	3	100.0	1	21	6	1	0	0	3	2	1	1	1	1	5	1	10	1	2	4	2	4	2	2	2104	0	0	4	7600	121	255	0	199417
115	145	17-1104	2012	364.0	2	426.0	1	21	5	1	0	0	3	2	1	2	1	1	5	1	26	1	1	4	1	5	3	3	0	0	0	14	540	79	230	0	147161
116	194	17-2200	2012	31.0	1	100.0	1	21	5	1	0	0	3	2	1	1	1	1	7	1	10	1	2	4	2	4	2	3	1545	0	0	14	25380	163	1063	0	161224
117	199	17-2601	2012	219.0	4	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	11	2	1	1	2	4	2	3	24021	2710	0	6	0	129	265	1240	92150
118	171	17-2100	2012	2.0	4	242.0	1	21	6	1	0	0	3	1	1	2	1	1	5	2	24	2	1	1	1	5	2	3	9805	0	0	10	24140	0	941	613	199417
119	109	17-1900	2012	102.0	3	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	2	1	2	4	3	3	29607	11410	0	17	29340	0	811	962	199417
120	134	17-2000	2012	8.0	4	129.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	30	1	1	4	1	3	3	3	16568	0	0	15	7990	431	49	0	194708
121	122	17-1900	2012	38.0	3	2.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	1	1	1	1	3	3	3	0	0	0	2	4010	140	941	1619	194013
122	168	17-2200	2012	255.0	4	61.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	10	1	1	4	1	4	2	2	7935	0	0	3	0	41	904	0	97499
123	199	17-2200	2012	148.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	26	1	2	4	2	5	2	3	0	0	0	13	0	116	1030	0	167885
124	199	17-2200	2012	208.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	29	2	1	1	1	4	2	2	7354	0	0	3	0	236	280	0	199417
125	101	17-1001	2012	7.0	3	2.0	1	21	5	1	0	0	3	2	1	2	1	1	5	1	10	1	1	1	1	4	3	2	2931	0	0	1	2760	186	977	170	76156
126	63	17-202	2012	96.0	1	2.0	1	21	5	1	0	0	3	1	1	2	1	1	6	1	10	2	2	4	2	4	3	3	810	0	0	16	11810	172	220	0	199417
127	199	17-2100	2012	80.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	2	1	4	1	3	3	3	0	0	0	17	4530	0	119	0	150661
128	171	17-2200	2012	39.0	3	2.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	1	4	2	4	3	3	76000	0	0	14	6220	362	262	631	124662
129	127	17-2601	2012	2.0	1	120.0	1	21	6	1	0	0	3	2	1	1	1	1	6	1	24	1	2	1	1	4	2	3	21995	9510	0	6	65380	161	79	1922	186122
130	134	17-1500	2012	2.0	4	17.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	1	4	3	2	616	5890	0	13	0	501	925	0	199417
131	60	17-1602	2012	131.0	1	21.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	10	2	2	4	1	5	2	2	0	0	0	0	7990	110	808	412	151186
132	0	17-2300	2012	166.0	3	70.0	1	21	6	1	0	0	3	1	1	1	1	1	6	1	26	1	1	1	1	5	2	2	0	0	0	17	75000	501	962	0	137118
133	0	17-2000	2012	246.0	2	90.0	1	21	5	1	0	0	3	1	1	1	1	1	5	1	10	1	2	4	2	4	2	3	0	16300	0	0	2340	93	775	409	190009
134	199	17-1001	2012	2.0	1	33.0	1	21	5	1	0	0	3	2	1	2	1	1	6	1	19	2	1	1	1	4	2	3	3506	0	0	0	0	91	1067	0	184125
135	115	17-2000	2012	188.0	3	2.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	12	2	1	1	3	4	3	2	2476	0	0	0	0	221	192	0	111704
136	108	17-1602	2012	2.0	3	31.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	10	1	2	4	2	5	2	2	9172	0	0	8	27910	501	841	0	199417
137	46	17-2000	2012	2.0	3	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	10	2	1	1	1	5	3	3	17181	1360	0	3	0	11	1005	569	139206
138	136	17-1701	2012	2.0	1	549.0	1	21	6	1	0	0	3	2	1	2	1	1	6	1	24	1	2	4	2	5	2	3	26059	0	0	8	26150	0	68	0	144424
139	77	17-2100	2012	128.0	1	2.0	1	21	5	1	0	0	3	1	1	2	1	1	5	1	10	1	1	4	1	3	3	3	0	0	0	5	9100	27	858	352	123979
140	0	17-2100	2012	7.0	1	129.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	10	1	2	1	1	4	3	3	1060	880	0	16	11870	501	686	0	149520
141	159	17-1900	2012	389.0	3	116.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	10	2	2	4	1	4	1	3	1475	310	0	21	200	0	1184	1691	188021
142	149	17-2501	2012	2.0	3	38.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	4	1	3	3	3	8272	0	0	16	0	39	98	385	119100
143	94	17-2100	2012	53.0	1	2.0	1	21	6	1	0	0	3	1	1	1	1	1	5	1	11	1	2	1	2	4	3	3	133	0	0	15	28660	0	794	0	199417
144	57	17-2601	2012	11.0	3	74.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	27	1	1	4	1	5	3	3	6135	0	0	12	8490	130	136	676	88999
145	140	17-1205	2012	187.0	1	2.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	10	1	1	4	1	4	3	3	21328	0	0	13	4530	0	2235	723	165588
146	183	17-1001	2012	59.0	1	198.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	25	1	1	4	2	4	2	3	2277	0	0	0	1850	253	251	0	195908
147	128	17-202	2012	2.0	1	2.0	1	21	6	1	0	0	3	1	1	2	1	1	6	1	10	2	2	3	1	4	2	3	26160	0	0	9	6950	78	1136	388	152564
148	156	17-2601	2012	2.0	1	2.0	1	21	6	1	0	0	3	1	1	2	1	1	5	1	30	1	1	2	1	4	2	3	7697	0	0	0	3120	419	75	1464	138755
149	38	17-1001	2012	2.0	1	2.0	1	21	5	1	0	0	3	2	1	2	1	1	5	1	24	1	2	1	1	4	2	3	2398	1190	0	0	3950	143	92	0	85315
150	147	17-2601	2012	7.0	1	2.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	27	2	2	1	1	4	2	2	9487	0	0	8	970	181	637	1551	173234
151	118	17-1500	2012	152.0	3	8.0	1	21	4	1	0	0	3	2	1	2	1	1	5	1	15	1	1	1	1	4	2	2	10774	1140	0	14	33570	167	1025	0	192738
152	125	17-2501	2012	85.0	1	16.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	10	1	1	1	1	2	2	3	0	70	0	18	4740	0	79	0	48089
153	25	17-2000	2012	85.0	1	23.0	1	21	6	1	0	0	3	1	1	2	1	1	6	2	30	2	1	4	1	4	3	2	0	0	0	1	3350	501	947	0	199417
154	176	17-1701	2012	22.0	4	143.0	1	21	6	1	0	0	3	2	1	2	1	1	5	1	26	2	1	4	1	2	2	3	76000	0	0	15	6370	0	179	0	90534
