	sex	sat_v	sat_m	sat_sum	hs_gpa	fy_gpa
79	1	51	61	107	3.36	2.68
80	1	35	47	93	2.77	1.84
81	1	53	53	80	2.74	0.78
82	1	43	69	115	3.74	3.59
83	1	50	60	128	3.69	4.0
84	1	56	68	111	3.08	2.69
85	1	59	66	138	3.91	3.73
86	1	49	58	105	2.49	2.44
87	1	39	51	103	3.76	3.02
88	1	55	69	129	2.99	3.49
89	1	40	39	56	2.29	1.18
90	2	48	49	83	3.06	1.16
91	2	31	40	91	2.82	1.06
92	1	46	61	103	3.84	3.08
93	2	35	36	80	2.88	2.43
94	1	42	56	95	3.43	3.17
95	1	38	63	103	2.93	3.1
96	1	50	48	117	4.03	2.77
97	2	46	43	73	3.13	1.34
98	1	41	44	92	3.16	2.43
99	1	45	41	104	2.93	2.45
100	1	44	44	121	3.54	3.32
101	1	45	58	104	3.6	2.14
102	1	41	51	95	3.35	1.72
103	2	45	53	92	3.79	3.79
104	1	42	53	122	3.21	2.37
105	1	46	53	91	2.53	1.82
106	1	39	65	103	3.38	1.2
107	1	39	47	111	3.21	2.19
108	1	63	48	112	2.42	2.11
109	1	54	54	112	4.2	3.56
110	1	53	59	107	4.03	2.54
111	2	39	38	82	3.09	1.91
112	1	35	53	81	3.16	2.05
113	1	35	29	86	2.65	1.14
114	1	39	40	75	3.38	2.55
115	1	51	59	114	3.18	2.29
116	2	32	49	95	3.36	1.72
117	1	41	44	84	2.62	1.5
118	1	62	66	120	4.07	3.9
119	1	68	62	124	4.11	3.7
120	1	40	49	111	3.12	3.03
121	1	47	50	106	3.09	3.03
122	1	51	69	130	3.78	3.01
123	1	36	37	100	3.38	2.68
124	1	33	44	74	2.49	0.56
125	1	47	53	114	4.12	3.08
126	1	46	38	93	2.76	1.87
127	2	55	74	115	3.47	3.56
128	1	52	56	95	2.69	2.63
129	1	35	49	67	2.94	1.16
130	1	42	60	110	3.22	3.09
131	1	47	67	113	3.64	2.74
132	1	32	36	68	2.95	1.01
133	1	40	64	95	2.94	1.69
134	1	61	49	113	3.36	3.22
135	1	40	56	112	3.44	1.04
136	1	38	58	94	2.63	3.43
137	1	42	61	120	4.16	1.36
138	1	35	38	74	2.87	0.71
139	1	45	55	112	4.23	3.93
140	2	52	71	118	3.35	4.0
141	1	45	34	89	3.4	2.63
142	1	66	67	121	4.16	3.42
143	1	60	49	120	3.89	3.75
144	2	58	60	113	3.03	3.52
145	1	53	58	122	2.85	1.95
146	1	62	61	96	3.05	1.79
147	1	41	49	105	2.83	1.59
148	1	54	55	125	3.98	4.0
149	1	48	55	110	3.36	2.03
150	1	51	48	102	3.22	0.98
151	2	29	50	90	3.02	2.16
152	1	43	44	109	3.53	2.73
153	1	44	64	109	3.88	2.32
154	1	70	74	128	3.95	3.17
155	1	47	58	101	2.48	2.66
156	1	43	63	113	3.04	2.24
157	1	61	63	106	2.87	3.05
158	1	39	39	71	2.32	0.52
159	1	64	56	116	2.89	3.61
160	1	51	55	106	2.6	1.88
161	2	37	45	88	3.05	1.2
162	1	53	56	117	2.23	2.42
163	1	34	65	88	3.4	2.43
164	2	56	61	93	3.91	3.4
165	1	53	58	114	3.86	3.83
166	2	52	60	103	3.88	1.32
167	2	50	52	101	3.29	2.9
168	1	43	67	89	2.81	2.65
169	1	51	63	114	4.1	2.93
170	2	46	42	104	2.69	2.91
171	1	34	48	66	3.27	2.83
172	2	43	62	76	3.94	2.52
173	1	42	48	83	2.54	0.63
174	1	36	51	90	2.67	1.03
175	1	44	42	80	2.63	1.09
176	1	53	67	120	2.55	2.17
177	2	32	39	86	2.29	0.9
178	1	46	54	77	2.44	0.27
179	1	44	44	89	3.26	2.16
180	1	42	54	99	3.67	2.91
181	1	50	54	109	3.03	1.47
182	1	43	71	102	2.53	2.09
183	1	41	48	116	3.29	1.84
184	1	39	57	107	2.87	2.45
185	1	32	45	78	2.89	2.25
186	1	42	66	116	3.1	1.21
187	1	52	35	100	3.53	1.21
188	1	56	61	114	4.04	3.27
189	1	31	54	98	2.73	0.58
190	1	59	60	115	3.34	2.88
191	1	54	66	139	3.54	2.84
192	1	47	57	109	2.95	3.14
193	1	40	63	132	3.83	2.39
194	1	48	55	108	3.68	1.82
195	1	34	52	93	2.54	1.54
196	1	38	51	84	2.42	2.08
197	1	46	33	98	3.13	0.97
198	2	64	54	97	3.92	2.28
199	1	47	44	83	3.39	2.41
200	1	46	66	101	3.16	3.2
201	1	50	59	110	3.45	2.71
202	1	70	72	143	4.18	3.56
203	1	30	48	85	2.83	1.24
204	1	42	44	109	3.49	2.1
205	1	56	60	120	3.12	3.72
206	1	40	46	98	3.05	2.16
207	1	37	58	100	2.81	1.32
208	1	31	44	63	2.39	1.07
209	1	44	58	110	2.99	2.09
210	1	46	42	100	3.47	2.77
211	1	57	47	125	3.37	1.98
212	1	41	38	93	2.9	0.6
213	1	52	65	110	3.17	2.77
214	1	52	71	134	3.64	3.96
215	1	42	43	104	4.05	0.93
216	1	55	48	93	4.07	2.83
217	1	43	66	110	4.11	2.14
218	1	31	45	79	1.97	0.17
219	2	50	63	85	2.08	2.33
220	1	64	77	139	3.94	3.64
221	1	58	66	124	3.32	3.62
222	2	39	38	81	2.45	1.02
223	1	38	45	89	2.92	1.48
224	1	46	60	81	2.14	0.42
225	1	54	47	106	2.51	2.25
226	1	63	74	124	4.12	2.95
227	2	47	56	95	3.69	2.15
228	1	55	68	110	2.92	1.62
229	1	46	61	116	3.4	3.0
230	1	60	71	122	3.39	2.17
231	1	53	62	110	3.1	3.0
232	1	38	60	94	2.68	1.61
233	1	41	58	95	3.58	1.25
234	1	44	48	97	3.47	2.74
235	2	34	35	87	3.89	1.2
236	1	49	50	101	3.3	3.25
237	1	42	58	95	2.8	2.31
238	1	52	60	125	4.09	4.0
239	1	30	45	107	3.42	2.77
240	1	48	67	111	3.2	3.51
241	1	48	69	139	3.59	2.42
242	1	33	40	97	2.47	1.91
243	1	47	62	93	3.47	2.46
244	1	47	50	87	3.16	1.46
245	1	54	77	113	2.58	2.62
246	1	44	58	72	3.26	1.43
247	1	63	72	103	3.16	2.79
248	1	55	55	105	3.99	1.55
249	1	53	62	120	3.14	2.47
250	1	35	46	80	2.45	0.96
251	1	46	57	97	3.64	3.34
252	1	53	68	96	3.39	3.53
253	1	40	44	100	2.22	0.72
254	1	30	45	74	2.43	1.33
255	2	35	39	94	3.55	2.04
256	2	43	40	108	3.22	2.6
257	2	57	52	88	3.37	3.0
258	1	33	41	103	2.96	1.73
259	1	37	44	91	2.97	2.55
260	2	39	50	97	2.86	1.53
261	1	42	38	98	2.69	2.13
262	1	48	70	111	2.49	1.1
263	1	43	69	129	2.35	3.29
264	2	56	68	114	2.99	2.83
265	1	61	59	112	3.25	2.93
266	1	32	48	107	2.81	1.08
267	1	59	66	126	3.9	3.48
268	1	50	52	95	3.31	3.73
269	1	43	55	92	3.64	1.65
270	1	35	48	98	3.32	3.54
271	1	60	60	112	3.73	3.31
272	1	50	51	110	3.4	2.06
273	1	47	45	106	2.9	3.28
274	1	43	47	89	3.99	2.31
275	1	25	57	65	2.09	0.85
276	2	45	51	87	3.42	1.03
277	2	48	45	91	4.06	1.02
278	2	40	48	99	2.47	1.39
279	1	48	37	100	2.59	3.2
280	1	42	69	82	2.55	2.25
281	1	56	54	114	3.77	4.0
282	1	43	52	96	2.66	1.2
283	2	35	39	87	2.78	0.86
284	1	55	59	98	3.91	1.95
285	1	51	57	106	3.67	1.78
286	1	46	54	72	2.64	1.1
287	2	46	51	97	3.24	3.61
288	1	44	45	85	3.17	1.91
289	1	61	64	114	3.27	3.02
290	1	51	61	109	4.12	2.72
291	2	37	52	82	2.79	1.24
292	1	50	66	106	3.71	2.8
293	1	46	67	75	2.85	0.77
294	2	30	51	76	2.49	0.67
295	1	38	42	81	3.62	1.86
296	1	52	68	135	2.97	2.31
297	1	40	53	91	2.81	2.02
298	2	29	48	85	2.86	1.73
299	2	50	66	98	3.88	3.43
300	1	58	55	97	3.61	2.26
301	2	44	48	100	3.11	2.49
302	1	45	54	101	2.51	2.44
303	1	36	55	109	3.17	1.91
304	1	43	61	109	3.1	2.73
305	1	51	77	110	3.85	2.72
306	1	49	60	114	2.85	2.05
307	1	64	59	111	3.46	3.38
308	1	43	51	110	3.58	3.19
309	1	45	72	125	3.95	3.55
310	1	61	60	106	1.99	1.18
311	1	48	62	116	3.02	3.18
312	1	42	34	121	3.51	2.77
313	1	48	50	96	2.83	2.82
314	1	33	36	103	4.04	2.43
315	1	37	55	115	3.63	3.92
316	1	40	52	85	2.32	1.64
317	1	55	71	113	3.39	2.71
318	1	46	49	105	2.51	1.72
319	1	42	48	82	3.2	2.08
320	1	62	77	125	4.28	2.79
321	2	24	40	53	2.4	0.29
322	1	55	54	104	2.64	1.95
323	1	40	58	103	2.94	2.1
324	1	44	52	133	3.21	2.14
325	1	48	57	99	3.62	2.66
326	1	57	74	125	3.65	3.18
327	1	47	55	106	2.67	2.96
328	1	29	63	74	2.18	1.07
329	1	50	51	100	4.08	2.75
330	1	53	66	134	2.31	1.82
331	1	35	61	97	2.54	2.85
332	1	38	49	107	3.1	3.74
333	2	37	55	121	3.07	2.58
334	1	57	63	132	4.07	3.6
335	1	55	71	128	3.98	2.45
336	1	36	57	99	2.84	1.78
337	1	49	50	105	2.91	0.5
338	1	41	44	75	2.85	1.44
339	1	40	46	104	3.86	2.12
340	2	24	31	54	2.55	0.58
341	1	36	63	98	3.27	3.03
342	1	54	50	99	4.05	3.46
343	1	66	63	104	3.07	3.37
344	1	44	51	102	2.76	2.72
345	1	38	45	87	3.07	1.06
346	1	46	60	114	4.11	2.99
347	1	40	52	121	2.61	0.95
348	1	39	51	94	2.54	1.45
349	1	52	63	117	3.62	3.55
350	1	51	68	108	3.48	3.25
351	1	34	41	89	2.46	0.49
352	1	38	56	106	3.13	1.34
353	1	39	64	100	3.17	2.59
354	1	39	41	105	3.75	1.61
355	1	37	56	77	2.38	1.47
356	2	37	44	92	2.07	2.79
357	1	40	38	81	2.54	1.12
358	1	44	58	104	3.52	1.83
359	1	44	53	107	3.99	1.95
360	1	61	35	102	2.76	2.22
361	1	36	50	89	3.03	2.82
362	1	45	66	93	2.95	1.39
363	2	40	59	90	2.71	0.56
364	1	49	77	112	4.15	3.14
365	2	39	49	112	3.17	3.85
366	2	51	50	107	3.86	1.02
367	1	44	54	103	2.99	2.01
368	1	34	41	101	4.03	3.24
369	1	34	41	89	2.83	2.97
370	1	38	52	98	2.98	1.59
371	1	41	49	123	4.07	2.0
372	1	35	45	81	2.71	1.4
373	1	60	75	122	4.08	2.92
374	1	34	45	80	2.02	0.53
375	1	56	70	93	3.89	3.61
376	1	62	62	116	3.78	2.93
377	1	49	52	97	3.62	2.53
378	1	34	48	97	2.8	2.72
379	1	51	65	130	3.59	1.59
380	2	45	52	92	4.08	3.57
381	1	32	48	83	2.84	2.8
382	2	48	65	97	3.45	1.91
383	1	40	48	74	2.92	2.44
384	1	40	67	108	3.35	2.19
385	1	39	46	111	2.83	2.35
386	2	39	48	108	2.48	1.21
387	1	38	47	98	3.13	2.35
388	1	58	62	132	3.97	3.58
389	1	53	53	97	2.37	1.91
390	1	47	59	124	4.01	3.54
391	1	41	58	102	3.49	3.38
392	1	49	50	96	2.91	2.82
393	2	47	55	90	3.71	2.89
394	1	52	61	109	3.65	3.46
395	1	53	55	113	3.98	3.33
396	1	37	50	104	2.5	2.13
397	1	58	61	106	3.67	4.0
398	1	48	69	110	2.57	3.13
399	1	66	71	123	3.4	2.37
400	1	33	39	71	2.46	1.9
401	1	38	57	86	2.77	0.85
402	1	42	48	93	2.77	1.85
403	1	56	66	122	3.45	3.72
404	1	43	61	100	3.76	1.74
405	1	35	36	85	2.86	1.02
406	1	50	41	95	3.86	1.16
407	2	52	39	103	3.19	3.14
408	1	48	54	94	2.48	2.19
409	2	52	44	92	3.24	3.51
410	1	62	63	144	4.28	2.96
411	2	39	57	84	2.93	1.69
412	1	33	61	90	2.99	3.32
413	1	39	49	105	3.08	0.96
414	1	53	36	104	3.48	1.48
415	1	54	46	108	4.02	3.11
416	1	56	67	114	3.69	2.62
417	1	33	51	96	2.33	2.53
418	1	45	62	122	3.93	2.16
419	1	40	55	128	2.55	2.63
420	1	33	32	59	3.42	0.57
421	1	45	48	129	3.92	2.43
422	1	47	63	120	3.07	2.31
423	1	50	50	103	4.0	2.77
424	1	47	68	107	3.02	2.09
425	1	45	63	93	3.8	3.22
426	1	33	42	88	2.8	0.97
427	1	32	64	120	3.32	2.51
428	1	55	57	104	3.0	2.03
429	1	54	57	115	3.15	2.35
430	1	38	48	97	2.99	2.03
431	1	41	33	84	3.18	1.49
432	2	26	41	70	3.8	1.74
433	1	35	56	115	4.0	1.63
434	1	29	36	63	2.06	0.97
435	1	34	36	71	2.76	1.45
436	2	36	55	85	2.81	1.6
437	1	42	40	82	3.27	2.54
438	1	40	42	95	3.19	2.36
439	1	58	62	98	2.91	1.43
440	1	50	47	88	2.21	0.87
441	1	31	58	76	2.46	0.58
442	1	50	61	100	3.13	3.37
443	1	32	48	80	3.74	2.38
444	1	45	55	99	2.83	1.64
445	1	38	39	104	2.85	1.92
446	1	50	46	107	3.4	2.0
447	1	34	42	87	2.05	1.87
448	1	52	77	126	4.31	3.66
449	1	53	75	122	3.29	3.12
450	2	47	52	78	2.92	2.08
451	1	43	63	105	4.02	1.8
452	1	39	41	98	2.6	2.11
453	1	44	51	105	2.5	0.41
454	1	49	40	96	3.33	3.03
455	1	35	60	101	2.55	1.65
456	1	52	68	114	2.28	1.93
457	1	47	76	144	4.22	2.89
458	1	37	32	90	3.1	1.55
459	1	65	65	127	4.29	3.38
460	1	38	32	75	2.18	1.62
461	2	53	57	90	3.28	3.36
462	1	57	65	95	3.33	3.34
463	1	51	72	118	2.85	2.05
464	1	45	52	98	3.34	2.19
465	1	41	53	76	3.75	2.29
466	1	40	43	106	3.16	1.83
467	2	38	34	107	3.84	2.31
468	1	49	77	133	3.5	2.07
469	1	55	64	106	3.23	1.73
470	1	47	65	104	4.07	2.32
471	1	57	69	122	3.92	3.08
472	1	40	50	111	2.86	1.54
473	1	49	64	133	3.74	2.26
474	1	64	72	134	2.86	2.96
475	1	44	53	114	3.62	2.23
476	1	57	46	104	2.8	2.78
477	1	59	51	99	3.16	2.94
478	1	46	46	98	3.43	2.89
479	1	60	35	105	2.76	2.86
480	1	36	41	93	3.33	1.73
481	1	39	52	74	3.21	2.32
482	1	53	63	116	2.96	2.4
483	1	68	61	102	3.34	2.06
484	1	38	49	109	2.68	3.19
485	1	56	48	99	4.15	2.52
486	1	57	42	100	3.98	2.1
487	1	34	38	70	3.78	2.62
488	1	40	47	107	4.04	3.05
489	1	60	70	109	3.1	2.7
490	1	45	47	91	2.47	1.42
491	1	59	52	118	4.09	2.6
492	1	43	43	102	3.8	2.59
493	1	39	53	93	2.86	2.4
494	1	31	39	87	2.3	0.92
495	1	64	71	118	3.86	2.94
496	2	38	50	93	3.57	3.99
497	1	45	55	104	3.3	2.43
498	1	46	59	109	2.34	2.24
499	2	62	68	127	3.77	2.79
500	1	31	45	89	3.07	1.76
501	1	43	43	107	3.17	3.2
502	2	42	54	86	2.42	1.51
503	1	70	59	140	3.62	3.49
504	1	43	65	103	2.34	2.18
505	1	45	42	112	3.1	1.67
506	1	33	54	110	2.16	2.5
507	2	47	61	71	2.78	1.0
508	1	56	67	124	3.84	3.74
509	2	40	63	101	2.7	2.73
510	1	40	72	110	3.2	3.26
511	1	35	56	88	2.92	2.1
512	1	50	42	105	4.23	2.71
513	1	49	59	104	3.2	1.81
514	1	43	60	118	3.38	2.91
515	1	37	48	92	2.49	1.45
516	1	29	43	67	2.42	0.94
517	1	44	56	111	2.67	2.4
518	1	68	67	88	2.14	1.56
519	1	43	54	126	3.12	2.66
520	1	32	43	92	2.92	1.44
521	2	35	33	75	2.84	3.25
522	1	39	34	88	2.2	0.95
523	2	65	64	136	4.09	3.22
524	2	44	55	108	2.83	3.17
525	2	45	49	102	3.14	3.23
526	1	54	70	120	2.93	3.0
527	1	45	57	103	3.11	3.45
528	1	50	59	102	2.94	1.71
529	2	42	47	81	3.26	1.72
530	1	46	46	102	2.48	0.87
531	1	40	56	99	3.3	2.05
532	1	47	49	101	3.39	2.51
533	1	40	51	86	2.69	2.4
534	1	45	51	108	3.29	3.68
535	1	36	43	93	3.52	3.1
536	1	47	55	111	3.85	2.58
537	1	42	54	103	2.6	1.3
538	1	40	67	119	3.35	4.0
539	2	49	50	96	2.99	2.88
540	1	35	52	96	3.5	0.93
541	2	36	38	102	3.46	3.85
542	1	55	66	118	4.01	3.65
543	1	37	33	81	2.8	0.94
544	1	30	37	80	3.01	2.18
545	1	62	77	122	3.9	3.47
546	1	62	56	115	4.2	3.54
547	1	54	75	109	3.49	3.27
548	1	43	77	140	4.19	3.11
549	1	35	61	91	3.34	2.61
550	1	55	46	99	3.53	3.11
551	2	39	61	109	3.61	3.23
552	1	39	57	114	2.55	1.65
553	2	33	37	86	2.72	1.74
554	1	32	49	83	2.41	1.77
555	1	40	53	81	2.74	2.5
556	1	72	77	134	3.82	3.56
557	1	33	43	108	3.01	3.13
558	1	50	60	116	3.34	3.25
559	1	42	48	105	2.7	2.93
560	1	53	42	118	3.4	1.5
561	1	51	62	105	2.95	1.94
562	1	34	41	83	2.64	1.06
563	1	35	46	91	3.45	1.95
564	1	65	54	120	3.74	3.45
565	1	55	75	102	2.73	2.62
566	1	39	56	91	2.7	2.98
567	1	52	57	83	3.15	2.38
568	2	37	49	96	3.29	2.66
569	1	39	54	106	2.68	2.13
570	1	51	64	113	2.68	2.09
571	2	44	58	84	3.15	2.65
572	1	61	56	126	4.0	3.36
573	1	42	42	87	2.8	2.08
574	1	36	44	106	3.48	2.17
575	1	40	52	103	3.07	3.08
576	1	41	37	94	2.41	1.93
577	1	59	66	111	2.64	3.52
578	2	41	46	86	2.21	1.78
579	1	31	45	58	2.35	1.85
580	1	43	54	97	2.3	1.11
581	1	55	68	129	2.44	3.67
582	1	39	43	99	2.75	1.09
583	1	56	56	100	3.49	0.59
584	1	45	56	106	3.99	1.77
585	1	64	64	103	2.96	1.04
586	1	45	59	117	4.07	2.45
587	2	55	55	94	3.54	3.09
588	1	62	66	123	3.66	2.32
589	1	45	48	100	2.55	2.55
590	1	37	47	104	4.04	2.79
591	1	60	73	139	3.15	3.59
592	2	44	51	79	4.11	3.47
593	1	55	49	103	3.75	3.67
594	1	34	35	62	1.86	0.03
595	1	29	50	79	2.66	1.36
596	1	34	47	95	2.82	2.47
597	1	57	66	143	3.76	1.82
598	1	50	60	116	3.45	3.6
599	1	45	44	104	3.44	3.39
600	1	62	61	109	3.61	2.5
601	1	60	63	129	3.6	3.54
602	1	41	55	82	2.75	2.3
603	2	33	63	88	3.39	2.11
604	1	35	51	81	2.65	2.57
605	1	42	77	123	2.93	3.7
606	1	55	59	129	4.2	2.06
607	1	59	54	130	3.66	3.55
608	1	37	44	98	2.66	2.1
609	1	43	64	119	2.88	2.41
610	1	45	35	79	2.79	1.67
611	1	44	52	122	3.34	3.88
612	1	62	65	120	4.18	3.51
613	1	46	52	108	3.06	2.65
614	1	53	53	104	3.11	1.81
615	2	47	37	88	2.96	2.42
616	1	43	63	86	3.02	2.48
617	1	34	41	72	1.81	0.97
618	1	31	32	89	2.69	0.59
619	1	56	68	128	3.03	2.41
620	1	54	52	94	2.33	1.64
621	1	44	37	72	2.86	1.11
622	1	57	64	114	2.7	3.22
623	2	51	55	86	2.81	3.28
624	1	56	74	122	3.06	3.57
625	2	35	46	82	2.6	0.06
626	1	36	36	112	2.73	2.01
627	1	54	38	103	3.08	1.54
628	1	47	62	105	2.74	2.45
629	1	43	47	92	2.51	3.07
630	1	44	56	97	2.65	2.75
631	1	43	49	95	2.44	1.39
632	1	53	72	119	4.23	3.21
633	1	39	51	66	2.49	2.94
634	2	47	70	114	3.1	2.81
635	2	40	64	135	3.03	1.92
636	1	50	59	112	3.02	2.08
637	1	40	35	87	2.54	0.6
638	1	54	45	110	3.31	2.12
639	1	34	53	97	3.18	2.28
640	1	38	55	101	3.74	2.95
641	1	41	55	98	2.24	1.59
642	1	40	44	88	3.61	2.53
643	1	52	71	134	3.61	3.23
644	2	31	48	90	3.04	2.5
645	2	48	64	113	4.05	3.85
646	1	34	45	91	3.34	2.02
647	1	37	56	104	3.24	1.51
648	1	35	55	82	2.65	0.68
649	1	54	58	120	2.8	2.74
650	2	34	37	74	4.03	2.51
651	1	51	62	143	3.65	2.51
652	1	35	33	70	3.59	1.17
653	1	54	54	95	3.91	3.39
654	1	49	56	92	3.83	3.3
655	2	42	50	111	2.85	2.51
656	1	42	53	123	3.35	1.91
657	1	34	37	86	2.17	1.7
658	1	57	46	98	3.02	2.98
659	1	50	62	104	2.93	2.28
660	1	44	53	105	2.5	1.4
661	2	43	45	90	2.86	1.44
662	1	46	46	96	3.87	1.98
663	1	25	39	84	2.48	0.9
664	2	38	49	61	2.6	0.69
665	1	62	70	116	2.93	2.57
666	1	35	51	93	2.72	1.77
667	1	42	57	107	3.73	2.64
668	2	34	51	89	3.8	1.95
669	2	42	55	96	2.98	1.92
670	1	45	41	91	3.85	3.62
671	1	38	50	97	4.11	0.97
672	1	47	66	95	2.41	3.03
673	1	44	64	109	3.87	1.41
674	1	50	48	104	3.34	4.0
675	1	57	73	113	2.77	1.8
676	1	53	75	124	3.78	3.43
677	1	62	59	137	3.0	2.95
678	1	47	55	109	3.93	3.14
679	1	39	53	74	2.44	1.0
680	1	46	49	110	3.71	2.71
681	1	45	58	110	3.83	2.77
682	1	40	45	82	2.36	2.47
683	2	58	63	119	3.64	2.48
684	1	61	59	103	3.06	2.18
685	1	41	62	109	2.97	2.68
686	1	58	65	123	2.93	1.77
687	1	55	65	112	3.89	3.42
688	2	51	69	122	4.2	3.35
689	1	50	48	94	2.66	1.08
690	1	61	56	128	3.97	3.62
691	1	68	48	108	3.93	3.59
692	1	49	60	116	3.89	3.45
693	1	43	53	115	3.37	1.34
694	1	42	55	87	3.24	2.2
695	1	58	62	100	2.5	1.72
696	2	54	55	79	2.74	2.87
697	1	36	43	89	2.78	1.31
698	1	47	53	103	2.95	2.03
699	2	39	38	102	3.12	3.65
700	1	36	44	102	3.44	2.47
701	2	33	44	57	2.33	0.32
702	1	32	42	91	2.46	0.55
703	1	43	40	96	2.75	1.95
704	1	48	60	108	3.65	2.54
705	1	30	29	82	3.36	2.19
706	1	46	41	76	2.77	2.44
707	1	35	50	122	3.99	1.43
708	2	43	49	68	3.21	3.17
709	1	33	54	67	2.64	1.77
710	1	38	53	92	2.98	1.81
711	1	62	54	122	4.09	3.05
712	1	38	42	79	2.31	0.87
713	1	47	50	101	2.62	2.06
714	1	57	67	124	4.14	3.4
715	1	60	57	114	3.99	2.81
716	1	62	69	105	3.2	2.51
717	1	54	60	139	3.97	3.3
718	2	32	43	89	2.19	0.6
719	1	69	68	120	3.25	3.09
720	1	59	43	126	3.96	3.43
721	1	54	72	122	3.52	3.08
722	1	41	55	92	3.21	1.65
723	1	49	64	82	2.2	1.7
724	1	52	66	100	3.13	1.37
725	1	43	39	103	3.23	2.5
726	1	50	67	115	3.85	3.26
727	1	46	52	115	2.89	3.05
728	1	40	48	106	3.2	2.73
729	1	35	41	87	2.87	1.77
730	1	40	60	89	2.9	2.6
731	1	48	45	98	3.25	1.5
732	2	57	52	115	2.7	2.39
733	1	53	37	102	2.65	2.45
734	1	34	47	70	2.99	0.57
735	2	37	57	101	3.81	3.11
736	1	42	69	99	2.46	1.31
737	1	43	38	115	3.18	1.8
738	2	48	49	106	2.73	2.88
739	1	55	49	107	2.37	1.94
740	1	44	71	112	3.4	2.61
741	1	48	62	87	3.24	2.15
742	1	36	49	95	2.23	2.39
743	1	42	58	100	3.3	1.94
744	1	62	59	105	3.44	3.35
745	1	70	68	135	3.87	3.95
746	1	45	59	91	3.46	1.23
747	1	54	51	119	3.99	3.66
748	1	44	64	103	3.17	3.48
749	1	46	55	100	2.78	0.74
750	1	34	43	83	2.54	0.59
751	1	45	38	76	3.17	2.79
752	1	44	39	90	3.58	2.65
753	1	50	57	107	2.96	2.31
754	1	49	72	88	2.6	2.26
755	1	57	70	98	3.98	2.72
756	1	37	62	100	3.89	3.3
757	1	46	62	130	3.26	1.87
758	1	54	55	105	3.1	3.8
759	1	38	43	68	2.76	1.89
760	2	34	42	74	2.24	1.0
761	1	62	73	112	4.19	3.12
762	1	56	47	104	3.54	2.53
763	1	34	34	78	2.91	1.92
764	2	46	31	109	3.35	2.48
765	1	55	64	107	3.24	3.31
766	1	58	58	94	3.07	0.79
767	2	54	57	108	4.06	3.6
768	2	37	37	97	3.15	0.71
769	1	42	47	103	3.94	3.79
770	1	65	65	118	2.94	3.19
771	1	37	29	90	3.19	1.59
772	1	40	52	107	2.3	0.48
773	1	56	61	112	4.12	2.74
