,sex,sat_v,sat_m,hs_gpa,fy_gpa
756,1,54,45,3.7,2.86
757,1,41,63,3.25,2.9
758,2,42,59,3.7,3.44
759,2,53,65,2.9,1.88
760,2,49,38,2.8,2.52
761,1,48,54,4.0,1.17
762,1,60,65,2.9,3.16
763,1,45,57,3.25,1.64
764,2,46,44,2.75,2.17
765,2,31,41,2.67,1.62
766,1,49,60,3.0,2.37
767,1,47,43,3.0,3.19
768,1,50,50,3.0,2.29
769,2,59,69,4.0,3.41
770,1,58,61,4.0,3.24
771,2,48,60,3.3,2.64
772,1,52,57,3.5,3.35
773,1,47,50,2.75,1.87
774,2,45,55,2.7,1.5
775,2,37,59,4.0,2.98
776,1,56,65,3.1,2.95
777,2,52,52,2.8,2.2
778,2,65,57,3.8,3.11
779,2,42,49,4.0,3.12
780,2,48,51,3.3,2.69
781,2,45,58,4.0,2.91
782,1,52,62,2.6,2.67
783,1,51,57,3.2,2.49
784,1,46,65,2.5,2.98
785,1,50,72,3.1,3.06
786,1,52,61,3.1,2.18
787,1,52,68,4.0,3.5
788,2,45,50,2.8,2.1
789,2,54,50,3.4,3.8
790,2,50,60,3.25,1.8
791,1,41,63,4.0,2.14
792,2,44,54,3.3,3.4
793,2,45,48,2.8,2.66
794,2,41,64,3.5,2.36
795,1,45,43,2.9,1.98
796,1,45,49,3.0,1.62
797,1,56,53,3.2,2.03
798,2,54,53,2.3,1.84
799,1,50,67,3.0,2.02
800,1,58,63,3.5,3.15
801,1,51,35,2.75,1.54
802,2,48,45,2.8,2.6
803,2,41,50,3.8,2.58
804,2,51,61,3.5,3.11
805,2,39,34,2.7,1.19
806,2,54,53,3.5,2.23
807,2,44,53,2.2,1.78
808,2,52,44,3.0,2.24
809,2,53,37,3.3,2.29
810,1,37,67,2.9,2.38
811,1,35,48,2.2,0.95
812,1,45,53,2.4,2.05
813,2,43,47,3.1,2.49
814,1,49,59,3.3,1.12
815,2,37,43,2.03,1.31
816,2,41,43,3.3,2.38
817,2,40,45,3.0,2.74
818,1,48,64,3.0,4.0
819,1,44,59,3.8,2.66
820,1,54,60,3.5,2.96
821,2,63,42,2.1,1.88
822,1,47,55,2.7,1.4
823,2,56,52,3.5,3.31
824,2,50,50,3.75,3.3
825,1,64,64,4.0,3.21
826,2,42,59,3.25,3.22
827,1,43,48,2.8,2.28
828,1,43,49,3.2,2.52
829,1,52,52,4.0,2.62
830,2,34,50,2.0,2.0
831,2,44,45,3.6,2.02
832,2,42,43,2.4,2.24
833,2,47,48,4.0,3.12
834,1,52,52,2.75,2.28
835,2,49,59,3.0,2.13
836,2,38,48,2.7,1.55
837,2,62,56,3.7,2.4
838,1,61,45,2.6,1.59
839,1,44,55,3.0,2.94
840,2,55,61,3.2,2.29
841,1,47,66,3.5,2.98
842,2,44,44,3.1,3.66
843,1,41,56,2.9,0.38
844,2,62,59,3.7,2.65
845,2,60,68,3.7,1.95
846,2,44,60,3.2,3.06
847,2,63,58,3.7,3.87
848,1,45,58,2.4,2.64
849,1,43,55,2.4,2.54
850,1,36,45,2.5,2.42
851,2,58,53,3.3,3.44
852,2,62,68,4.0,3.91
853,1,41,61,4.0,2.46
854,1,58,59,3.75,2.79
855,2,46,43,2.7,1.79
856,2,45,61,4.0,3.22
857,1,40,41,2.3,0.57
858,1,63,68,4.0,3.48
859,2,53,54,3.5,2.13
860,2,57,72,4.0,3.18
861,1,39,56,3.75,3.81
862,1,45,66,2.7,2.49
863,1,52,67,3.0,1.87
864,1,55,53,3.5,2.63
865,1,44,48,2.2,1.91
866,2,56,45,3.8,3.1
867,1,64,62,4.0,3.12
868,2,46,51,3.1,2.19
869,1,64,61,3.6,3.21
870,1,60,66,2.7,3.4
