,CHIAVE_NUM_CHIAMANTE,DATA_CHIAMATA,ORA_MIN_CHIAMATA,COD_CELLA_CHIAMATA
247,F14615339806425970,2017-01-16,1900-01-01 07:08:46,F17
248,F14615287455297730,2017-01-12,1900-01-01 12:32:20,F206
249,F14615362915496210,2017-01-13,1900-01-01 11:50:06,F433
250,F14615368752090240,2017-01-20,1900-01-01 05:54:15,F1
251,F14615437485485910,2017-02-02,1900-01-01 10:24:30,F278
252,F1508316675572647,2017-02-02,1900-01-01 09:39:40,F15
253,F14615224339316630,2017-01-29,1900-01-01 10:19:52,F255
254,F14615367719980210,2017-01-29,1900-01-01 06:31:51,F269
255,F1508348000516039,2017-01-19,1900-01-01 10:41:47,F205
256,F14615213615941260,2017-02-08,1900-01-01 12:59:28,F38
257,F14615342747560270,2017-01-31,1900-01-01 22:21:18,F231
258,F14615342747560270,2017-01-15,1900-01-01 11:43:15,F588
259,F14615374693770940,2017-01-23,1900-01-01 11:43:56,F780
260,F14615363285427770,2017-02-05,1900-01-01 11:06:16,F255
261,F14615228723636630,2017-01-18,1900-01-01 21:40:49,F1
262,F14616991777363860,2017-01-31,1900-01-01 11:20:17,F255
263,F14615379863619500,2017-01-14,1900-01-01 07:25:44,F261
264,F14615342747560270,2017-02-11,1900-01-01 17:37:43,F286
265,F1511450097286867,2017-01-27,1900-01-01 08:57:13,F104
266,F1508348000516039,2017-02-09,1900-01-01 18:53:21,F231
267,F14616935434220920,2017-01-19,1900-01-01 14:38:26,F309
268,F14615286875279600,2017-01-25,1900-01-01 10:43:52,F12
269,F14615224339316630,2017-01-29,1900-01-01 20:03:33,F351
270,F14615224339316630,2017-02-06,1900-01-01 15:11:32,F93
271,F14615230806211460,2017-01-21,1900-01-01 13:51:06,F610
272,F14615341249566000,2017-01-29,1900-01-01 07:00:33,F20
273,F14615442335644470,2017-01-29,1900-01-01 10:53:20,F20
274,F1508316675572647,2017-02-12,1900-01-01 09:14:15,F506
275,F14615224339316630,2017-01-29,1900-01-01 10:07:05,F231
276,F14615341249566000,2017-01-09,1900-01-01 21:22:56,F191
277,F14615407585359740,2017-02-07,1900-01-01 14:00:37,F75
278,F14615224339316630,2017-01-29,1900-01-01 22:06:51,F283
279,F14615336477051000,2017-01-20,1900-01-01 19:28:48,F255
280,F1508316675572647,2017-02-05,1900-01-01 11:31:09,F256
281,F14615342747560270,2017-02-10,1900-01-01 21:58:02,F608
282,F14615426104544740,2017-01-20,1900-01-01 22:13:33,F39
283,F14615339806425970,2017-01-06,1900-01-01 22:17:12,F485
284,F14615379091787370,2017-01-25,1900-01-01 20:18:19,F233
285,F1511265983244300,2017-01-28,1900-01-01 10:51:46,F351
286,F14615194667453690,2017-01-16,1900-01-01 17:24:13,F297
287,F14615169567198860,2017-01-20,1900-01-01 10:06:31,F529
288,F14615339806425970,2017-02-06,1900-01-01 11:47:08,F114
289,F1508316675572647,2017-01-15,1900-01-01 20:54:35,F205
290,F14615166004947990,2017-01-14,1900-01-01 08:57:28,F250
291,F14616970979264120,2017-02-11,1900-01-01 07:49:47,F15
292,F14615202088856090,2017-02-03,1900-01-01 15:01:38,F15
293,F14615166004947990,2017-01-18,1900-01-01 06:47:47,F20
294,F14615337422429130,2017-02-07,1900-01-01 19:56:01,F21
295,F14615339806425970,2017-01-23,1900-01-01 12:50:59,F21
296,F14615202088856090,2017-01-13,1900-01-01 16:28:13,F658
297,F14615337422429130,2017-02-01,1900-01-01 07:56:20,F352
298,F14615223521819060,2017-02-11,1900-01-01 15:56:17,F756
299,F14615224339316630,2017-02-12,1900-01-01 10:22:16,F414
300,F14615286875279600,2017-01-02,1900-01-01 20:55:54,F5
301,F1508348000516039,2017-01-27,1900-01-01 11:42:37,F260
302,F14615362915496210,2017-01-08,1900-01-01 23:53:58,F9
303,F14615341249566000,2017-02-04,1900-01-01 08:22:22,F548
304,F14615224339316630,2017-01-29,1900-01-01 10:15:09,F682
305,F14616970979264120,2017-01-17,1900-01-01 16:15:14,F30
306,F14615341249566000,2017-02-05,1900-01-01 23:38:47,F270
307,F14615426104544740,2017-02-12,1900-01-01 08:14:45,F185
308,F14615224339316630,2017-01-13,1900-01-01 19:02:33,F533
309,F14615396980726370,2017-02-05,1900-01-01 05:34:01,F201
310,F14616947523101890,2017-01-21,1900-01-01 10:40:04,F388
311,F14615215913165090,2017-01-29,1900-01-01 12:42:44,F683
312,F14615213615941260,2017-01-14,1900-01-01 12:04:41,F15
313,F14615364171389240,2017-01-28,1900-01-01 19:55:31,F15
314,F14615224339316630,2017-01-29,1900-01-01 10:29:44,F20
315,F14615169567198860,2017-01-04,1900-01-01 18:18:37,F63
316,F14615367719980210,2017-01-25,1900-01-01 06:55:23,F205
317,F14615388134447370,2017-02-09,1900-01-01 12:49:06,F352
318,F14615338358673270,2017-01-22,1900-01-01 08:30:04,F49
319,F14615367719980210,2017-01-29,1900-01-01 07:47:36,F20
320,F14615379863619500,2017-01-12,1900-01-01 17:02:40,F18
321,F14615393701629500,2017-01-15,1900-01-01 14:36:57,F87
322,F14616991777363860,2017-01-04,1900-01-01 17:01:25,F711
323,F14615224339316630,2017-01-28,1900-01-01 10:56:56,F20
324,F14615169567198860,2017-02-07,1900-01-01 23:57:49,F479
325,F14615407585359740,2017-01-21,1900-01-01 10:03:50,F219
326,F14615224339316630,2017-01-28,1900-01-01 10:07:36,F20
327,F14615224339316630,2017-02-03,1900-01-01 06:32:38,F24
328,F14615339806425970,2017-02-03,1900-01-01 11:54:58,F254
329,F14615362915496210,2017-01-16,1900-01-01 05:43:13,F256
330,F14615362915496210,2017-02-10,1900-01-01 18:06:55,F779
331,F14615372369190770,2017-01-03,1900-01-01 18:17:35,F18
332,F14615228723636630,2017-01-18,1900-01-01 10:12:08,F155
333,F14615367719980210,2017-01-05,1900-01-01 19:34:40,F779
334,F14615342747560270,2017-02-04,1900-01-01 12:54:34,F155
335,F14615210067391390,2017-01-18,1900-01-01 12:49:18,F18
336,F14615194667453690,2017-01-15,1900-01-01 15:33:33,F229
337,F14615362915496210,2017-01-26,1900-01-01 14:04:22,F254
338,F14615224339316630,2017-01-29,1900-01-01 16:20:20,F255
339,F14615230806211460,2017-01-01,1900-01-01 22:24:19,F201
340,F14615206459470520,2017-01-06,1900-01-01 22:20:22,F333
341,F14615224339316630,2017-01-25,1900-01-01 07:31:05,F255
342,F14615340116986540,2017-01-18,1900-01-01 14:12:04,F259
343,F14615339806425970,2017-02-12,1900-01-01 11:25:08,F859
344,F14615341249566000,2017-01-31,1900-01-01 13:40:14,F144
345,F14616991777363860,2017-01-06,1900-01-01 13:13:57,F434
346,F14615443459135610,2017-02-09,1900-01-01 11:49:04,F388
347,F14615362915496210,2017-02-10,1900-01-01 22:24:03,F249
348,F14615442335644470,2017-01-31,1900-01-01 19:58:17,F26
349,F14615213693580260,2017-01-10,1900-01-01 13:05:04,F188
350,F14615286875279600,2017-01-17,1900-01-01 12:42:59,F20
351,F1511070392230259,2017-02-12,1900-01-01 14:57:04,F100
352,F14615393701629500,2017-01-28,1900-01-01 07:51:36,F779
353,F14615341249566000,2017-01-29,1900-01-01 10:06:02,F20
354,F14615213615941260,2017-01-02,1900-01-01 11:53:29,F644
355,F14615228723636630,2017-01-02,1900-01-01 18:18:12,F310
356,F14616970979264120,2017-02-12,1900-01-01 09:19:35,F247
357,F14615363285427770,2017-02-12,1900-01-01 11:05:20,F217
358,F14615350776332570,2017-02-12,1900-01-01 14:27:14,F8
359,F14615230806211460,2017-01-13,1900-01-01 12:59:33,F231
360,F1508338528891430,2017-01-25,1900-01-01 15:50:14,F91
361,F14615424428442040,2017-01-25,1900-01-01 16:15:06,F242
362,F14615194667453690,2017-01-26,1900-01-01 13:47:20,F1
363,F14615442335644470,2017-02-08,1900-01-01 13:32:52,F752
364,F14615224339316630,2017-02-04,1900-01-01 18:16:49,F529
365,F14615166004947990,2017-01-18,1900-01-01 21:16:58,F287
366,F14615390824437770,2017-01-29,1900-01-01 09:21:56,F21
367,F14615396446378240,2017-01-25,1900-01-01 15:25:27,F255
368,F14615442335644470,2017-01-28,1900-01-01 07:38:37,F303
369,F14615202088856090,2017-01-07,1900-01-01 23:58:33,F172
370,F14615230806211460,2017-02-03,1900-01-01 07:02:06,F272
371,F14615230806211460,2017-01-27,1900-01-01 09:06:35,F47
372,F1511450097286867,2017-02-09,1900-01-01 13:55:45,F247
373,F14615339806425970,2017-02-11,1900-01-01 22:45:01,F114
374,F14615442335644470,2017-01-12,1900-01-01 08:07:42,F723
375,F14615338358673270,2017-02-05,1900-01-01 15:27:25,F21
376,F14615390824437770,2017-01-27,1900-01-01 08:44:14,F15
377,F14615390824437770,2017-01-25,1900-01-01 11:35:39,F775
378,F14615424428442040,2017-01-26,1900-01-01 15:11:30,F460
379,F14616991777363860,2017-02-05,1900-01-01 17:09:21,F684
380,F14616970979264120,2017-02-01,1900-01-01 09:42:26,F351
381,F14615194667453690,2017-02-01,1900-01-01 13:59:42,F15
382,F14615442335644470,2017-01-08,1900-01-01 19:55:45,F267
383,F14615390824437770,2017-01-20,1900-01-01 12:58:44,F306
384,F14615220009759520,2017-01-30,1900-01-01 09:48:59,F636
385,F14615336477051000,2017-02-01,1900-01-01 08:34:45,F779
386,F1508338528891430,2017-01-03,1900-01-01 18:08:32,F660
387,F14615228723636630,2017-02-06,1900-01-01 11:20:03,F16
388,F14615442335644470,2017-01-27,1900-01-01 11:23:33,F1
389,F1511351423050227,2017-01-28,1900-01-01 17:25:02,F18
390,F14615362915496210,2017-02-11,1900-01-01 12:20:11,F464
391,F14615396446378240,2017-01-22,1900-01-01 09:00:19,F264
392,F14616972901943720,2017-01-23,1900-01-01 15:34:27,F474
393,F14615338358673270,2017-01-14,1900-01-01 19:14:19,F262
394,F14615224339316630,2017-01-29,1900-01-01 07:15:10,F779
395,F14615286875279600,2017-02-09,1900-01-01 15:59:28,F839
396,F14615432110163440,2017-01-12,1900-01-01 05:40:51,F378
397,F14615286875279600,2017-02-05,1900-01-01 13:19:38,F432
398,F14615350739796570,2017-01-11,1900-01-01 20:39:18,F9
399,F14615166004947990,2017-01-14,1900-01-01 13:13:34,F354
400,F14615443459135610,2017-01-19,1900-01-01 21:13:33,F351
401,F14615342747560270,2017-02-11,1900-01-01 09:12:48,F271
402,F14615350739796570,2017-01-23,1900-01-01 12:38:50,F600
403,F14615224339316630,2017-01-26,1900-01-01 13:00:38,F15
404,F14615342747560270,2017-02-04,1900-01-01 14:33:26,F286
405,F14615367719980210,2017-01-25,1900-01-01 07:48:59,F512
406,F14617008108978690,2017-01-14,1900-01-01 14:15:41,F272
407,F14615169361679290,2017-01-17,1900-01-01 13:57:39,F228
408,F14615367719980210,2017-01-14,1900-01-01 13:46:02,F152
409,F14615341249566000,2017-01-23,1900-01-01 14:04:08,F20
410,F14615422734112440,2017-01-20,1900-01-01 20:54:31,F272
411,F14615372369190770,2017-02-02,1900-01-01 10:13:08,F143
412,F14615368752090240,2017-01-07,1900-01-01 17:27:39,F21
413,F14615224339316630,2017-02-04,1900-01-01 19:48:42,F148
414,F14615426104544740,2017-02-04,1900-01-01 06:08:01,F352
415,F14615388134447370,2017-01-06,1900-01-01 21:15:08,F190
416,F14615224339316630,2017-02-05,1900-01-01 10:05:57,F71
417,F14615330398405970,2017-01-29,1900-01-01 16:14:28,F100
418,F14615362915496210,2017-02-03,1900-01-01 14:22:49,F374
419,F14615341249566000,2017-01-31,1900-01-01 10:12:14,F600
