,CHIAVE_NUM_CHIAMANTE,DATA_CHIAMATA,ORA_MIN_CHIAMATA,COD_CELLA_CHIAMATA
230,14618073017055718,20170123,192607,85
231,14621861354858868,20170104,193345,731
232,14629125121842632,20170130,140418,706
233,14625357487516190,20170210,141859,62
234,14623997390333454,20170114,201156,645
235,14618938550182904,20170102,120258,689
236,14621351580400540,20170113,013811,88
237,14619460106672718,20170210,180035,394
238,14627208704957814,20170113,123501,686
239,14633182665888060,20170123,191011,671
240,14625375725558746,20170205,194320,284
241,14624291506912784,20170111,143832,828
242,14620563737658812,20170114,125011,394
243,14623596266297808,20170210,191615,949
244,14620038428208468,20170209,175446,98
245,14616860865942116,20170111,104127,212
246,1532384091220794,20170210,153543,617
247,14622227964785616,20170115,185915,53
248,14624415883339554,20170208,101305,28
249,14614565851974416,20170101,191540,63
250,14615648005815176,20170211,190204,254
251,14623679646020458,20170209,190222,165
252,14616483076968290,20170103,165217,837
253,14625815493764968,20170208,193359,203
254,14621615261733542,20170116,170030,235
255,14629435605071346,20170207,111832,179
256,14613696167780786,20170110,215519,176
257,14631399837988128,20170211,230259,811
258,14632295955035986,20170209,072647,726
259,14625876574305262,20170208,161636,664
260,14621358684605492,20170103,202930,326
261,14628714243719804,20170124,182132,771
262,14615962704129734,20170122,164713,650
263,14619836604263820,20170120,191221,301
264,14623193068041738,20170129,192003,104
265,14626689167879118,20170208,182037,610
266,14628619605443764,20170209,105331,206
267,14626759648051208,20170202,213515,158
268,14623729291436068,20170205,155222,248
269,14629863894830558,20170108,144944,192
270,14625749625451328,20170116,162645,204
271,14618913671352996,20170106,141128,12
272,14621682008308868,20170207,200458,381
273,14619182884815660,20170130,211004,654
274,14617643610105634,20170201,192736,137
275,14626715409393076,20170206,212020,338
276,14620970326215038,20170210,174138,229
277,14621859812977926,20170131,202457,36
278,14617670603688596,20170113,191503,6
279,14619635239470182,20170129,084527,115
280,14618374302167090,20170126,100526,132
281,14630439652472328,20170210,105323,389
282,14634709668893042,20170102,105905,356
283,14617046565940862,20170104,204326,333
284,14619260041220640,20170106,115951,219
285,14630836894565066,20170211,060816,95
286,14629243194871070,20170206,142611,66
287,14619471251340904,20170118,234907,399
288,14638530598212802,20170202,190701,965
289,14631612496780696,20170204,174351,372
290,1598902712427162,20170207,140757,422
291,14623440561265850,20170109,161924,717
292,14626091317164238,20170212,163900,175
293,14629635075497852,20170103,161559,300
294,14634867799318820,20170211,150717,67
295,14620075916788836,20170129,173339,1
296,14624540341159784,20170204,094246,203
297,14624921026247468,20170115,185438,102
298,14619811557395802,20170113,133521,331
299,14626503164131796,20170206,160908,367
300,14627640821522428,20170109,071156,121
301,14623758200555026,20170114,205456,359
302,14627748927790448,20170207,133209,213
303,14623196649353964,20170209,161020,214
304,14623569524607912,20170208,122708,56
305,14626134816060844,20170209,170900,292
306,1474791039197748,20170115,190635,205
307,1540781756567396,20170202,082635,316
308,14623401037520790,20170106,203856,122
309,14621658246013436,20170113,225749,501
310,14622728844382880,20170129,181230,234
311,14621772272342850,20170206,164329,617
312,14631176377495784,20170103,153537,881
313,14622413294411300,20170126,184115,670
314,14618169445003272,20170130,184306,159
315,14628544304678386,20170208,142843,866
316,14625123634916962,20170202,222428,213
317,14623402408081628,20170118,082156,138
318,14627655832051748,20170205,182647,76
319,14623967350895642,20170208,214054,547
320,14617856897400118,20170124,204150,344
321,1668424033462410,20170202,210439,845
322,14629089009402492,20170122,093555,755
323,1569645933598144,20170128,125511,83
324,14625206851852692,20170110,160027,598
325,14616282825673282,20170108,164215,34
326,14610901368104538,20170112,184821,531
327,14624458895188200,20170102,202032,717
328,14623646929788062,20170205,190931,186
329,14622264872781186,20170117,153818,85
330,1561943077231244,20170206,150811,173
331,14617291675944782,20170211,201924,751
332,14626595533893346,20170208,133927,85
333,14626494326377432,20170203,193549,219
334,14620063738948832,20170211,163338,11
335,14623867985234954,20170209,121116,-5
336,14627529807407420,20170211,083203,932
337,14621374130327262,20170208,124502,335
338,14627212345345938,20170205,201558,752
339,14636624176969952,20170201,200053,795
340,14613440968269862,20170211,154048,171
341,14618099070839600,20170210,212843,152
342,14626366244579052,20170130,223749,668
343,14628044967618464,20170121,141034,212
344,14623430793394290,20170125,194312,343
345,14634024322834608,20170203,214512,286
346,14633102494643078,20170202,123337,147
347,14622492450863632,20170127,171954,61
348,14623180641754762,20170115,172128,806
349,14619943403641694,20170108,224100,644
350,14630896675435602,20170109,171239,306
351,14624363563098556,20170116,174113,660
352,14617243806088112,20170206,162101,233
353,14625736427239282,20170109,163602,338
354,14623788816967442,20170208,191308,258
355,14621517336868368,20170122,155752,269
356,14619462296419342,20170106,220042,354
357,14629851232896388,20170107,091302,259
358,14607893702870076,20170208,111924,2
359,14624741966543774,20170123,164615,597
360,14617619593455640,20170110,151341,342
361,14629947417648160,20170204,104151,190
362,14624232743460496,20170210,210715,300
363,14619247755074822,20170205,170819,621
364,14616691076887840,20170128,075619,180
365,14615662781948562,20170124,235021,189
366,14611981378577354,20170109,213849,7
367,14616317053182022,20170204,130717,126
368,14625070608390782,20170210,191601,386
369,14618804628075590,20170204,144857,292
370,14630337860761420,20170127,120414,114
371,14622016936487838,20170114,155254,26
372,14619124071805256,20170203,143511,661
373,14634643432996036,20170205,191053,746
374,14629659859806322,20170119,170308,322
375,14618582588686796,20170205,155251,359
376,14628798321850850,20170122,223956,686
377,14619800458347338,20170204,205108,153
378,14616303912486928,20170106,184712,304
379,14616210793856318,20170108,120830,844
380,14623099328375750,20170109,155533,224
381,14618967163594172,20170125,225516,249
382,14625532451947344,20170210,134912,713
383,14631286764093472,20170107,123829,91
384,14624342012867310,20170111,115014,108
385,14634124347519762,20170115,121845,127
386,14619343683174638,20170201,091445,206
387,14619416639611458,20170209,163025,753
388,14626327300434192,20170130,184556,373
389,14616676864703642,20170203,200618,77
390,14630154606012560,20170210,164643,25
391,1563203283042668,20170207,183956,338
392,14624958192864190,20170131,211722,400
393,14624825271436952,20170118,104617,114
394,14621789968199940,20170204,185453,228
395,14623640178725702,20170206,151414,62
396,14619936607944210,20170210,195111,131
397,14620665177868126,20170118,153710,195
398,14624155035024068,20170113,203534,353
399,14623614403911338,20170211,201224,251
400,14615239715488476,20170115,163725,679
401,14627524736069764,20170114,161158,541
402,14619758113071742,20170110,191557,616
403,14617661638264652,20170103,184423,251
404,1609435697081701,20170127,183642,786
405,14622663916032418,20170127,164118,88
406,14617871506869730,20170207,001641,696
407,14609847734692044,20170129,210109,58
408,14631964558939326,20170113,000452,334
409,14629569049648482,20170129,143941,174
410,14618590349290616,20170118,163439,220
411,14621033492134536,20170210,170034,754
412,14625458626766622,20170115,001058,257
413,14627954215223724,20170127,195837,208
414,14635492838074826,20170128,183331,280
415,14616860616182348,20170205,100927,90
416,14619087415866852,20170106,102344,-11
417,14621089690380048,20170131,183401,219
418,14621813572959646,20170123,075712,176
419,14619758620796268,20170209,170600,152
420,14632519145091996,20170116,172217,579
421,14615416786452314,20170117,202246,128
422,14626314303736600,20170131,120204,136
423,14625234619494020,20170211,203208,812
424,14622049974355680,20170112,193808,41
425,14614853175481858,20170127,184630,281
426,14631068671631072,20170121,132352,77
427,14619999458792252,20170210,213017,312
428,14624453252783528,20170119,213320,731
429,14627549756681828,20170126,164803,213
430,14620232142016898,20170204,193248,53
431,14626278491270742,20170104,145923,673
432,14623309426556332,20170206,183941,123
433,14621022085891402,20170118,182737,131
434,14629249955779414,20170106,152740,770
435,14632466265599162,20170128,001451,700
436,14632315007669538,20170121,215732,193
437,14617782308991610,20170110,152927,18
438,1585944163921451,20170209,141938,37
439,14621592006178036,20170211,014614,784
440,14626356304074588,20170109,143320,133
441,14618475073177756,20170107,155027,388
442,14623827384339352,20170120,152715,39
443,14630303721456278,20170105,201752,177
444,14619338300047518,20170203,221739,619
445,14630479715120858,20170205,171036,157
446,14623888476038426,20170115,153523,304
447,14616577045471334,20170210,212947,194
448,14624690143853118,20170202,152941,131
449,14624887670026174,20170204,120901,667
450,14618644934435908,20170106,191727,175
451,14618879163808088,20170209,135724,699
452,14615242842244484,20170126,204542,777
453,14620630392010098,20170122,220512,122
454,14624147065029008,20170201,134243,161
455,14631011211786936,20170131,191911,139
456,14622267772094986,20170211,175220,79
457,14621906851177230,20170112,173254,44
458,14625332002173728,20170116,140143,622
459,14621841723937912,20170102,151525,33
460,14626307914350014,20170203,144159,435
461,14622716334076848,20170115,140821,228
462,14618245301410292,20170119,153721,792
463,14620282092657980,20170111,152407,29
464,14629390305672644,20170210,094538,136
465,14619243657176686,20170207,091433,833
466,14619392649873816,20170120,104506,29
467,14621044437585666,20170205,115714,233
468,14623427462826432,20170126,185116,837
469,14625909451355382,20170126,092959,6
470,14617958839262266,20170124,002124,839
471,1541020843889024,20170206,164850,256
472,14624575702023220,20170209,162336,293
473,14624880466048594,20170129,085030,154
474,14619203366429548,20170130,194625,251
475,14619304213254284,20170207,192625,76
476,14626266926835478,20170108,165343,310
477,14637251866264590,20170127,173856,91
478,14620682846156464,20170210,151653,209
479,14620431910120288,20170119,095315,8
480,14631134228811650,20170212,170423,666
481,14615608275940358,20170105,085817,46
482,14620361931436936,20170129,160508,58
483,14621541164803688,20170203,200838,397
484,14625632210134556,20170112,171108,187
485,14616483150156764,20170113,163056,38
486,14613736099805942,20170121,164723,64
487,14618196128930068,20170111,154828,206
488,14621613119904034,20170117,180830,239
489,14619935894110440,20170201,202950,134
490,14615780325755412,20170131,174422,615
491,14616192790312256,20170208,190235,307
492,14625880927542558,20170106,121111,909
493,14620916572398912,20170108,175307,788
494,14627131824896758,20170208,221053,161
495,14628617124256042,20170116,185600,229
496,14624967853742734,20170204,093007,744
497,14628776896991786,20170122,152332,125
498,14626707386886108,20170112,182236,318
499,14623456391637358,20170206,165941,42
500,14636058143221018,20170211,155943,698
501,14630510827114420,20170104,163808,144
502,14631445283107378,20170201,080731,257
503,14618905442736782,20170131,101137,60
504,14623063364938152,20170211,142621,31
505,14625397603333028,20170209,204034,50
506,14612503634460164,20170123,143822,687
507,14620276794534514,20170120,175859,374
508,14631750104239454,20170109,163831,195
509,14623070503932244,20170128,193010,295
510,14619629801205558,20170208,145755,217
511,14625335903152202,20170103,063810,751
512,14616801810884630,20170209,190129,350
513,14621001504504884,20170128,210534,71
514,14617664175410378,20170209,183235,208
515,14626724920612678,20170127,173144,277
516,14623004464954898,20170115,202616,786
517,14616142044690094,20170131,170415,56
518,14619064797674648,20170107,153857,12
519,14621943933774898,20170124,162312,346
520,14621450451136482,20170105,180700,630
521,14615035340341936,20170106,231916,143
522,14626244233813802,20170211,162830,377
523,14622581656782636,20170126,164247,764
524,14613802741685650,20170125,153115,878
525,14624091053200776,20170108,184650,554
526,14623638021142622,20170108,182925,353
527,14626157487421358,20170211,220815,84
528,14622278444484188,20170103,094428,325
529,14623814373857382,20170209,091755,163
530,14623960872895212,20170205,183050,57
531,14625535202258602,20170112,193617,270
532,14627386998644028,20170105,143135,88
533,14630553448405738,20170130,194431,38
534,14622147268421540,20170104,195425,330
535,14613334098985508,20170203,163108,356
536,14624165497365630,20170128,183841,-2
537,14624432652361444,20170211,164544,252
538,14625889603166400,20170119,131139,125
539,14623935200479072,20170117,165410,818
540,14621525805726568,20170104,173258,-3
541,14615849485663228,20170103,120236,65
542,14624535130665568,20170127,172233,200
543,14623039118220354,20170119,182616,48
544,14629275800828456,20170210,211453,882
545,14621284269322186,20170114,133246,265
546,1537412862576534,20170124,173831,374
547,14629469371541932,20170209,220518,229
548,14623419533528102,20170131,215214,110
549,14616432995539732,20170207,000102,104
550,14623378980549618,20170114,100619,43
551,14616889273244142,20170209,155420,193
552,14619712158258770,20170123,093818,236
553,14626156941953898,20170103,171840,-6
554,14623547492579896,20170120,185152,867
555,14616058139602200,20170209,203847,47
556,14622105793202646,20170111,185928,51
557,14616171372263332,20170206,145453,124
558,14612059543539194,20170207,020413,220
559,14627317667169960,20170203,083832,696
560,1533880816370309,20170127,195226,115
561,14619614108677812,20170105,190805,304
562,14624213931725328,20170210,174239,829
563,14626686728700924,20170122,131747,634
564,14626665041282314,20170121,103706,700
565,14626935243938072,20170208,161458,889
566,14624533055132346,20170207,093850,170
567,14619446312778700,20170131,174840,18
568,14626590102849110,20170118,154134,246
569,14637225163958626,20170130,101328,231
570,14623245689569816,20170121,182726,319
571,14624224852889698,20170108,170452,689
572,14623953804135798,20170110,210013,189
573,14629695078231204,20170113,192143,246
574,14608322105529892,20170105,210548,207
575,14612143725381262,20170120,201354,57
576,14624696365857990,20170211,152120,256
577,14621141983052294,20170103,130427,682
578,14624117645888128,20170124,163140,120
579,14632939134031118,20170209,152733,763
580,14618202166158660,20170125,171237,241
581,14623060841740902,20170208,115403,725
582,14620001356441382,20170211,160104,178
583,14617327918844198,20170209,162023,145
584,14623589713467906,20170120,160138,301
585,14618894537982382,20170122,135237,671
586,14635025128937976,20170115,171353,299
587,14629880622499318,20170103,174411,286
588,14610083199406894,20170108,160046,50
589,1570612342936575,20170208,140000,162
590,14616074277168378,20170117,212918,114
591,14622120476845330,20170210,222213,846
592,14636853265426194,20170127,135619,878
593,14625208429835572,20170121,201327,186
594,14619905970527030,20170205,190922,552
595,14626109288708854,20170120,143500,139
596,14624928625377166,20170117,141421,626
597,14618190104173054,20170131,082538,640
598,14617245756249150,20170114,181412,162
599,14617407042476586,20170201,161721,800
600,14620905000086862,20170110,000133,33
601,14613433236875790,20170211,183451,115
602,14621120228681000,20170111,160212,297
603,14623553656165270,20170211,173232,206
604,14623648595728390,20170205,220414,117
605,14626645015865638,20170131,135016,246
606,14630155874175174,20170129,185826,217
607,14622095337425072,20170129,114814,99
608,14624898154685298,20170209,143259,386
609,14628105222408982,20170110,130514,257
610,14628205081681620,20170209,180320,-8
611,14624042574862354,20170211,184805,7
612,14630232167415640,20170107,193419,714
613,14621802048564714,20170123,155948,408
614,14624294092467926,20170110,145439,97
615,14623451993764940,20170206,203035,820
616,14628354298210764,20170131,211335,179
617,14616706811425112,20170123,211547,253
618,14625873273931752,20170125,213125,136
619,14614141112430534,20170211,221210,194
620,14624675204871274,20170210,200551,41
621,14623510549138788,20170131,151246,685
622,14622792268923532,20170106,175911,755
623,14620371786937744,20170103,162917,42
624,14634531669273522,20170127,155702,164
625,14624650564970554,20170112,170836,125
626,14622523905497402,20170117,105546,385
627,14626103315479152,20170211,184905,750
628,14628572416929118,20170131,185102,150
629,14623967667279898,20170202,201836,274
630,14628694159227230,20170205,072123,684
631,14630919893576372,20170121,154658,760
632,14620995070483178,20170210,011443,379
633,14627941058364808,20170211,135402,205
634,14626224298323772,20170211,132818,106
635,14627245741607562,20170203,194452,755
636,14622537343951434,20170204,114008,226
637,14625357457321842,20170206,175629,59
638,14623200358663970,20170208,183743,749
639,14617230823010796,20170209,085312,364
640,1593429997743032,20170211,125339,189
641,14627000886450502,20170122,205051,132
642,14622957326982966,20170114,183608,267
643,14625256298379444,20170211,162245,312
644,14623578953121256,20170201,163209,140
645,14617751044877612,20170130,172420,55
646,14616689162828740,20170111,170308,162
647,14619282680745808,20170209,213759,864
648,14619640877608262,20170203,110531,112
649,14620363336786912,20170115,152040,264
650,14616222586144038,20170206,221803,214
651,14624739627794606,20170207,134821,788
652,14629836414035536,20170205,201908,91
653,14627864597086230,20170209,121955,844
654,14627539835869332,20170209,180154,192
655,14619205091117576,20170105,161055,220
656,14624143974703136,20170102,175754,253
657,14612383641136838,20170109,115039,10
658,14622358512674546,20170108,224746,29
659,14621259582160748,20170116,213214,185
660,14616996898864090,20170124,100853,149
661,14623670002864684,20170210,194433,26
662,14615926570356630,20170129,130117,262
663,14627639294738660,20170121,113025,324
664,14628676692453344,20170108,130038,42
665,14625299873418320,20170122,145114,803
666,14622836102583562,20170206,161004,221
667,14624598863713688,20170210,214121,615
668,14614251204469230,20170109,103830,632
669,14637684681237598,20170210,141953,381
670,14625224104640548,20170209,175216,216
671,14620969807003532,20170210,152200,748
672,14629921210266944,20170207,215859,162
673,14611011127184908,20170109,103634,635
674,14620354055306914,20170110,094109,321
675,14618854581014070,20170116,084805,581
676,14620585316443410,20170127,135658,17
677,14623905611987284,20170211,001128,347
678,14629646263160164,20170205,163806,671
679,14628331005240522,20170116,182649,717
680,14621803714505042,20170131,155852,255
681,14625073543806520,20170115,192451,825
682,14612879474667800,20170126,141244,50
683,14615923453323530,20170211,115321,210
684,14619482102926996,20170115,183658,348
685,14621969261581632,20170209,190441,600
686,14622528294180236,20170118,173158,219
687,14609229544801830,20170204,191827,175
688,14617491756658134,20170206,174141,113
689,14635050267701836,20170207,212604,306
690,14626778934362756,20170105,154411,32
691,14622265462883768,20170211,191921,636
692,14622575889005780,20170202,164749,57
693,14620563167576396,20170203,102610,179
694,14615266608965482,20170125,213342,203
695,14620546813726790,20170210,193130,689
696,14623282773480282,20170206,151356,132
697,14621059883963836,20170117,180520,189
698,14624172611416566,20170201,213500,53
699,14618450712246556,20170208,154115,197
700,14623269080343490,20170105,135255,158
701,14628708326940404,20170204,144206,241
702,14626943563137330,20170106,153314,50
703,14616127754230332,20170127,193917,151
704,14615387825811170,20170130,144105,151
705,14615614580466876,20170118,131948,222
706,14619488412561118,20170209,154142,374
707,14620522957566320,20170207,211023,238
708,14630603024899466,20170103,125235,76
709,14623756726939568,20170206,193427,123
710,14618684383023298,20170108,135525,364
711,14623400504524910,20170116,173322,370
712,14622603612011986,20170207,122306,724
713,14616461467661146,20170201,181209,57
714,14622903315858484,20170207,130850,210
715,14614458850507740,20170116,095719,63
716,14615715151337426,20170114,141808,623
717,14627612244541296,20170205,190718,863
718,14623385342367450,20170205,201735,564
719,14624310430892158,20170104,154647,902
720,14626635390432632,20170116,142030,152
721,14625942734060000,20170202,184104,719
722,14625564543944416,20170122,165948,690
723,1565342910380628,20170127,115147,317
724,14623188786351920,20170102,175519,364
725,14624622522298100,20170124,191624,794
726,14624631482142654,20170126,212058,42
727,14622692527146292,20170210,165725,332
728,14631102057390314,20170205,222156,716
729,14621589697623216,20170126,011517,0
730,14625072437774428,20170211,183937,126
731,14619728691633466,20170101,002551,703
732,14622888970917614,20170211,154604,700
733,14625167784961244,20170120,162238,131
734,14623945960169322,20170201,212358,229
735,14622542968633336,20170210,171151,365
736,14623670629069204,20170128,171912,434
737,14623596078567732,20170113,140312,770
738,14621942980027342,20170118,182247,189
739,14623201345887868,20170103,165043,353
740,14627981159084472,20170209,175303,529
741,14628605302512422,20170106,150319,821
742,14631900448461854,20170114,161023,51
743,14624088552977486,20170130,152039,163
744,14617346609966074,20170112,152451,682
745,14625210169292572,20170204,182933,2
746,14628079582156386,20170209,195509,0
747,1615149034507963,20170118,102110,17
748,14626678190264444,20170208,222323,874
749,14626274875169376,20170127,203525,41
750,14618771956806516,20170124,191421,388
751,14618292920194396,20170121,181912,68
752,14619087742097090,20170202,073446,164
753,14626604664401606,20170131,214426,44
754,14619651153860744,20170210,202858,277
755,14618163459630192,20170110,175425,643
756,14619028114167492,20170210,125931,735
757,14624009636767140,20170121,102434,304
758,14629198610947134,20170202,215730,142
759,14618457509585036,20170203,163158,350
760,14614587891304868,20170204,175647,692
761,14630696286050680,20170212,202830,830
762,14623826523144036,20170126,174758,192
763,14621141923319996,20170202,182252,108
764,14618864483447398,20170107,154015,-7
765,14622327856221800,20170131,180921,859
766,14615163478395752,20170208,153914,831
767,14622494386583894,20170207,163058,59
768,1538386281443351,20170115,034033,303
769,14621344819492196,20170102,154415,614
